Name,Team,Nationalaty,Position,age,Matches Played,Matches Starts,Minutes / Div By 90,Goals,Asissts,Yellows,Reds,Total Shots,Passes Attemted,Passes Total Distance,Short Passes,Medium Passes,Long Passes,Cross Passes,Head Pases,Tackeled,Tackeled Dribbels,Pressure Applying,Blocks,Shots Blocks,Clearence,Touches,Touches Defencive Penalty Area,Touches Defencive 3RD,Touches Mid 3RD,Touches Attacking 3RD,Touches Attacking Penalty Area,Touches Live Game,Dribbels Succes,Dribbels Attempted,Carries,Carries To Distance,Carries Proggresive,Carries Proggresive Foword,Carries Tackeled,Reciving Passes,Fouls Commited,Fouls Drawn,Tackele Won,looseBallRecovered,Aerial Duals Won,Aerial Duals Lost
Kyle Walker,Manchester City,eng ENG,DF,31-211,18,18,16.8,1.0,1.0,1.0,1.0,7.0,1355.0,23474.0,500.0,623.0,212.0,20.0,50.0,21.0,11.0,128.0,24.0,7.0,14.0,1451.0,46.0,309.0,934.0,294.0,20.0,1326.0,6.0,10.0,1048.0,4491.0,1902.0,66.0,5.0,1145.0,4.0,11.0,14.0,127.0,12.0,13.0
Kyle Walker-Peters,Southampton,eng ENG,DF,24-256,15,13,13.3,1.0,2.0,3.0,0.0,12.0,537.0,7258.0,252.0,208.0,57.0,19.0,20.0,26.0,9.0,138.0,17.0,1.0,17.0,682.0,34.0,164.0,330.0,242.0,32.0,580.0,18.0,27.0,436.0,2835.0,1831.0,93.0,20.0,417.0,22.0,27.0,14.0,100.0,7.0,10.0
Lamare Bogarde,Aston Villa,nl NED,MF,17-354,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Leander Dendoncker,Wolves,be BEL,"MF,FW",26-254,16,9,10.1,1.0,3.0,3.0,0.0,12.0,287.0,4376.0,131.0,109.0,35.0,2.0,18.0,19.0,7.0,191.0,26.0,7.0,17.0,382.0,31.0,125.0,195.0,80.0,9.0,378.0,1.0,4.0,205.0,672.0,269.0,8.0,6.0,286.0,11.0,3.0,11.0,73.0,19.0,13.0
Leandro Trossard,Brighton,be BEL,"FW,MF",27-021,16,16,15.6,3.0,1.0,1.0,0.0,40.0,567.0,8211.0,244.0,194.0,85.0,22.0,10.0,21.0,2.0,261.0,20.0,0.0,4.0,780.0,8.0,100.0,326.0,409.0,79.0,747.0,32.0,43.0,590.0,3480.0,1813.0,90.0,47.0,753.0,16.0,24.0,14.0,86.0,9.0,15.0
Leo Fuhr Hjelde,Leeds United,no NOR,DF,18-121,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Leon Bailey,Aston Villa,jm JAM,"FW,MF",24-138,9,4,4.7,1.0,2.0,1.0,0.0,13.0,130.0,1529.0,48.0,43.0,32.0,13.0,4.0,15.0,3.0,59.0,6.0,2.0,3.0,207.0,5.0,31.0,73.0,119.0,18.0,193.0,10.0,17.0,153.0,927.0,473.0,30.0,18.0,180.0,3.0,7.0,10.0,23.0,5.0,6.0
Lewis Bate,Leeds United,eng ENG,MF,19-057,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lewis Brunt,Leicester City,eng ENG,MF,21-049,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lewis Dobbin,Everton,eng ENG,"FW,MF",18-356,3,0,0.4,0.0,0.0,1.0,0.0,0.0,7.0,106.0,3.0,1.0,3.0,1.0,0.0,2.0,0.0,18.0,0.0,0.0,0.0,13.0,0.0,3.0,7.0,5.0,2.0,13.0,0.0,1.0,11.0,81.0,43.0,1.0,1.0,20.0,0.0,1.0,2.0,2.0,0.0,5.0
Lewis Dunk,Brighton,eng ENG,DF,30-034,15,14,14.3,0.0,0.0,0.0,0.0,6.0,1004.0,20857.0,222.0,550.0,222.0,2.0,26.0,14.0,2.0,80.0,23.0,15.0,57.0,1123.0,167.0,673.0,481.0,37.0,10.0,1095.0,2.0,2.0,747.0,3672.0,1834.0,25.0,3.0,857.0,6.0,2.0,7.0,110.0,41.0,18.0
Lewis Hall,Chelsea,eng ENG,MF,17-108,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lewis Richardson,Burnley,eng ENG,FW,18-321,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liam Cooper,Leeds United,sct SCO,DF,30-117,16,15,14.5,0.0,1.0,4.0,0.0,4.0,847.0,16359.0,204.0,446.0,186.0,1.0,51.0,29.0,12.0,158.0,26.0,15.0,85.0,1018.0,146.0,673.0,378.0,26.0,9.0,994.0,3.0,3.0,612.0,3466.0,1996.0,19.0,2.0,663.0,13.0,9.0,13.0,155.0,61.0,29.0
Liam Hughes,Liverpool,nir NIR,GK,20-097,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liam McCarron,Leeds United,sct SCO,FW,20-293,1,0,0.1,0.0,0.0,0.0,0.0,0.0,2.0,53.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,32.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Louie Moulden,Wolves,eng ENG,GK,19-353,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lucas Bergström,Chelsea,fi FIN,GK,19-111,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lucas Digne,Everton,fr FRA,DF,28-158,15,14,14.2,1.0,0.0,4.0,0.0,10.0,678.0,8548.0,262.0,268.0,104.0,39.0,47.0,35.0,22.0,161.0,28.0,5.0,30.0,823.0,52.0,273.0,318.0,284.0,15.0,666.0,6.0,12.0,399.0,2075.0,1141.0,47.0,10.0,429.0,17.0,12.0,20.0,138.0,25.0,14.0
Lucas Moura,Tottenham,br BRA,"FW,MF",29-134,20,15,14.7,4.0,3.0,2.0,0.0,23.0,441.0,4878.0,225.0,158.0,31.0,4.0,15.0,17.0,2.0,149.0,7.0,0.0,18.0,611.0,15.0,71.0,377.0,224.0,25.0,606.0,31.0,48.0,448.0,2282.0,1299.0,85.0,27.0,565.0,17.0,39.0,11.0,91.0,32.0,23.0
Luka Milivojević,Crystal Palace,rs SRB,MF,30-262,7,6,5.2,0.0,0.0,1.0,0.0,5.0,321.0,4991.0,100.0,144.0,62.0,10.0,16.0,7.0,5.0,80.0,4.0,0.0,7.0,349.0,7.0,69.0,204.0,88.0,1.0,320.0,2.0,3.0,200.0,806.0,380.0,16.0,0.0,245.0,12.0,7.0,4.0,53.0,6.0,4.0
Lukas Rupp,Norwich City,de GER,MF,30-351,12,7,7.1,1.0,0.0,1.0,0.0,13.0,265.0,3848.0,120.0,93.0,36.0,4.0,6.0,9.0,4.0,105.0,7.0,1.0,3.0,336.0,20.0,89.0,174.0,99.0,12.0,333.0,5.0,6.0,238.0,1110.0,519.0,28.0,12.0,247.0,10.0,9.0,7.0,66.0,4.0,6.0
Luke Ayling,Leeds United,eng ENG,DF,30-122,10,9,9.5,1.0,1.0,0.0,0.0,7.0,626.0,11375.0,185.0,272.0,153.0,7.0,24.0,20.0,11.0,110.0,22.0,17.0,24.0,725.0,96.0,398.0,315.0,72.0,8.0,692.0,8.0,11.0,480.0,2855.0,1727.0,43.0,7.0,518.0,5.0,6.0,11.0,89.0,16.0,15.0
Luke Cundle,Wolves,eng ENG,MF,19-243,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luke Mbete-Tatu,Manchester City,eng ENG,DF,21-098,1,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Luke Shaw,Manchester Utd,eng ENG,DF,26-166,16,16,14.8,0.0,3.0,5.0,0.0,4.0,957.0,12650.0,466.0,323.0,131.0,34.0,38.0,20.0,10.0,148.0,36.0,6.0,16.0,1094.0,44.0,265.0,517.0,394.0,13.0,911.0,8.0,16.0,651.0,3444.0,2069.0,79.0,13.0,785.0,26.0,17.0,13.0,103.0,21.0,13.0
Luke Thomas,Leicester City,eng ENG,DF,20-198,15,14,14.0,0.0,1.0,3.0,0.0,5.0,623.0,8406.0,270.0,256.0,75.0,18.0,31.0,20.0,10.0,147.0,18.0,8.0,20.0,737.0,30.0,197.0,375.0,202.0,15.0,611.0,9.0,19.0,430.0,1809.0,984.0,37.0,10.0,471.0,11.0,14.0,11.0,87.0,14.0,23.0
Lyanco,Southampton,br BRA,DF,24-327,10,5,6.0,0.0,0.0,2.0,0.0,5.0,138.0,1995.0,28.0,62.0,46.0,1.0,9.0,6.0,3.0,42.0,10.0,8.0,24.0,192.0,42.0,108.0,87.0,10.0,3.0,186.0,3.0,3.0,94.0,565.0,233.0,7.0,1.0,88.0,9.0,8.0,6.0,39.0,12.0,3.0
Mads Bech Sørensen,Brentford,dk DEN,DF,22-352,3,2,1.7,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,4.0,0.0,0.0,1.0,4.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Mads Bidstrup,Brentford,dk DEN,MF,20-303,6,2,1.7,0.0,0.0,0.0,0.0,4.0,9.0,133.0,5.0,3.0,1.0,0.0,1.0,4.0,0.0,12.0,1.0,0.0,2.0,20.0,2.0,9.0,11.0,0.0,0.0,20.0,0.0,1.0,8.0,25.0,12.0,0.0,2.0,8.0,1.0,5.0,5.0,6.0,0.0,0.0
Mads Roerslev,Brentford,dk DEN,DF,22-184,10,6,6.0,0.0,1.0,0.0,0.0,1.0,91.0,1020.0,35.0,34.0,16.0,11.0,12.0,8.0,7.0,53.0,9.0,2.0,11.0,137.0,15.0,50.0,51.0,41.0,2.0,131.0,1.0,7.0,65.0,347.0,168.0,11.0,2.0,84.0,5.0,6.0,7.0,24.0,4.0,15.0
Malachi Fagan-Walcott,Tottenham,eng ENG,DF,19-289,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Malang Sarr,Chelsea,fr FRA,DF,22-336,5,5,5.3,0.0,0.0,1.0,0.0,2.0,134.0,2255.0,39.0,73.0,19.0,0.0,2.0,5.0,1.0,23.0,7.0,3.0,18.0,166.0,20.0,74.0,86.0,11.0,0.0,161.0,1.0,1.0,106.0,391.0,163.0,6.0,0.0,109.0,2.0,2.0,3.0,17.0,7.0,4.0
Manuel Lanzini,West Ham,ar ARG,"MF,FW",28-313,19,10,10.0,3.0,1.0,1.0,0.0,8.0,471.0,6567.0,247.0,172.0,32.0,13.0,12.0,17.0,5.0,165.0,7.0,0.0,3.0,536.0,6.0,71.0,323.0,175.0,23.0,509.0,10.0,15.0,398.0,2123.0,959.0,51.0,8.0,469.0,9.0,13.0,17.0,61.0,1.0,7.0
Marc Albrighton,Leicester City,eng ENG,"FW,MF",32-037,12,4,5.5,1.0,0.0,2.0,0.0,1.0,163.0,1671.0,50.0,53.0,47.0,10.0,3.0,19.0,4.0,129.0,10.0,1.0,3.0,221.0,15.0,48.0,102.0,80.0,3.0,178.0,8.0,14.0,116.0,464.0,177.0,8.0,6.0,146.0,6.0,7.0,12.0,29.0,4.0,2.0
Marc Cucurella,Brighton,es ESP,DF,23-156,14,13,12.6,0.0,1.0,3.0,0.0,6.0,799.0,10358.0,403.0,269.0,81.0,36.0,30.0,29.0,15.0,197.0,29.0,2.0,14.0,915.0,32.0,221.0,420.0,322.0,23.0,786.0,12.0,20.0,555.0,2489.0,1530.0,67.0,10.0,649.0,13.0,12.0,18.0,114.0,21.0,16.0
Marc Guéhi,Crystal Palace,eng ENG,DF,21-165,18,18,18.0,2.0,0.0,4.0,0.0,10.0,1068.0,19312.0,301.0,570.0,186.0,1.0,52.0,20.0,8.0,110.0,27.0,15.0,67.0,1214.0,191.0,701.0,553.0,42.0,12.0,1183.0,7.0,8.0,837.0,4645.0,2513.0,56.0,2.0,873.0,11.0,19.0,15.0,153.0,31.0,26.0
Marc Leonard,Brighton,sct SCO,MF,20-006,2,2,1.7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,7.0,0.0,0.0,0.0
Marcelo Pitaluga,Liverpool,br BRA,GK,19-005,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marcos Alonso,Chelsea,es ESP,MF,30-362,20,18,17.8,1.0,2.0,4.0,0.0,28.0,796.0,11010.0,325.0,298.0,126.0,59.0,17.0,31.0,12.0,188.0,32.0,2.0,27.0,999.0,40.0,239.0,354.0,446.0,41.0,817.0,8.0,19.0,554.0,2643.0,1449.0,74.0,22.0,653.0,28.0,35.0,24.0,114.0,32.0,15.0
Marcus Bettinelli,Chelsea,eng ENG,GK,29-215,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marcus Forss,Brentford,fi FIN,"FW,MF",22-190,10,4,5.1,5.0,2.0,0.0,0.0,12.0,35.0,316.0,19.0,10.0,5.0,2.0,6.0,3.0,2.0,65.0,3.0,0.0,0.0,60.0,0.0,3.0,31.0,29.0,8.0,57.0,2.0,4.0,25.0,87.0,47.0,3.0,1.0,85.0,6.0,2.0,2.0,8.0,4.0,15.0
Marcus Rashford,Manchester Utd,eng ENG,FW,24-055,12,8,7.3,3.0,1.0,1.0,0.0,19.0,256.0,2835.0,148.0,72.0,20.0,14.0,7.0,4.0,3.0,104.0,9.0,1.0,4.0,350.0,7.0,38.0,139.0,198.0,42.0,344.0,10.0,24.0,236.0,1250.0,734.0,39.0,15.0,431.0,5.0,13.0,1.0,42.0,7.0,16.0
Mark Gillespie,Newcastle Utd,eng ENG,GK,29-273,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mark Noble,West Ham,eng ENG,FW,34-231,10,6,6.1,1.0,0.0,1.0,0.0,3.0,329.0,5964.0,128.0,129.0,64.0,10.0,4.0,6.0,2.0,49.0,4.0,1.0,1.0,352.0,10.0,62.0,225.0,81.0,5.0,322.0,2.0,3.0,240.0,1038.0,412.0,15.0,1.0,272.0,4.0,4.0,3.0,42.0,0.0,1.0
Martin Dúbravka,Newcastle Utd,sk SVK,GK,32-344,6,6,6.0,0.0,0.0,0.0,0.0,0.0,224.0,5331.0,14.0,50.0,158.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,242.0,201.0,242.0,1.0,0.0,0.0,149.0,0.0,0.0,95.0,479.0,272.0,0.0,0.0,82.0,0.0,1.0,0.0,33.0,0.0,0.0
Martin Kelly,Crystal Palace,eng ENG,"DF,MF",31-242,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Martin Ødegaard,Arsenal,no NOR,MF,23-008,18,14,13.3,4.0,2.0,2.0,0.0,19.0,606.0,8711.0,286.0,209.0,83.0,9.0,11.0,19.0,5.0,226.0,6.0,1.0,7.0,714.0,6.0,111.0,362.0,290.0,30.0,664.0,7.0,14.0,485.0,2388.0,1197.0,66.0,21.0,593.0,8.0,8.0,11.0,94.0,10.0,10.0
Martinelli,Arsenal,br BRA,"FW,MF",20-190,15,9,9.0,4.0,2.0,1.0,0.0,17.0,167.0,1899.0,72.0,53.0,28.0,13.0,6.0,15.0,3.0,121.0,11.0,2.0,3.0,262.0,6.0,26.0,96.0,156.0,38.0,244.0,4.0,13.0,166.0,1128.0,649.0,30.0,15.0,260.0,8.0,11.0,9.0,30.0,15.0,24.0
Marvelous Nakamba,Aston Villa,zw ZIM,MF,27-340,14,10,10.4,0.0,0.0,5.0,0.0,0.0,314.0,4586.0,145.0,131.0,31.0,1.0,17.0,23.0,10.0,155.0,15.0,4.0,12.0,399.0,30.0,128.0,239.0,48.0,0.0,391.0,3.0,5.0,232.0,1067.0,391.0,14.0,8.0,235.0,20.0,12.0,19.0,93.0,7.0,10.0
Mason Greenwood,Manchester Utd,eng ENG,FW,20-085,17,13,13.1,5.0,2.0,2.0,0.0,37.0,470.0,6925.0,207.0,181.0,61.0,20.0,6.0,13.0,6.0,165.0,7.0,1.0,4.0,602.0,7.0,56.0,273.0,312.0,50.0,590.0,19.0,38.0,460.0,2831.0,1609.0,88.0,16.0,628.0,19.0,16.0,7.0,73.0,6.0,6.0
Mason Holgate,Everton,eng ENG,DF,25-064,9,7,7.8,0.0,0.0,1.0,1.0,3.0,189.0,3104.0,41.0,89.0,57.0,0.0,22.0,11.0,3.0,56.0,11.0,6.0,36.0,263.0,45.0,144.0,122.0,9.0,1.0,243.0,0.0,0.0,108.0,567.0,294.0,5.0,3.0,115.0,9.0,9.0,7.0,62.0,24.0,10.0
Mason Mount,Chelsea,eng ENG,"FW,MF",22-349,23,14,16.0,7.0,4.0,1.0,0.0,38.0,698.0,8042.0,365.0,201.0,79.0,59.0,16.0,21.0,5.0,274.0,11.0,0.0,8.0,860.0,9.0,66.0,291.0,561.0,89.0,810.0,12.0,25.0,625.0,2816.0,1555.0,94.0,28.0,824.0,24.0,19.0,17.0,77.0,6.0,18.0
Matej Kovar,Manchester Utd,cz CZE,GK,21-222,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mateo Kovačić,Chelsea,hr CRO,MF,27-233,15,13,13.3,1.0,5.0,1.0,0.0,16.0,793.0,13241.0,337.0,337.0,104.0,4.0,6.0,35.0,10.0,221.0,10.0,2.0,8.0,903.0,21.0,154.0,565.0,277.0,10.0,888.0,20.0,25.0,718.0,3899.0,2094.0,94.0,19.0,753.0,17.0,24.0,32.0,81.0,5.0,5.0
Mateusz Klich,Leeds United,pl POL,MF,31-195,16,11,11.1,1.0,1.0,2.0,0.0,20.0,411.0,4950.0,209.0,130.0,43.0,16.0,18.0,15.0,7.0,220.0,7.0,2.0,9.0,494.0,10.0,79.0,239.0,207.0,33.0,486.0,8.0,10.0,345.0,1935.0,885.0,44.0,7.0,441.0,19.0,8.0,11.0,79.0,0.0,5.0
Mathias Jensen,Brentford,dk DEN,MF,25-358,13,8,8.5,0.0,2.0,0.0,0.0,5.0,323.0,5211.0,102.0,110.0,101.0,28.0,12.0,11.0,7.0,128.0,10.0,1.0,4.0,390.0,9.0,65.0,209.0,139.0,10.0,346.0,3.0,8.0,233.0,1021.0,462.0,28.0,6.0,316.0,5.0,7.0,12.0,45.0,5.0,6.0
Mathias Jørgensen,Brentford,dk DEN,DF,31-246,9,7,6.8,1.0,0.0,2.0,0.0,2.0,274.0,3678.0,92.0,130.0,44.0,8.0,27.0,10.0,6.0,45.0,7.0,1.0,11.0,317.0,19.0,122.0,139.0,72.0,3.0,254.0,0.0,0.0,136.0,647.0,448.0,10.0,2.0,158.0,11.0,3.0,2.0,59.0,16.0,7.0
Mathias Normann,Norwich City,no NOR,MF,25-211,9,9,7.8,1.0,1.0,4.0,0.0,16.0,322.0,4894.0,84.0,130.0,95.0,7.0,24.0,18.0,4.0,115.0,13.0,6.0,20.0,431.0,32.0,145.0,222.0,82.0,1.0,403.0,14.0,18.0,238.0,1143.0,548.0,24.0,7.0,254.0,16.0,14.0,10.0,85.0,15.0,6.0
Matt Doherty,Tottenham,ie IRL,DF,29-343,7,4,4.1,0.0,0.0,0.0,0.0,2.0,45.0,442.0,23.0,12.0,6.0,6.0,2.0,2.0,0.0,13.0,1.0,0.0,2.0,57.0,3.0,24.0,17.0,17.0,4.0,46.0,3.0,4.0,27.0,84.0,55.0,3.0,1.0,25.0,3.0,2.0,2.0,10.0,3.0,0.0
Matt Ritchie,Newcastle Utd,sct SCO,DF,32-106,16,14,14.6,0.0,2.0,5.0,0.0,10.0,682.0,10096.0,247.0,212.0,207.0,45.0,32.0,22.0,13.0,152.0,28.0,2.0,25.0,803.0,45.0,255.0,329.0,251.0,10.0,623.0,3.0,5.0,388.0,1498.0,697.0,29.0,4.0,416.0,12.0,10.0,7.0,116.0,14.0,21.0
Matt Targett,Aston Villa,eng ENG,DF,26-098,16,16,14.9,1.0,1.0,2.0,0.0,5.0,695.0,10184.0,249.0,277.0,137.0,38.0,34.0,27.0,12.0,167.0,41.0,9.0,22.0,838.0,54.0,252.0,372.0,247.0,15.0,711.0,1.0,4.0,438.0,1586.0,925.0,31.0,6.0,509.0,18.0,12.0,14.0,110.0,27.0,19.0
Matthew Cox,Brentford,eng ENG,GK,18-237,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matthew Craig,Tottenham,sct SCO,MF,18-253,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matthew Longstaff,Newcastle Utd,eng ENG,MF,21-279,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matthew Lowton,Burnley,eng ENG,DF,32-199,16,15,15.0,1.0,2.0,2.0,0.0,9.0,660.0,8671.0,249.0,206.0,176.0,29.0,37.0,33.0,18.0,131.0,35.0,11.0,51.0,814.0,72.0,252.0,378.0,222.0,7.0,665.0,6.0,11.0,365.0,1630.0,977.0,45.0,6.0,402.0,13.0,4.0,19.0,142.0,19.0,19.0
Matty Cash,Aston Villa,pl POL,DF,24-140,18,18,17.7,1.0,1.0,4.0,0.0,18.0,689.0,9272.0,209.0,255.0,198.0,52.0,43.0,53.0,25.0,239.0,40.0,6.0,40.0,916.0,75.0,305.0,390.0,274.0,46.0,755.0,9.0,17.0,451.0,2873.0,1582.0,73.0,21.0,477.0,19.0,21.0,27.0,134.0,24.0,28.0
Matěj Vydra,Burnley,cz CZE,FW,29-238,15,4,5.4,1.0,2.0,0.0,0.0,13.0,49.0,362.0,30.0,10.0,1.0,2.0,6.0,5.0,2.0,81.0,2.0,1.0,7.0,104.0,7.0,11.0,20.0,76.0,24.0,104.0,4.0,7.0,60.0,168.0,61.0,3.0,6.0,201.0,9.0,7.0,4.0,7.0,9.0,28.0
Max Aarons,Norwich City,eng ENG,DF,21-355,17,17,17.0,0.0,1.0,4.0,0.0,9.0,794.0,10487.0,336.0,307.0,119.0,34.0,12.0,35.0,20.0,196.0,44.0,12.0,32.0,1010.0,80.0,369.0,436.0,278.0,15.0,848.0,25.0,51.0,626.0,3742.0,2308.0,101.0,19.0,666.0,17.0,28.0,22.0,100.0,8.0,32.0
Max Kilman,Wolves,eng ENG,DF,24-216,20,20,20.3,1.0,0.0,3.0,0.0,11.0,843.0,15813.0,258.0,400.0,170.0,4.0,45.0,39.0,14.0,162.0,32.0,10.0,71.0,1037.0,122.0,537.0,510.0,63.0,14.0,1014.0,7.0,9.0,658.0,3530.0,2154.0,71.0,6.0,694.0,16.0,13.0,25.0,130.0,46.0,23.0
