Name,Team,Nationalaty,Position,age,Matches Played,Matches Starts,Minutes / Div By 90,Goals,Asissts,Yellows,Reds,Total Shots,Passes Attemted,Passes Total Distance,Short Passes,Medium Passes,Long Passes,Cross Passes,Head Pases,Tackeled,Tackeled Dribbels,Pressure Applying,Blocks,Shots Blocks,Clearence,Touches,Touches Defencive Penalty Area,Touches Defencive 3RD,Touches Mid 3RD,Touches Attacking 3RD,Touches Attacking Penalty Area,Touches Live Game,Dribbels Succes,Dribbels Attempted,Carries,Carries To Distance,Carries Proggresive,Carries Proggresive Foword,Carries Tackeled,Reciving Passes,Fouls Commited,Fouls Drawn,Tackele Won,looseBallRecovered,Aerial Duals Won,Aerial Duals Lost
Aaron Connolly,Brighton,ie IRL,FW,21-331,6,3,3.6,2.0,0.0,0.0,0.0,7.0,18.0,212.0,11.0,7.0,0.0,3.0,0.0,0.0,0.0,27.0,2.0,0.0,0.0,34.0,0.0,0.0,14.0,21.0,4.0,33.0,0.0,1.0,22.0,131.0,40.0,3.0,1.0,64.0,1.0,9.0,1.0,7.0,0.0,7.0
Aaron Cresswell,West Ham,eng ENG,DF,32-010,18,18,17.7,1.0,3.0,0.0,0.0,10.0,1192.0,17607.0,456.0,472.0,224.0,43.0,21.0,19.0,7.0,104.0,22.0,8.0,38.0,1321.0,61.0,348.0,636.0,426.0,14.0,1102.0,1.0,8.0,803.0,3844.0,2001.0,80.0,7.0,882.0,7.0,6.0,11.0,140.0,23.0,11.0
Aaron Lennon,Burnley,eng ENG,MF,34-253,9,3,3.1,0.0,0.0,1.0,0.0,4.0,29.0,312.0,14.0,8.0,4.0,10.0,0.0,3.0,1.0,33.0,4.0,1.0,1.0,47.0,1.0,9.0,18.0,22.0,3.0,47.0,1.0,3.0,27.0,143.0,84.0,4.0,1.0,40.0,4.0,4.0,4.0,8.0,0.0,3.0
Aaron Ramsdale,Arsenal,eng ENG,GK,23-225,16,16,16.0,0.0,0.0,1.0,0.0,0.0,532.0,10677.0,90.0,157.0,283.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,574.0,484.0,573.0,2.0,0.0,0.0,443.0,1.0,1.0,301.0,1552.0,885.0,0.0,0.0,273.0,0.0,4.0,0.0,80.0,0.0,0.0
Aaron Ramsey,Aston Villa,eng ENG,MF,18-338,1,0,0.3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
Aaron Wan-Bissaka,Manchester Utd,eng ENG,DF,24-029,18,18,17.4,0.0,0.0,2.0,1.0,3.0,1014.0,13120.0,541.0,342.0,88.0,23.0,17.0,39.0,5.0,183.0,45.0,12.0,40.0,1215.0,68.0,422.0,579.0,309.0,18.0,1077.0,32.0,48.0,800.0,4082.0,2545.0,94.0,18.0,834.0,14.0,16.0,24.0,132.0,13.0,21.0
Abdoulaye Doucouré,Everton,fr FRA,MF,28-358,14,13,13.4,2.0,4.0,4.0,0.0,21.0,516.0,7261.0,221.0,197.0,61.0,2.0,28.0,24.0,12.0,284.0,17.0,1.0,17.0,640.0,32.0,172.0,337.0,170.0,26.0,635.0,12.0,22.0,408.0,2127.0,1197.0,43.0,7.0,433.0,24.0,13.0,13.0,170.0,17.0,21.0
Adam Armstrong,Southampton,eng ENG,"FW,MF",24-318,16,14,13.4,2.0,2.0,0.0,0.0,45.0,227.0,2690.0,93.0,97.0,21.0,19.0,10.0,8.0,0.0,166.0,6.0,1.0,3.0,356.0,2.0,27.0,144.0,213.0,61.0,332.0,14.0,28.0,251.0,1463.0,847.0,54.0,20.0,484.0,12.0,8.0,6.0,46.0,8.0,28.0
Adam Forshaw,Leeds United,eng ENG,MF,30-078,13,10,10.1,0.0,0.0,2.0,0.0,8.0,357.0,5746.0,150.0,126.0,61.0,5.0,12.0,23.0,11.0,180.0,7.0,1.0,11.0,440.0,14.0,137.0,249.0,87.0,4.0,430.0,3.0,9.0,292.0,1359.0,523.0,19.0,10.0,323.0,21.0,12.0,11.0,84.0,5.0,9.0
Adam Idah,Norwich City,ie IRL,FW,20-289,13,2,3.1,0.0,0.0,0.0,0.0,9.0,53.0,706.0,24.0,18.0,6.0,4.0,1.0,6.0,1.0,32.0,1.0,1.0,2.0,83.0,4.0,8.0,29.0,52.0,11.0,81.0,2.0,3.0,59.0,323.0,104.0,8.0,8.0,116.0,3.0,4.0,3.0,10.0,6.0,8.0
Adam Lallana,Brighton,eng ENG,MF,33-229,14,12,11.9,0.0,1.0,4.0,0.0,11.0,645.0,8759.0,335.0,229.0,53.0,9.0,20.0,26.0,8.0,209.0,18.0,4.0,9.0,757.0,25.0,194.0,417.0,192.0,28.0,756.0,12.0,17.0,532.0,2278.0,1078.0,47.0,13.0,618.0,12.0,17.0,13.0,108.0,7.0,10.0
Adam Masina,Watford,ma MAR,DF,27-357,10,10,8.6,0.0,0.0,0.0,0.0,5.0,356.0,5358.0,67.0,172.0,108.0,22.0,23.0,19.0,8.0,108.0,12.0,2.0,33.0,441.0,44.0,163.0,198.0,92.0,1.0,357.0,8.0,10.0,205.0,801.0,443.0,15.0,3.0,220.0,10.0,3.0,10.0,60.0,23.0,9.0
Adam Webster,Brighton,eng ENG,DF,26-355,9,8,6.7,1.0,0.0,2.0,0.0,3.0,520.0,8978.0,152.0,273.0,79.0,3.0,24.0,15.0,8.0,52.0,12.0,4.0,23.0,586.0,37.0,283.0,287.0,79.0,2.0,568.0,5.0,6.0,385.0,2280.0,1476.0,47.0,2.0,433.0,11.0,2.0,7.0,72.0,22.0,6.0
Adama Traoré,Wolves,es ESP,FW,25-334,19,10,12.2,0.0,0.0,0.0,0.0,22.0,305.0,4055.0,142.0,106.0,40.0,30.0,5.0,12.0,2.0,133.0,8.0,1.0,2.0,464.0,5.0,57.0,217.0,254.0,53.0,462.0,60.0,81.0,450.0,3307.0,2086.0,91.0,34.0,574.0,11.0,37.0,10.0,63.0,11.0,22.0
Ademola Lookman,Leicester City,eng ENG,"FW,MF",24-066,16,10,9.7,3.0,1.0,1.0,0.0,15.0,310.0,3331.0,173.0,90.0,20.0,14.0,5.0,21.0,6.0,172.0,14.0,1.0,3.0,430.0,5.0,54.0,210.0,187.0,42.0,420.0,17.0,33.0,340.0,1366.0,689.0,40.0,18.0,392.0,23.0,23.0,14.0,60.0,2.0,9.0
Adrián,Liverpool,es ESP,GK,34-356,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ainsley Maitland-Niles,Arsenal,eng ENG,MF,24-118,11,4,5.3,0.0,1.0,0.0,0.0,2.0,136.0,1923.0,59.0,55.0,19.0,2.0,9.0,7.0,1.0,54.0,5.0,1.0,4.0,171.0,9.0,47.0,89.0,41.0,1.0,166.0,2.0,7.0,101.0,422.0,216.0,10.0,5.0,116.0,7.0,3.0,5.0,37.0,5.0,4.0
Ajibola Alese,West Ham,eng ENG,DF,21-342,1,1,1.0,0.0,0.0,0.0,0.0,0.0,61.0,1168.0,19.0,33.0,9.0,0.0,3.0,0.0,0.0,8.0,0.0,0.0,3.0,66.0,5.0,33.0,33.0,2.0,1.0,63.0,0.0,0.0,48.0,229.0,135.0,2.0,0.0,53.0,2.0,0.0,0.0,6.0,4.0,0.0
Albert Sambi Lokonga,Arsenal,be BEL,MF,22-064,15,10,10.3,0.0,0.0,4.0,0.0,18.0,539.0,8780.0,221.0,217.0,86.0,3.0,20.0,19.0,7.0,108.0,15.0,6.0,10.0,635.0,26.0,179.0,357.0,136.0,2.0,620.0,3.0,4.0,432.0,2653.0,1488.0,62.0,5.0,476.0,11.0,13.0,13.0,86.0,10.0,15.0
Alex Iwobi,Everton,ng NGA,"MF,FW",25-236,15,9,9.9,2.0,1.0,0.0,0.0,17.0,238.0,3063.0,109.0,82.0,28.0,15.0,2.0,11.0,3.0,140.0,8.0,0.0,7.0,332.0,9.0,60.0,126.0,174.0,37.0,327.0,14.0,26.0,262.0,1481.0,861.0,40.0,13.0,332.0,3.0,3.0,8.0,42.0,5.0,16.0
Alex Král,West Ham,cz CZE,MF,23-220,4,2,2.4,0.0,0.0,0.0,0.0,1.0,73.0,1020.0,34.0,26.0,8.0,0.0,8.0,5.0,1.0,34.0,2.0,0.0,0.0,84.0,2.0,16.0,58.0,14.0,3.0,84.0,0.0,0.0,48.0,273.0,112.0,6.0,2.0,59.0,2.0,2.0,8.0,22.0,1.0,1.0
Alex McCarthy,Southampton,eng ENG,GK,32-022,15,15,15.0,0.0,0.0,1.0,0.0,0.0,450.0,8438.0,46.0,133.0,268.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,483.0,397.0,480.0,4.0,0.0,0.0,340.0,0.0,0.0,220.0,829.0,480.0,0.0,0.0,208.0,0.0,1.0,0.0,52.0,0.0,0.0
Alex Oxlade-Chamberlain,Liverpool,eng ENG,"MF,FW",28-132,21,11,12.1,1.0,3.0,0.0,0.0,31.0,444.0,7496.0,153.0,173.0,101.0,25.0,14.0,23.0,4.0,161.0,14.0,2.0,7.0,565.0,10.0,75.0,314.0,236.0,28.0,545.0,15.0,22.0,422.0,2454.0,1425.0,77.0,24.0,460.0,14.0,10.0,20.0,65.0,3.0,8.0
Alex Telles,Manchester Utd,br BRA,DF,29-010,8,7,7.0,1.0,0.0,1.0,0.0,6.0,369.0,4604.0,155.0,142.0,57.0,26.0,5.0,19.0,9.0,69.0,16.0,3.0,14.0,441.0,16.0,127.0,200.0,135.0,4.0,366.0,1.0,2.0,230.0,868.0,413.0,18.0,4.0,273.0,9.0,5.0,7.0,45.0,11.0,10.0
Alexandre Lacazette,Arsenal,fr FRA,"FW,MF",30-211,16,9,9.3,4.0,3.0,0.0,0.0,15.0,222.0,2431.0,120.0,62.0,22.0,6.0,7.0,13.0,4.0,151.0,8.0,2.0,1.0,314.0,0.0,40.0,144.0,148.0,46.0,306.0,9.0,14.0,191.0,756.0,440.0,19.0,9.0,336.0,24.0,16.0,9.0,35.0,11.0,25.0
Alexis Mac Allister,Brighton,ar ARG,"MF,FW",23-001,13,4,5.4,2.0,3.0,1.0,0.0,12.0,180.0,2732.0,71.0,76.0,25.0,3.0,5.0,20.0,6.0,102.0,8.0,1.0,3.0,248.0,7.0,56.0,109.0,97.0,12.0,240.0,0.0,4.0,155.0,790.0,415.0,23.0,7.0,186.0,5.0,11.0,15.0,39.0,5.0,4.0
Alisson,Liverpool,br BRA,GK,29-084,23,23,23.0,0.0,0.0,0.0,0.0,0.0,850.0,19813.0,118.0,436.0,294.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,1.0,919.0,714.0,912.0,8.0,0.0,0.0,772.0,1.0,2.0,536.0,1844.0,998.0,0.0,0.0,511.0,0.0,1.0,0.0,153.0,0.0,0.0
Allan,Everton,br BRA,MF,30-351,15,15,14.7,0.0,1.0,2.0,0.0,3.0,561.0,8461.0,179.0,242.0,105.0,4.0,17.0,43.0,10.0,388.0,28.0,4.0,26.0,711.0,49.0,212.0,412.0,126.0,7.0,677.0,11.0,14.0,427.0,2214.0,1199.0,59.0,15.0,403.0,21.0,13.0,36.0,163.0,6.0,7.0
Allan Saint-Maximin,Newcastle Utd,fr FRA,"FW,MF",24-288,19,17,17.3,3.0,3.0,3.0,0.0,35.0,424.0,5365.0,185.0,152.0,54.0,39.0,13.0,5.0,0.0,133.0,11.0,0.0,1.0,661.0,5.0,60.0,354.0,361.0,71.0,640.0,73.0,118.0,622.0,4469.0,2921.0,139.0,65.0,697.0,9.0,43.0,4.0,101.0,11.0,19.0
Alphonse Areola,West Ham,fr FRA,GK,28-301,8,8,8.3,0.0,0.0,0.0,0.0,1.0,128.0,2906.0,15.0,44.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,124.0,137.0,2.0,0.0,0.0,101.0,0.0,0.0,65.0,323.0,116.0,0.0,0.0,67.0,0.0,0.0,0.0,13.0,0.0,0.0
Amad Diallo,Manchester Utd,ci CIV,FW,19-167,1,1,0.7,0.0,0.0,0.0,0.0,2.0,22.0,331.0,12.0,6.0,2.0,0.0,0.0,1.0,0.0,15.0,4.0,0.0,0.0,38.0,1.0,5.0,22.0,14.0,1.0,38.0,0.0,2.0,27.0,182.0,140.0,6.0,3.0,32.0,1.0,1.0,1.0,8.0,0.0,1.0
Andi Zeqiri,Brighton,ch SUI,FW,22-186,1,1,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
Andreas Christensen,Chelsea,dk DEN,DF,25-259,17,15,15.6,1.0,1.0,2.0,0.0,6.0,1175.0,21411.0,391.0,573.0,192.0,1.0,48.0,17.0,7.0,124.0,24.0,7.0,77.0,1328.0,134.0,551.0,757.0,94.0,7.0,1299.0,5.0,5.0,913.0,4129.0,2374.0,84.0,2.0,973.0,14.0,11.0,13.0,161.0,54.0,32.0
Andreas Pereira,Manchester Utd,br BRA,MF,25-358,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andreas Søndergaard,Wolves,dk DEN,GK,20-342,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andrew Moran,Brighton,ie IRL,DF,18-071,1,0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Andrew Omobamidele,Norwich City,ie IRL,DF,19-185,7,6,6.2,1.0,0.0,1.0,0.0,3.0,227.0,3983.0,78.0,103.0,42.0,0.0,19.0,8.0,6.0,48.0,10.0,10.0,17.0,278.0,30.0,139.0,145.0,17.0,2.0,265.0,0.0,0.0,163.0,933.0,538.0,16.0,1.0,165.0,6.0,7.0,3.0,51.0,6.0,10.0
Andrew Robertson,Liverpool,sct SCO,DF,27-289,19,17,17.1,1.0,5.0,4.0,1.0,9.0,1354.0,19352.0,573.0,538.0,202.0,65.0,35.0,20.0,8.0,166.0,24.0,4.0,36.0,1502.0,53.0,315.0,729.0,550.0,63.0,1304.0,12.0,24.0,943.0,4286.0,2689.0,131.0,12.0,1115.0,15.0,5.0,9.0,156.0,23.0,11.0
Andriy Yarmolenko,West Ham,ua UKR,"FW,MF",32-063,16,6,6.3,1.0,0.0,0.0,0.0,14.0,178.0,2604.0,82.0,68.0,22.0,13.0,5.0,6.0,3.0,62.0,4.0,1.0,2.0,232.0,5.0,30.0,99.0,121.0,27.0,228.0,3.0,8.0,172.0,964.0,531.0,27.0,9.0,257.0,7.0,9.0,5.0,21.0,4.0,3.0
Andros Townsend,Everton,eng ENG,MF,30-162,18,17,16.1,5.0,3.0,3.0,0.0,23.0,418.0,5255.0,163.0,153.0,83.0,64.0,14.0,27.0,7.0,256.0,36.0,2.0,5.0,612.0,12.0,111.0,251.0,303.0,27.0,571.0,18.0,34.0,421.0,2403.0,1280.0,62.0,22.0,515.0,10.0,44.0,17.0,100.0,4.0,17.0
André Gomes,Everton,pt POR,MF,28-148,8,3,3.8,0.0,2.0,2.0,0.0,12.0,93.0,1367.0,45.0,27.0,13.0,6.0,4.0,6.0,1.0,74.0,4.0,1.0,0.0,135.0,3.0,25.0,55.0,64.0,7.0,133.0,5.0,5.0,89.0,414.0,218.0,9.0,7.0,114.0,14.0,2.0,5.0,28.0,2.0,9.0
Andy Lonergan,Everton,ie IRL,GK,38-067,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angelo Ogbonna,West Ham,it ITA,DF,33-216,11,11,10.2,1.0,0.0,1.0,0.0,3.0,452.0,8588.0,103.0,240.0,103.0,0.0,19.0,13.0,2.0,50.0,7.0,4.0,38.0,528.0,69.0,293.0,251.0,14.0,8.0,523.0,0.0,0.0,353.0,1947.0,714.0,6.0,1.0,375.0,5.0,3.0,8.0,78.0,26.0,12.0
Angus Gunn,Norwich City,eng ENG,GK,25-337,2,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antef Tsoungui,Brighton,eng ENG,DF,18-360,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Anthony Elanga,Manchester Utd,se SWE,FW,19-242,3,1,1.4,0.0,0.0,0.0,0.0,1.0,28.0,258.0,19.0,7.0,1.0,0.0,0.0,4.0,1.0,34.0,1.0,0.0,0.0,47.0,0.0,9.0,23.0,16.0,3.0,47.0,0.0,1.0,25.0,150.0,84.0,5.0,1.0,52.0,2.0,3.0,1.0,2.0,2.0,1.0
Anthony Gordon,Everton,eng ENG,"MF,FW",20-304,15,8,8.8,0.0,1.0,1.0,0.0,13.0,234.0,2562.0,112.0,66.0,29.0,16.0,7.0,21.0,7.0,147.0,21.0,2.0,2.0,346.0,8.0,65.0,141.0,171.0,26.0,339.0,10.0,18.0,238.0,1635.0,919.0,39.0,11.0,314.0,13.0,20.0,14.0,48.0,7.0,21.0
Anthony Martial,Manchester Utd,fr FRA,FW,26-020,10,4,4.0,1.0,0.0,0.0,0.0,7.0,107.0,1196.0,60.0,39.0,4.0,4.0,0.0,1.0,0.0,33.0,2.0,0.0,2.0,139.0,2.0,11.0,66.0,69.0,17.0,138.0,7.0,12.0,113.0,586.0,370.0,21.0,3.0,174.0,2.0,7.0,1.0,8.0,6.0,6.0
Antonio Rüdiger,Chelsea,de GER,DF,28-297,23,23,23.3,2.0,0.0,5.0,0.0,33.0,1622.0,29683.0,495.0,791.0,314.0,9.0,47.0,32.0,16.0,174.0,29.0,6.0,64.0,1826.0,124.0,644.0,1065.0,253.0,33.0,1780.0,6.0,9.0,1316.0,6082.0,3594.0,119.0,13.0,1461.0,27.0,13.0,17.0,178.0,51.0,21.0
Anwar El Ghazi,Aston Villa,nl NED,"FW,MF",26-236,10,6,5.8,3.0,3.0,2.0,0.0,11.0,108.0,1165.0,54.0,39.0,7.0,11.0,7.0,3.0,2.0,44.0,4.0,0.0,1.0,174.0,2.0,15.0,61.0,112.0,17.0,171.0,3.0,12.0,116.0,598.0,401.0,26.0,10.0,192.0,12.0,8.0,3.0,27.0,10.0,8.0
Archie Gray,Leeds United,eng ENG,FW,15-288,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Armando Broja,Southampton,al ALB,FW,20-106,15,8,9.0,6.0,0.0,0.0,0.0,22.0,126.0,888.0,75.0,36.0,3.0,7.0,27.0,8.0,1.0,140.0,8.0,1.0,4.0,224.0,4.0,17.0,104.0,119.0,37.0,222.0,8.0,18.0,127.0,887.0,624.0,22.0,20.0,359.0,18.0,12.0,8.0,31.0,33.0,66.0
Armstrong Okoflex,West Ham,ie IRL,MF,19-298,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arthur Masuaku,West Ham,cd COD,"DF,FW",28-048,12,8,7.5,1.0,0.0,0.0,0.0,4.0,281.0,3560.0,133.0,115.0,25.0,30.0,14.0,18.0,5.0,76.0,10.0,1.0,7.0,354.0,16.0,94.0,166.0,113.0,8.0,321.0,13.0,18.0,227.0,951.0,525.0,27.0,9.0,227.0,8.0,3.0,14.0,47.0,10.0,6.0
Arthur Okonkwo,Arsenal,eng ENG,GK,20-107,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ashley Barnes,Burnley,eng ENG,FW,32-056,10,4,4.8,0.0,0.0,2.0,0.0,10.0,89.0,892.0,50.0,23.0,10.0,1.0,6.0,6.0,1.0,63.0,3.0,1.0,1.0,136.0,2.0,13.0,71.0,61.0,22.0,133.0,1.0,3.0,84.0,274.0,115.0,7.0,7.0,193.0,15.0,10.0,5.0,28.0,19.0,29.0
Ashley Fletcher,Watford,eng ENG,FW,26-084,5,2,2.3,2.0,0.0,0.0,0.0,11.0,12.0,88.0,8.0,2.0,2.0,1.0,2.0,2.0,1.0,9.0,1.0,1.0,0.0,18.0,1.0,5.0,6.0,8.0,1.0,18.0,0.0,1.0,7.0,29.0,15.0,1.0,0.0,29.0,6.0,3.0,3.0,7.0,2.0,7.0
Ashley Westwood,Burnley,eng ENG,MF,31-268,14,14,13.6,0.0,4.0,5.0,0.0,7.0,646.0,9475.0,202.0,240.0,182.0,22.0,16.0,19.0,7.0,215.0,8.0,3.0,10.0,737.0,24.0,120.0,433.0,211.0,12.0,658.0,6.0,9.0,412.0,1575.0,740.0,22.0,8.0,486.0,16.0,15.0,16.0,130.0,3.0,7.0
Ashley Young,Aston Villa,eng ENG,"FW,DF",36-169,13,8,9.1,0.0,2.0,1.0,0.0,8.0,297.0,4192.0,129.0,106.0,52.0,14.0,11.0,13.0,4.0,69.0,5.0,3.0,13.0,368.0,19.0,93.0,177.0,122.0,13.0,327.0,5.0,8.0,219.0,1052.0,681.0,28.0,5.0,284.0,14.0,20.0,6.0,43.0,6.0,11.0
Asmir Begović,Everton,ba BIH,GK,34-188,3,3,3.0,0.0,0.0,0.0,0.0,0.0,23.0,453.0,0.0,5.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25.0,24.0,25.0,0.0,0.0,0.0,12.0,0.0,0.0,5.0,24.0,16.0,0.0,0.0,8.0,0.0,1.0,0.0,2.0,0.0,0.0
Axel Tuanzebe,Aston Villa,eng ENG,DF,24-041,11,8,7.6,0.0,0.0,1.0,0.0,2.0,227.0,4287.0,55.0,115.0,53.0,1.0,15.0,8.0,2.0,47.0,5.0,4.0,13.0,263.0,41.0,161.0,112.0,7.0,3.0,257.0,0.0,0.0,155.0,908.0,419.0,4.0,0.0,179.0,7.0,4.0,6.0,43.0,12.0,11.0
Aymeric Laporte,Manchester City,es ESP,DF,27-212,17,17,15.7,1.0,0.0,6.0,1.0,21.0,1351.0,27628.0,360.0,721.0,258.0,2.0,49.0,17.0,8.0,81.0,14.0,3.0,43.0,1459.0,126.0,579.0,939.0,77.0,26.0,1431.0,1.0,3.0,1069.0,6795.0,4762.0,165.0,1.0,1200.0,8.0,7.0,10.0,130.0,31.0,19.0
Ayoze Pérez,Leicester City,es ESP,"FW,MF",28-155,11,6,4.9,1.0,3.0,0.0,1.0,11.0,175.0,2109.0,94.0,58.0,13.0,6.0,7.0,7.0,0.0,89.0,9.0,0.0,2.0,246.0,3.0,36.0,122.0,107.0,23.0,241.0,4.0,12.0,162.0,680.0,332.0,24.0,7.0,227.0,4.0,5.0,5.0,28.0,6.0,11.0
Bali Mumba,Norwich City,eng ENG,DF,20-078,3,2,2.3,0.0,0.0,0.0,0.0,0.0,10.0,99.0,6.0,2.0,2.0,0.0,1.0,1.0,0.0,12.0,2.0,0.0,5.0,19.0,8.0,12.0,4.0,3.0,0.0,19.0,0.0,1.0,9.0,53.0,19.0,1.0,0.0,9.0,0.0,1.0,1.0,2.0,0.0,1.0
Ben Chilwell,Chelsea,eng ENG,"DF,MF",25-004,12,9,9.7,3.0,1.0,0.0,0.0,21.0,455.0,5604.0,201.0,170.0,61.0,20.0,11.0,17.0,3.0,120.0,11.0,0.0,16.0,561.0,11.0,107.0,187.0,288.0,36.0,458.0,2.0,5.0,316.0,1423.0,680.0,32.0,7.0,391.0,15.0,20.0,11.0,52.0,10.0,14.0
Ben Davies,Tottenham,wls WAL,DF,28-245,14,12,13.1,0.0,1.0,2.0,0.0,5.0,296.0,4366.0,92.0,148.0,42.0,8.0,22.0,12.0,2.0,69.0,5.0,3.0,14.0,347.0,28.0,130.0,180.0,61.0,11.0,329.0,0.0,1.0,216.0,1119.0,593.0,35.0,1.0,250.0,13.0,7.0,11.0,45.0,7.0,8.0
Ben Foster,Watford,eng ENG,GK,38-266,9,9,9.0,0.0,1.0,0.0,0.0,0.0,275.0,6894.0,13.0,46.0,216.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,297.0,236.0,294.0,4.0,0.0,0.0,200.0,0.0,0.0,121.0,756.0,489.0,0.0,0.0,112.0,0.0,1.0,0.0,40.0,0.0,0.0
Ben Gibson,Norwich City,eng ENG,DF,28-344,14,14,13.7,0.0,0.0,3.0,1.0,6.0,730.0,14845.0,153.0,364.0,201.0,0.0,39.0,10.0,3.0,68.0,29.0,15.0,81.0,882.0,161.0,529.0,373.0,37.0,14.0,854.0,1.0,3.0,541.0,2923.0,1928.0,50.0,3.0,613.0,7.0,5.0,8.0,91.0,37.0,13.0
Ben Godfrey,Everton,eng ENG,DF,23-344,15,15,14.5,0.0,0.0,3.0,0.0,12.0,436.0,6132.0,142.0,204.0,75.0,9.0,31.0,34.0,9.0,177.0,36.0,14.0,50.0,605.0,83.0,286.0,249.0,104.0,16.0,547.0,2.0,4.0,293.0,1686.0,823.0,27.0,6.0,315.0,12.0,7.0,15.0,95.0,25.0,25.0
Ben Johnson,West Ham,eng ENG,DF,21-335,14,13,12.8,1.0,0.0,0.0,0.0,3.0,522.0,7316.0,183.0,207.0,106.0,26.0,19.0,21.0,9.0,104.0,28.0,5.0,25.0,626.0,52.0,222.0,297.0,145.0,6.0,525.0,6.0,13.0,348.0,1859.0,809.0,29.0,6.0,368.0,6.0,0.0,15.0,77.0,10.0,8.0
