Name,Team,Nationalaty,Position,age,Matches Played_x,Matches Starts_x,Minutes / Div By 90_x,Goals_x,Asissts_x,Yellows_x,Reds_x,Total Shots_x,Passes Attemted_x,Passes Total Distance_x,Short Passes_x,Medium Passes_x,Long Passes_x,Cross Passes_x,Head Pases_x,Tackeled_x,Tackeled Dribbels_x,Pressure Applying_x,Blocks_x,Shots Blocks_x,Clearence_x,Touches_x,Touches Defencive Penalty Area_x,Touches Defencive 3RD_x,Touches Mid 3RD_x,Touches Attacking 3RD_x,Touches Attacking Penalty Area_x,Touches Live Game_x,Dribbels Succes_x,Dribbels Attempted_x,Carries_x,Carries To Distance_x,Carries Proggresive_x,Carries Proggresive Foword_x,Carries Tackeled_x,Reciving Passes_x,Fouls Commited_x,Fouls Drawn_x,Tackele Won_x,looseBallRecovered_x,Aerial Duals Won_x,Aerial Duals Lost_x,Matches Played_y,Matches Starts_y,Minutes / Div By 90_y,Goals_y,Asissts_y,Yellows_y,Reds_y,Total Shots_y,Passes Attemted_y,Passes Total Distance_y,Short Passes_y,Medium Passes_y,Long Passes_y,Cross Passes_y,Head Pases_y,Tackeled_y,Tackeled Dribbels_y,Pressure Applying_y,Blocks_y,Shots Blocks_y,Clearence_y,Touches_y,Touches Defencive Penalty Area_y,Touches Defencive 3RD_y,Touches Mid 3RD_y,Touches Attacking 3RD_y,Touches Attacking Penalty Area_y,Touches Live Game_y,Dribbels Succes_y,Dribbels Attempted_y,Carries_y,Carries To Distance_y,Carries Proggresive_y,Carries Proggresive Foword_y,Carries Tackeled_y,Reciving Passes_y,Fouls Commited_y,Fouls Drawn_y,Tackele Won_y,looseBallRecovered_y,Aerial Duals Won_y,Aerial Duals Lost_y
Kyle Walker,11,20,0,31,18,18,16.8,1.0,1.0,1.0,1.0,7.0,1355.0,23474.0,500.0,623.0,212.0,20.0,50.0,21.0,11.0,128.0,24.0,7.0,14.0,1451.0,46.0,309.0,934.0,294.0,20.0,1326.0,6.0,10.0,1048.0,4491.0,1902.0,66.0,5.0,1145.0,4.0,11.0,14.0,127.0,12.0,13.0,42.0,39.0,38.4,2.0,1.0,3.0,0.0,15.0,2739.0,48540.0,977.0,1260.0,438.0,47.0,57.0,65.0,28.0,360.0,42.0,8.0,63.0,2989.0,84.0,622.0,1987.0,617.0,32.0,2734.0,43.0,65.0,2135.0,10707.0,5485.0,238.0,26.0,2305.0,38.0,22.0,48.0,288.0,46.0,21.0
Kyle Walker-Peters,15,20,0,24,15,13,13.3,1.0,2.0,3.0,0.0,12.0,537.0,7258.0,252.0,208.0,57.0,19.0,20.0,26.0,9.0,138.0,17.0,1.0,17.0,682.0,34.0,164.0,330.0,242.0,32.0,580.0,18.0,27.0,436.0,2835.0,1831.0,93.0,20.0,417.0,22.0,27.0,14.0,100.0,7.0,10.0,35.0,35.0,34.3,0.0,2.0,5.0,0.0,20.0,1613.0,21589.0,715.0,622.0,195.0,24.0,65.0,83.0,26.0,421.0,70.0,15.0,68.0,1993.0,110.0,630.0,1050.0,479.0,60.0,1673.0,50.0,75.0,1224.0,7288.0,4078.0,192.0,45.0,1231.0,45.0,53.0,56.0,275.0,20.0,39.0
Leander Dendoncker,19,5,9,26,16,9,10.1,1.0,3.0,3.0,0.0,12.0,287.0,4376.0,131.0,109.0,35.0,2.0,18.0,19.0,7.0,191.0,26.0,7.0,17.0,382.0,31.0,125.0,195.0,80.0,9.0,378.0,1.0,4.0,205.0,672.0,269.0,8.0,6.0,286.0,11.0,3.0,11.0,73.0,19.0,13.0,37.0,32.0,31.6,1.0,0.0,4.0,0.0,35.0,1162.0,19322.0,447.0,500.0,169.0,11.0,61.0,49.0,23.0,494.0,59.0,15.0,75.0,1444.0,104.0,447.0,823.0,243.0,59.0,1424.0,11.0,16.0,771.0,3806.0,1886.0,62.0,9.0,1094.0,41.0,17.0,29.0,232.0,83.0,51.0
Leandro Trossard,3,5,5,27,16,16,15.6,3.0,1.0,1.0,0.0,40.0,567.0,8211.0,244.0,194.0,85.0,22.0,10.0,21.0,2.0,261.0,20.0,0.0,4.0,780.0,8.0,100.0,326.0,409.0,79.0,747.0,32.0,43.0,590.0,3480.0,1813.0,90.0,47.0,753.0,16.0,24.0,14.0,86.0,9.0,15.0,38.0,30.0,30.3,5.0,5.0,2.0,0.0,60.0,1085.0,15607.0,429.0,410.0,175.0,72.0,19.0,27.0,6.0,425.0,41.0,4.0,5.0,1421.0,8.0,146.0,607.0,788.0,133.0,1357.0,42.0,68.0,1106.0,6423.0,3212.0,166.0,69.0,1398.0,32.0,38.0,21.0,202.0,6.0,28.0
Leon Bailey,1,34,5,24,9,4,4.7,1.0,2.0,1.0,0.0,13.0,130.0,1529.0,48.0,43.0,32.0,13.0,4.0,15.0,3.0,59.0,6.0,2.0,3.0,207.0,5.0,31.0,73.0,119.0,18.0,193.0,10.0,17.0,153.0,927.0,473.0,30.0,18.0,180.0,3.0,7.0,10.0,23.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lewis Dobbin,7,20,5,18,3,0,0.4,0.0,0.0,1.0,0.0,0.0,7.0,106.0,3.0,1.0,3.0,1.0,0.0,2.0,0.0,18.0,0.0,0.0,0.0,13.0,0.0,3.0,7.0,5.0,2.0,13.0,0.0,1.0,11.0,81.0,43.0,1.0,1.0,20.0,0.0,1.0,2.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lewis Dunk,3,20,0,30,15,14,14.3,0.0,0.0,0.0,0.0,6.0,1004.0,20857.0,222.0,550.0,222.0,2.0,26.0,14.0,2.0,80.0,23.0,15.0,57.0,1123.0,167.0,673.0,481.0,37.0,10.0,1095.0,2.0,2.0,747.0,3672.0,1834.0,25.0,3.0,857.0,6.0,2.0,7.0,110.0,41.0,18.0,37.0,37.0,36.9,5.0,0.0,5.0,2.0,36.0,2151.0,45296.0,505.0,1051.0,570.0,1.0,104.0,34.0,12.0,188.0,40.0,24.0,126.0,2413.0,402.0,1443.0,978.0,117.0,46.0,2339.0,5.0,6.0,1570.0,8505.0,4228.0,88.0,2.0,1710.0,22.0,23.0,19.0,408.0,69.0,40.0
Liam Cooper,8,49,0,30,16,15,14.5,0.0,1.0,4.0,0.0,4.0,847.0,16359.0,204.0,446.0,186.0,1.0,51.0,29.0,12.0,158.0,26.0,15.0,85.0,1018.0,146.0,673.0,378.0,26.0,9.0,994.0,3.0,3.0,612.0,3466.0,1996.0,19.0,2.0,663.0,13.0,9.0,13.0,155.0,61.0,29.0,26.0,26.0,24.8,1.0,0.0,4.0,1.0,15.0,1555.0,31575.0,312.0,821.0,407.0,0.0,84.0,76.0,34.0,291.0,45.0,31.0,123.0,1864.0,273.0,1144.0,775.0,52.0,21.0,1829.0,3.0,3.0,1106.0,6472.0,3447.0,57.0,6.0,1212.0,26.0,28.0,47.0,305.0,103.0,53.0
Lucas Digne,7,23,0,28,15,14,14.2,1.0,0.0,4.0,0.0,10.0,678.0,8548.0,262.0,268.0,104.0,39.0,47.0,35.0,22.0,161.0,28.0,5.0,30.0,823.0,52.0,273.0,318.0,284.0,15.0,666.0,6.0,12.0,399.0,2075.0,1141.0,47.0,10.0,429.0,17.0,12.0,20.0,138.0,25.0,14.0,36.0,35.0,35.4,0.0,7.0,3.0,1.0,14.0,1690.0,22044.0,664.0,631.0,307.0,157.0,107.0,78.0,29.0,412.0,59.0,4.0,96.0,2024.0,107.0,566.0,858.0,694.0,39.0,1677.0,14.0,23.0,989.0,4560.0,2508.0,100.0,32.0,1268.0,41.0,34.0,47.0,284.0,94.0,39.0
Lucas Moura,16,7,5,29,20,15,14.7,4.0,3.0,2.0,0.0,23.0,441.0,4878.0,225.0,158.0,31.0,4.0,15.0,17.0,2.0,149.0,7.0,0.0,18.0,611.0,15.0,71.0,377.0,224.0,25.0,606.0,31.0,48.0,448.0,2282.0,1299.0,85.0,27.0,565.0,17.0,39.0,11.0,91.0,32.0,23.0,47.0,27.0,26.9,8.0,7.0,2.0,0.0,45.0,875.0,9877.0,445.0,281.0,89.0,31.0,47.0,50.0,13.0,372.0,23.0,1.0,14.0,1235.0,21.0,142.0,675.0,529.0,79.0,1196.0,53.0,90.0,865.0,4843.0,2862.0,139.0,61.0,1141.0,43.0,89.0,33.0,177.0,36.0,59.0
Luka Milivojević,6,48,7,30,7,6,5.2,0.0,0.0,1.0,0.0,5.0,321.0,4991.0,100.0,144.0,62.0,10.0,16.0,7.0,5.0,80.0,4.0,0.0,7.0,349.0,7.0,69.0,204.0,88.0,1.0,320.0,2.0,3.0,200.0,806.0,380.0,16.0,0.0,245.0,12.0,7.0,4.0,53.0,6.0,4.0,32.0,28.0,27.2,1.0,1.0,8.0,1.0,17.0,1269.0,20757.0,424.0,537.0,260.0,15.0,65.0,67.0,32.0,463.0,47.0,6.0,50.0,1529.0,89.0,473.0,932.0,217.0,8.0,1429.0,14.0,19.0,881.0,4169.0,1969.0,74.0,20.0,943.0,50.0,33.0,45.0,270.0,33.0,23.0
Lukas Rupp,14,15,7,30,12,7,7.1,1.0,0.0,1.0,0.0,13.0,265.0,3848.0,120.0,93.0,36.0,4.0,6.0,9.0,4.0,105.0,7.0,1.0,3.0,336.0,20.0,89.0,174.0,99.0,12.0,333.0,5.0,6.0,238.0,1110.0,519.0,28.0,12.0,247.0,10.0,9.0,7.0,66.0,4.0,6.0,25.0,17.0,15.9,0.0,3.0,2.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,15.0,28.0,0.0,0.0,0.0
Luke Ayling,8,20,0,30,10,9,9.5,1.0,1.0,0.0,0.0,7.0,626.0,11375.0,185.0,272.0,153.0,7.0,24.0,20.0,11.0,110.0,22.0,17.0,24.0,725.0,96.0,398.0,315.0,72.0,8.0,692.0,8.0,11.0,480.0,2855.0,1727.0,43.0,7.0,518.0,5.0,6.0,11.0,89.0,16.0,15.0,38.0,38.0,37.8,0.0,0.0,7.0,0.0,25.0,2661.0,42931.0,864.0,1147.0,573.0,70.0,97.0,114.0,42.0,533.0,81.0,34.0,111.0,3133.0,281.0,1435.0,1436.0,550.0,70.0,2792.0,38.0,61.0,1909.0,13184.0,8246.0,232.0,26.0,2109.0,38.0,62.0,67.0,404.0,71.0,66.0
Luke Shaw,12,20,0,26,16,16,14.8,0.0,3.0,5.0,0.0,4.0,957.0,12650.0,466.0,323.0,131.0,34.0,38.0,20.0,10.0,148.0,36.0,6.0,16.0,1094.0,44.0,265.0,517.0,394.0,13.0,911.0,8.0,16.0,651.0,3444.0,2069.0,79.0,13.0,785.0,26.0,17.0,13.0,103.0,21.0,13.0,47.0,41.0,40.4,1.0,6.0,13.0,0.0,16.0,2574.0,33495.0,1272.0,863.0,317.0,132.0,67.0,80.0,30.0,480.0,77.0,10.0,70.0,2938.0,114.0,726.0,1282.0,1167.0,77.0,2459.0,46.0,71.0,1824.0,10843.0,6711.0,280.0,44.0,2006.0,70.0,40.0,62.0,327.0,46.0,45.0
Luke Thomas,9,20,0,20,15,14,14.0,0.0,1.0,3.0,0.0,5.0,623.0,8406.0,270.0,256.0,75.0,18.0,31.0,20.0,10.0,147.0,18.0,8.0,20.0,737.0,30.0,197.0,375.0,202.0,15.0,611.0,9.0,19.0,430.0,1809.0,984.0,37.0,10.0,471.0,11.0,14.0,11.0,87.0,14.0,23.0,25.0,21.0,20.7,2.0,2.0,3.0,0.0,11.0,797.0,9600.0,386.0,275.0,102.0,20.0,48.0,30.0,9.0,268.0,44.0,5.0,39.0,1009.0,40.0,247.0,501.0,319.0,26.0,869.0,12.0,24.0,586.0,2526.0,1295.0,58.0,22.0,694.0,21.0,31.0,22.0,132.0,24.0,46.0
Lyanco,15,7,0,24,10,5,6.0,0.0,0.0,2.0,0.0,5.0,138.0,1995.0,28.0,62.0,46.0,1.0,9.0,6.0,3.0,42.0,10.0,8.0,24.0,192.0,42.0,108.0,87.0,10.0,3.0,186.0,3.0,3.0,94.0,565.0,233.0,7.0,1.0,88.0,9.0,8.0,6.0,39.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mads Bech Sørensen,2,16,0,22,3,2,1.7,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,4.0,0.0,0.0,1.0,4.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,39.0,36.0,36.8,3.0,0.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,30.0,27.0,0.0,0.0,0.0
Mads Bidstrup,2,16,7,20,6,2,1.7,0.0,0.0,0.0,0.0,4.0,9.0,133.0,5.0,3.0,1.0,0.0,1.0,4.0,0.0,12.0,1.0,0.0,2.0,20.0,2.0,9.0,11.0,0.0,0.0,20.0,0.0,1.0,8.0,25.0,12.0,0.0,2.0,8.0,1.0,5.0,5.0,6.0,0.0,0.0,4.0,1.0,1.3,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0
Mads Roerslev,2,16,0,22,10,6,6.0,0.0,1.0,0.0,0.0,1.0,91.0,1020.0,35.0,34.0,16.0,11.0,12.0,8.0,7.0,53.0,9.0,2.0,11.0,137.0,15.0,50.0,51.0,41.0,2.0,131.0,1.0,7.0,65.0,347.0,168.0,11.0,2.0,84.0,5.0,6.0,7.0,24.0,4.0,15.0,19.0,12.0,11.6,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,7.0,10.0,0.0,0.0,0.0
Malang Sarr,5,23,0,22,5,5,5.3,0.0,0.0,1.0,0.0,2.0,134.0,2255.0,39.0,73.0,19.0,0.0,2.0,5.0,1.0,23.0,7.0,3.0,18.0,166.0,20.0,74.0,86.0,11.0,0.0,161.0,1.0,1.0,106.0,391.0,163.0,6.0,0.0,109.0,2.0,2.0,3.0,17.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manuel Lanzini,18,2,9,28,19,10,10.0,3.0,1.0,1.0,0.0,8.0,471.0,6567.0,247.0,172.0,32.0,13.0,12.0,17.0,5.0,165.0,7.0,0.0,3.0,536.0,6.0,71.0,323.0,175.0,23.0,509.0,10.0,15.0,398.0,2123.0,959.0,51.0,8.0,469.0,9.0,13.0,17.0,61.0,1.0,7.0,23.0,10.0,11.1,1.0,3.0,1.0,0.0,25.0,368.0,5291.0,191.0,133.0,31.0,8.0,10.0,6.0,2.0,109.0,15.0,0.0,5.0,444.0,13.0,91.0,240.0,152.0,16.0,436.0,8.0,12.0,337.0,1884.0,839.0,32.0,13.0,399.0,11.0,17.0,7.0,67.0,1.0,9.0
Marc Albrighton,9,20,5,32,12,4,5.5,1.0,0.0,2.0,0.0,1.0,163.0,1671.0,50.0,53.0,47.0,10.0,3.0,19.0,4.0,129.0,10.0,1.0,3.0,221.0,15.0,48.0,102.0,80.0,3.0,178.0,8.0,14.0,116.0,464.0,177.0,8.0,6.0,146.0,6.0,7.0,12.0,29.0,4.0,2.0,42.0,25.0,27.5,2.0,7.0,5.0,0.0,28.0,1041.0,12974.0,429.0,300.0,227.0,105.0,28.0,49.0,21.0,409.0,42.0,3.0,33.0,1311.0,45.0,287.0,536.0,564.0,50.0,1198.0,32.0,63.0,842.0,4140.0,2015.0,96.0,43.0,1054.0,25.0,29.0,34.0,208.0,18.0,38.0
Marc Cucurella,3,21,0,23,14,13,12.6,0.0,1.0,3.0,0.0,6.0,799.0,10358.0,403.0,269.0,81.0,36.0,30.0,29.0,15.0,197.0,29.0,2.0,14.0,915.0,32.0,221.0,420.0,322.0,23.0,786.0,12.0,20.0,555.0,2489.0,1530.0,67.0,10.0,649.0,13.0,12.0,18.0,114.0,21.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marc Guéhi,6,20,0,21,18,18,18.0,2.0,0.0,4.0,0.0,10.0,1068.0,19312.0,301.0,570.0,186.0,1.0,52.0,20.0,8.0,110.0,27.0,15.0,67.0,1214.0,191.0,701.0,553.0,42.0,12.0,1183.0,7.0,8.0,837.0,4645.0,2513.0,56.0,2.0,873.0,11.0,19.0,15.0,153.0,31.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marc Leonard,3,49,7,20,2,2,1.7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marcos Alonso,5,21,7,30,20,18,17.8,1.0,2.0,4.0,0.0,28.0,796.0,11010.0,325.0,298.0,126.0,59.0,17.0,31.0,12.0,188.0,32.0,2.0,27.0,999.0,40.0,239.0,354.0,446.0,41.0,817.0,8.0,19.0,554.0,2643.0,1449.0,74.0,22.0,653.0,28.0,35.0,24.0,114.0,32.0,15.0,17.0,15.0,13.9,2.0,0.0,2.0,0.0,25.0,695.0,9742.0,317.0,280.0,73.0,19.0,23.0,15.0,4.0,170.0,25.0,1.0,44.0,857.0,41.0,229.0,358.0,326.0,51.0,746.0,9.0,18.0,502.0,2391.0,1362.0,69.0,18.0,625.0,19.0,18.0,14.0,101.0,31.0,22.0
Marcus Forss,2,22,5,22,10,4,5.1,5.0,2.0,0.0,0.0,12.0,35.0,316.0,19.0,10.0,5.0,2.0,6.0,3.0,2.0,65.0,3.0,0.0,0.0,60.0,0.0,3.0,31.0,29.0,8.0,57.0,2.0,4.0,25.0,87.0,47.0,3.0,1.0,85.0,6.0,2.0,2.0,8.0,4.0,15.0,47.0,15.0,18.4,9.0,1.0,3.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,15.0,8.0,0.0,0.0,0.0
Marcus Rashford,12,20,3,24,12,8,7.3,3.0,1.0,1.0,0.0,19.0,256.0,2835.0,148.0,72.0,20.0,14.0,7.0,4.0,3.0,104.0,9.0,1.0,4.0,350.0,7.0,38.0,139.0,198.0,42.0,344.0,10.0,24.0,236.0,1250.0,734.0,39.0,15.0,431.0,5.0,13.0,1.0,42.0,7.0,16.0,57.0,46.0,46.0,21.0,13.0,4.0,0.0,122.0,1554.0,19885.0,783.0,516.0,161.0,58.0,36.0,27.0,11.0,463.0,37.0,5.0,13.0,2112.0,25.0,151.0,824.0,1304.0,249.0,2071.0,120.0,222.0,1597.0,7665.0,4917.0,264.0,99.0,2426.0,34.0,78.0,16.0,188.0,30.0,40.0
Mark Noble,18,20,3,34,10,6,6.1,1.0,0.0,1.0,0.0,3.0,329.0,5964.0,128.0,129.0,64.0,10.0,4.0,6.0,2.0,49.0,4.0,1.0,1.0,352.0,10.0,62.0,225.0,81.0,5.0,322.0,2.0,3.0,240.0,1038.0,412.0,15.0,1.0,272.0,4.0,4.0,3.0,42.0,0.0,1.0,25.0,12.0,12.2,0.0,0.0,1.0,0.0,1.0,429.0,7323.0,162.0,175.0,76.0,12.0,11.0,7.0,2.0,116.0,9.0,3.0,7.0,475.0,12.0,97.0,319.0,81.0,2.0,444.0,3.0,6.0,303.0,1591.0,610.0,27.0,2.0,360.0,15.0,15.0,9.0,77.0,7.0,2.0
Martin Dúbravka,13,51,6,32,6,6,6.0,0.0,0.0,0.0,0.0,0.0,224.0,5331.0,14.0,50.0,158.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,242.0,201.0,242.0,1.0,0.0,0.0,149.0,0.0,0.0,95.0,479.0,272.0,0.0,0.0,82.0,0.0,1.0,0.0,33.0,0.0,0.0,14.0,14.0,14.3,0.0,0.0,0.0,0.0,0.0,427.0,9691.0,63.0,126.0,235.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,471.0,419.0,469.0,2.0,0.0,0.0,308.0,0.0,0.0,198.0,971.0,547.0,0.0,1.0,161.0,0.0,4.0,0.0,65.0,0.0,0.0
Martin Ødegaard,0,43,7,23,18,14,13.3,4.0,2.0,2.0,0.0,19.0,606.0,8711.0,286.0,209.0,83.0,9.0,11.0,19.0,5.0,226.0,6.0,1.0,7.0,714.0,6.0,111.0,362.0,290.0,30.0,664.0,7.0,14.0,485.0,2388.0,1197.0,66.0,21.0,593.0,8.0,8.0,11.0,94.0,10.0,10.0,20.0,14.0,14.3,2.0,2.0,0.0,0.0,21.0,815.0,11494.0,372.0,297.0,104.0,17.0,5.0,13.0,4.0,254.0,4.0,0.0,7.0,925.0,8.0,112.0,431.0,451.0,41.0,847.0,21.0,29.0,711.0,3864.0,1928.0,127.0,15.0,823.0,7.0,18.0,11.0,86.0,4.0,17.0
Martinelli,0,7,5,20,15,9,9.0,4.0,2.0,1.0,0.0,17.0,167.0,1899.0,72.0,53.0,28.0,13.0,6.0,15.0,3.0,121.0,11.0,2.0,3.0,262.0,6.0,26.0,96.0,156.0,38.0,244.0,4.0,13.0,166.0,1128.0,649.0,30.0,15.0,260.0,8.0,11.0,9.0,30.0,15.0,24.0,22.0,9.0,8.9,2.0,2.0,1.0,0.0,26.0,192.0,2238.0,104.0,68.0,10.0,16.0,8.0,6.0,4.0,171.0,13.0,1.0,10.0,304.0,12.0,46.0,90.0,185.0,49.0,298.0,21.0,36.0,220.0,1194.0,767.0,40.0,14.0,345.0,13.0,9.0,2.0,38.0,8.0,18.0
Marvelous Nakamba,1,61,7,27,14,10,10.4,0.0,0.0,5.0,0.0,0.0,314.0,4586.0,145.0,131.0,31.0,1.0,17.0,23.0,10.0,155.0,15.0,4.0,12.0,399.0,30.0,128.0,239.0,48.0,0.0,391.0,3.0,5.0,232.0,1067.0,391.0,14.0,8.0,235.0,20.0,12.0,19.0,93.0,7.0,10.0,16.0,12.0,11.3,0.0,0.0,3.0,0.0,2.0,273.0,4243.0,112.0,111.0,43.0,2.0,9.0,23.0,4.0,208.0,21.0,5.0,18.0,362.0,25.0,137.0,211.0,33.0,1.0,358.0,2.0,3.0,206.0,1011.0,356.0,6.0,5.0,212.0,11.0,15.0,19.0,68.0,8.0,8.0
Mason Greenwood,12,20,3,20,17,13,13.1,5.0,2.0,2.0,0.0,37.0,470.0,6925.0,207.0,181.0,61.0,20.0,6.0,13.0,6.0,165.0,7.0,1.0,4.0,602.0,7.0,56.0,273.0,312.0,50.0,590.0,19.0,38.0,460.0,2831.0,1609.0,88.0,16.0,628.0,19.0,16.0,7.0,73.0,6.0,6.0,52.0,36.0,34.9,12.0,5.0,2.0,0.0,100.0,1032.0,14313.0,522.0,353.0,113.0,50.0,9.0,25.0,6.0,398.0,12.0,0.0,7.0,1374.0,13.0,158.0,594.0,737.0,156.0,1365.0,55.0,106.0,1097.0,5948.0,3131.0,182.0,55.0,1546.0,30.0,39.0,13.0,136.0,11.0,28.0
Mason Holgate,7,20,0,25,9,7,7.8,0.0,0.0,1.0,1.0,3.0,189.0,3104.0,41.0,89.0,57.0,0.0,22.0,11.0,3.0,56.0,11.0,6.0,36.0,263.0,45.0,144.0,122.0,9.0,1.0,243.0,0.0,0.0,108.0,567.0,294.0,5.0,3.0,115.0,9.0,9.0,7.0,62.0,24.0,10.0,31.0,28.0,27.5,1.0,0.0,9.0,0.0,5.0,1200.0,21912.0,282.0,564.0,335.0,27.0,58.0,65.0,22.0,316.0,55.0,13.0,110.0,1485.0,176.0,746.0,654.0,164.0,8.0,1339.0,7.0,11.0,802.0,4017.0,2473.0,49.0,9.0,893.0,33.0,31.0,39.0,201.0,42.0,23.0
Mason Mount,5,20,5,22,23,14,16.0,7.0,4.0,1.0,0.0,38.0,698.0,8042.0,365.0,201.0,79.0,59.0,16.0,21.0,5.0,274.0,11.0,0.0,8.0,860.0,9.0,66.0,291.0,561.0,89.0,810.0,12.0,25.0,625.0,2816.0,1555.0,94.0,28.0,824.0,24.0,19.0,17.0,77.0,6.0,18.0,54.0,48.0,47.0,9.0,8.0,6.0,0.0,107.0,2231.0,32147.0,1018.0,749.0,346.0,102.0,53.0,94.0,26.0,879.0,58.0,2.0,15.0,2730.0,33.0,300.0,1314.0,1327.0,173.0,2506.0,63.0,99.0,1908.0,10390.0,5809.0,314.0,68.0,2374.0,85.0,69.0,62.0,278.0,26.0,59.0
