Name,Team,Nationalaty,Position,Matches Played,Matches Starts,Minutes / Div By 90,Goals,Asissts,Yellows,Reds,Total Shots,Passes Attemted,Passes Total Distance,Short Passes,Medium Passes,Long Passes,Cross Passes,Head Pases,Tackeled,Tackeled Dribbels,Pressure Applying,Blocks,Shots Blocks,Clearence,Touches,Touches Defencive Penalty Area,Touches Defencive 3RD,Touches Mid 3RD,Touches Attacking 3RD,Touches Attacking Penalty Area,Touches Live Game,Dribbels Succes,Dribbels Attempted,Carries,Carries To Distance,Carries Proggresive,Carries Proggresive Foword,Carries Tackeled,Reciving Passes,Fouls Commited,Fouls Drawn,Tackele Won,looseBallRecovered,Aerial Duals Won,Aerial Duals Lost
Dan Burn,Brighton,eng ENG,DF,32,28,27.9,1.0,0.0,6.0,0.0,19.0,1242.0,16883.0,488.0,572.0,142.0,37.0,85.0,47.0,21.0,310.0,39.0,7.0,95.0,1516.0,115.0,491.0,732.0,378.0,43.0,1369.0,17.0,22.0,845.0,4343.0,2392.0,78.0,14.0,1036.0,49.0,10.0,27.0,195.0,99.0,41.0
Dan Gosling,Watford,eng ENG,MF,13,6,6.5,2.0,1.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,5.0,4.0,0.0,0.0,0.0
Dan Nlundulu,Southampton,eng ENG,FW,16,1,2.4,1.0,0.0,0.0,0.0,3.0,33.0,398.0,16.0,12.0,1.0,1.0,5.0,0.0,0.0,30.0,5.0,0.0,2.0,50.0,2.0,5.0,27.0,18.0,6.0,50.0,4.0,6.0,28.0,94.0,14.0,1.0,1.0,78.0,8.0,0.0,1.0,6.0,6.0,5.0
Dane Scarlett,Tottenham,eng ENG,"FW,MF",3,0,0.2,0.0,1.0,0.0,0.0,2.0,6.0,21.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,12.0,0.0,1.0,2.0,9.0,4.0,12.0,0.0,1.0,8.0,23.0,20.0,2.0,1.0,15.0,0.0,1.0,1.0,1.0,0.0,0.0
Dani Ceballos,Arsenal,es ESP,MF,40,25,26.3,0.0,3.0,6.0,1.0,16.0,1776.0,30375.0,647.0,762.0,304.0,21.0,39.0,58.0,21.0,396.0,43.0,9.0,21.0,2015.0,93.0,488.0,1203.0,508.0,32.0,1946.0,40.0,53.0,1469.0,9519.0,5049.0,229.0,36.0,1546.0,33.0,41.0,49.0,272.0,15.0,15.0
Daniel Amartey,Leicester City,gh GHA,DF,17,13,12.7,1.0,0.0,3.0,0.0,3.0,529.0,8519.0,169.0,264.0,76.0,0.0,25.0,13.0,7.0,69.0,19.0,5.0,47.0,637.0,75.0,334.0,293.0,45.0,8.0,589.0,1.0,5.0,369.0,1449.0,790.0,15.0,5.0,396.0,3.0,3.0,9.0,114.0,26.0,17.0
Daniel Bachmann,Watford,at AUT,GK,26,26,26.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0
Daniel Barden,Norwich City,wls WAL,GK,4,3,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Daniel Barlaser,Newcastle Utd,tr TUR,MF,2,1,1.3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
Daniel James,Manchester Utd,wls WAL,"FW,MF",26,18,16.9,5.0,2.0,3.0,0.0,30.0,464.0,5064.0,257.0,142.0,24.0,34.0,9.0,20.0,4.0,331.0,18.0,1.0,8.0,637.0,10.0,80.0,253.0,360.0,64.0,633.0,16.0,26.0,457.0,2877.0,1734.0,93.0,30.0,639.0,20.0,33.0,16.0,81.0,13.0,16.0
Daniel Langley,Newcastle Utd,eng ENG,GK,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel Phillips,Watford,tt TRI,MF,5,2,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,3.0,0.0,0.0,0.0
Daniel Podence,Wolves,pt POR,"MF,FW",25,22,18.6,3.0,2.0,3.0,0.0,32.0,636.0,8742.0,285.0,219.0,96.0,29.0,14.0,18.0,6.0,243.0,7.0,1.0,6.0,818.0,10.0,105.0,414.0,373.0,66.0,793.0,37.0,65.0,646.0,3275.0,1920.0,87.0,30.0,820.0,15.0,34.0,7.0,113.0,8.0,21.0
Danny Ings,Southampton,eng ENG,FW,33,30,28.0,13.0,4.0,1.0,0.0,67.0,519.0,5196.0,261.0,152.0,63.0,25.0,25.0,25.0,11.0,391.0,47.0,3.0,17.0,818.0,24.0,84.0,376.0,405.0,122.0,805.0,37.0,64.0,550.0,2252.0,1033.0,59.0,33.0,1027.0,29.0,29.0,14.0,109.0,21.0,62.0
Danny Ward,Leicester City,wls WAL,GK,5,5,5.0,0.0,0.0,0.0,0.0,0.0,53.0,1161.0,8.0,13.0,32.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,50.0,55.0,1.0,0.0,0.0,39.0,0.0,0.0,33.0,196.0,68.0,0.0,0.0,32.0,0.0,0.0,0.0,6.0,0.0,0.0
Danny Welbeck,Brighton,eng ENG,FW,24,17,17.2,6.0,1.0,0.0,0.0,33.0,268.0,2962.0,166.0,63.0,16.0,5.0,12.0,12.0,4.0,255.0,23.0,3.0,11.0,449.0,17.0,44.0,156.0,275.0,94.0,444.0,17.0,28.0,312.0,1528.0,820.0,44.0,24.0,733.0,21.0,20.0,8.0,61.0,20.0,47.0
Darren Randolph,West Ham,ie IRL,GK,7,7,7.0,0.0,0.0,0.0,0.0,0.0,66.0,1311.0,5.0,13.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,65.0,73.0,0.0,0.0,0.0,40.0,0.0,0.0,20.0,108.0,68.0,0.0,0.0,24.0,0.0,1.0,0.0,7.0,0.0,0.0
David Luiz,Arsenal,br BRA,DF,30,27,25.7,2.0,0.0,2.0,1.0,21.0,1400.0,27278.0,297.0,692.0,384.0,7.0,55.0,17.0,5.0,124.0,33.0,18.0,89.0,1581.0,212.0,798.0,839.0,91.0,23.0,1541.0,4.0,7.0,1079.0,7387.0,4690.0,115.0,1.0,1220.0,23.0,10.0,11.0,170.0,54.0,20.0
David Martin,West Ham,eng ENG,GK,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Raya,Brentford,es ESP,GK,45,45,45.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0
David de Gea,Manchester Utd,es ESP,GK,36,36,35.8,0.0,0.0,0.0,0.0,0.0,858.0,18003.0,173.0,265.0,410.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,929.0,849.0,927.0,2.0,0.0,0.0,618.0,0.0,0.0,348.0,1415.0,611.0,0.0,0.0,366.0,0.0,4.0,0.0,121.0,0.0,0.0
Davinson Sánchez,Tottenham,co COL,DF,29,28,28.2,2.0,0.0,3.0,0.0,12.0,1428.0,26663.0,378.0,707.0,317.0,0.0,74.0,58.0,25.0,230.0,35.0,19.0,164.0,1714.0,248.0,968.0,808.0,24.0,11.0,1680.0,0.0,0.0,1069.0,5090.0,2269.0,56.0,4.0,1144.0,37.0,21.0,40.0,256.0,71.0,40.0
Davy Pröpper,Brighton,nl NED,MF,11,5,6.0,0.0,1.0,0.0,0.0,6.0,96.0,1416.0,33.0,48.0,11.0,7.0,4.0,7.0,2.0,30.0,2.0,0.0,0.0,116.0,2.0,15.0,74.0,35.0,4.0,116.0,0.0,0.0,65.0,378.0,187.0,8.0,7.0,108.0,1.0,2.0,7.0,12.0,3.0,4.0
DeAndre Yedlin,Newcastle Utd,us USA,DF,10,8,8.3,0.0,1.0,0.0,0.0,2.0,172.0,1760.0,76.0,55.0,31.0,10.0,11.0,10.0,4.0,65.0,9.0,1.0,19.0,222.0,16.0,77.0,79.0,73.0,5.0,192.0,1.0,2.0,101.0,360.0,246.0,16.0,1.0,141.0,8.0,5.0,10.0,28.0,4.0,3.0
Dean Henderson,Manchester Utd,eng ENG,GK,26,25,25.8,0.0,0.0,3.0,0.0,0.0,455.0,9168.0,78.0,168.0,207.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,501.0,445.0,500.0,1.0,0.0,0.0,351.0,0.0,0.0,213.0,1076.0,572.0,0.0,0.0,189.0,0.0,3.0,0.0,69.0,0.0,0.0
Declan Rice,West Ham,eng ENG,MF,35,35,35.3,2.0,1.0,2.0,0.0,26.0,1506.0,25003.0,580.0,628.0,261.0,36.0,64.0,77.0,24.0,495.0,54.0,13.0,46.0,1800.0,99.0,508.0,1125.0,327.0,40.0,1776.0,33.0,37.0,1197.0,8223.0,4320.0,165.0,21.0,1271.0,27.0,20.0,58.0,315.0,47.0,29.0
Dele Alli,Tottenham,eng ENG,MF,27,15,13.9,2.0,5.0,3.0,0.0,25.0,617.0,8053.0,287.0,228.0,61.0,16.0,11.0,30.0,7.0,319.0,22.0,1.0,6.0,793.0,13.0,98.0,451.0,301.0,50.0,761.0,15.0,33.0,552.0,2619.0,1170.0,59.0,32.0,745.0,25.0,33.0,24.0,104.0,15.0,18.0
Demarai Gray,Leicester City,eng ENG,FW,2,1,1.2,0.0,0.0,0.0,0.0,4.0,11.0,116.0,4.0,2.0,2.0,2.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,16.0,0.0,3.0,3.0,11.0,1.0,15.0,0.0,0.0,13.0,69.0,28.0,2.0,1.0,13.0,0.0,1.0,2.0,2.0,0.0,0.0
Dennis Cirken,Tottenham,eng ENG,DF,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dennis Praet,Leicester City,be BEL,"MF,FW",24,15,13.3,2.0,2.0,0.0,0.0,15.0,457.0,5832.0,226.0,157.0,49.0,24.0,21.0,19.0,7.0,201.0,23.0,2.0,3.0,577.0,7.0,82.0,267.0,255.0,45.0,570.0,17.0,25.0,375.0,1694.0,962.0,49.0,19.0,509.0,24.0,12.0,12.0,92.0,8.0,13.0
Derek Agyakwa,Watford,nl NED,DF,2,2,1.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Diego Llorente,Leeds United,es ESP,DF,15,14,13.4,1.0,0.0,1.0,0.0,8.0,665.0,13050.0,108.0,405.0,136.0,2.0,16.0,39.0,16.0,250.0,25.0,13.0,72.0,839.0,158.0,559.0,311.0,20.0,9.0,823.0,5.0,5.0,509.0,3672.0,2231.0,32.0,7.0,525.0,24.0,12.0,27.0,117.0,40.0,26.0
Dilan Markanday,Tottenham,eng ENG,"FW,MF",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dimitris Giannoulis,Norwich City,gr GRE,DF,16,16,14.5,0.0,1.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,19.0,18.0,0.0,0.0,0.0
Diogo Dalot,Manchester Utd,pt POR,DF,1,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Diogo Jota,Wolves,pt POR,"FW,MF",30,19,19.6,13.0,1.0,2.0,0.0,68.0,655.0,7520.0,336.0,210.0,67.0,23.0,19.0,18.0,6.0,409.0,20.0,2.0,4.0,934.0,10.0,80.0,420.0,509.0,139.0,930.0,33.0,67.0,685.0,3886.0,2413.0,118.0,45.0,999.0,38.0,42.0,12.0,109.0,22.0,54.0
Divock Origi,Liverpool,be BEL,FW,17,6,6.0,1.0,2.0,0.0,0.0,13.0,116.0,1267.0,60.0,39.0,7.0,6.0,2.0,9.0,3.0,84.0,6.0,1.0,6.0,183.0,5.0,21.0,78.0,99.0,19.0,179.0,2.0,7.0,132.0,552.0,297.0,16.0,13.0,227.0,3.0,10.0,6.0,24.0,4.0,14.0
Domingos Quina,Watford,pt POR,MF,15,9,9.2,1.0,0.0,1.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,24.0,15.0,0.0,0.0,0.0
Dominic Calvert-Lewin,Everton,eng ENG,FW,39,38,36.7,21.0,1.0,3.0,0.0,100.0,669.0,7196.0,369.0,193.0,53.0,15.0,52.0,17.0,2.0,347.0,31.0,8.0,31.0,1067.0,43.0,96.0,480.0,545.0,156.0,1049.0,20.0,46.0,555.0,3007.0,1148.0,63.0,50.0,1604.0,46.0,50.0,13.0,115.0,143.0,147.0
Dominic Revan,Aston Villa,eng ENG,DF,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Dominic Thompson,Brentford,eng ENG,DF,9,6,7.3,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,5.0,0.0,0.0,0.0
Donny van de Beek,Manchester Utd,nl NED,"MF,FW",36,15,16.3,1.0,2.0,1.0,0.0,8.0,536.0,6995.0,293.0,190.0,30.0,7.0,12.0,23.0,8.0,177.0,13.0,2.0,9.0,630.0,15.0,110.0,340.0,212.0,42.0,624.0,16.0,21.0,380.0,1641.0,836.0,38.0,12.0,571.0,13.0,11.0,24.0,88.0,7.0,8.0
Douglas Luiz,Aston Villa,br BRA,MF,34,32,31.1,0.0,3.0,10.0,1.0,26.0,1431.0,25159.0,472.0,596.0,302.0,14.0,93.0,63.0,18.0,617.0,60.0,18.0,49.0,1701.0,109.0,493.0,994.0,330.0,22.0,1635.0,24.0,33.0,1022.0,6002.0,3334.0,111.0,19.0,1101.0,69.0,55.0,43.0,375.0,40.0,43.0
Dwight Gayle,Newcastle Utd,eng ENG,"FW,MF",20,4,6.2,1.0,1.0,0.0,0.0,16.0,114.0,1216.0,69.0,30.0,9.0,2.0,7.0,6.0,1.0,90.0,3.0,2.0,0.0,159.0,3.0,16.0,66.0,80.0,26.0,150.0,1.0,3.0,83.0,295.0,148.0,6.0,3.0,231.0,6.0,8.0,4.0,28.0,7.0,16.0
Dwight McNeil,Burnley,eng ENG,MF,40,38,37.9,2.0,5.0,2.0,0.0,29.0,1336.0,18456.0,452.0,429.0,369.0,136.0,34.0,43.0,11.0,585.0,58.0,6.0,27.0,1696.0,49.0,281.0,895.0,706.0,51.0,1542.0,66.0,114.0,1222.0,8017.0,3476.0,172.0,62.0,1307.0,16.0,51.0,25.0,272.0,22.0,30.0
Eberechi Eze,Crystal Palace,eng ENG,MF,36,31,30.4,4.0,6.0,3.0,0.0,38.0,1158.0,14737.0,564.0,360.0,174.0,34.0,17.0,38.0,14.0,319.0,32.0,3.0,6.0,1482.0,27.0,246.0,783.0,610.0,52.0,1371.0,69.0,108.0,1181.0,7617.0,3974.0,188.0,54.0,1278.0,22.0,87.0,22.0,203.0,12.0,32.0
Eddie Nketiah,Arsenal,eng ENG,FW,29,14,13.6,6.0,1.0,2.0,0.0,41.0,216.0,2536.0,122.0,64.0,9.0,6.0,3.0,11.0,0.0,200.0,13.0,3.0,4.0,342.0,5.0,30.0,148.0,185.0,67.0,328.0,14.0,25.0,239.0,1122.0,465.0,29.0,14.0,441.0,24.0,25.0,8.0,30.0,8.0,29.0
Ederson,Manchester City,br BRA,GK,48,48,48.0,0.0,1.0,3.0,0.0,0.0,1419.0,31786.0,187.0,669.0,555.0,0.0,2.0,0.0,0.0,7.0,0.0,0.0,3.0,1493.0,1294.0,1486.0,8.0,0.0,0.0,1215.0,0.0,0.0,894.0,4044.0,2380.0,1.0,0.0,876.0,1.0,6.0,0.0,186.0,0.0,0.0
Edinson Cavani,Manchester Utd,uy URU,FW,39,21,24.4,17.0,5.0,6.0,0.0,61.0,488.0,6367.0,243.0,153.0,51.0,11.0,15.0,25.0,5.0,341.0,10.0,1.0,12.0,687.0,14.0,67.0,288.0,347.0,115.0,671.0,13.0,23.0,369.0,1278.0,402.0,22.0,14.0,918.0,34.0,25.0,19.0,96.0,13.0,27.0
Edmond-Paris Maghoma,Brentford,eng ENG,MF,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Edouard Mendy,Chelsea,sn SEN,GK,44,44,43.5,0.0,0.0,2.0,0.0,0.0,1378.0,29018.0,266.0,569.0,530.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,1446.0,1267.0,1441.0,7.0,0.0,0.0,1130.0,1.0,1.0,789.0,3263.0,1218.0,0.0,1.0,795.0,1.0,5.0,0.0,187.0,0.0,1.0
Edward Rowe,Aston Villa,eng ENG,MF,1,0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Eldin Jakupović,Leicester City,ch SUI,GK,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Elia Caprile,Leeds United,it ITA,GK,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ellery Balcombe,Brentford,eng ENG,GK,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Elliot Anderson,Newcastle Utd,sct SCO,MF,2,0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
Ellis Simms,Everton,eng ENG,FW,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emerson Palmieri,Chelsea,it ITA,DF,15,7,8.9,1.0,0.0,0.0,0.0,6.0,214.0,2689.0,106.0,68.0,30.0,18.0,9.0,8.0,3.0,41.0,7.0,0.0,16.0,257.0,12.0,73.0,104.0,95.0,11.0,216.0,4.0,6.0,148.0,645.0,390.0,18.0,4.0,160.0,11.0,5.0,14.0,27.0,7.0,2.0
Emi Buendía,Norwich City,ar ARG,MF,41,39,37.4,15.0,15.0,8.0,2.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,79.0,65.0,0.0,0.0,0.0
Emil Krafth,Newcastle Utd,se SWE,DF,20,18,17.8,1.0,0.0,4.0,0.0,9.0,557.0,7198.0,221.0,218.0,90.0,15.0,28.0,23.0,10.0,169.0,33.0,10.0,56.0,704.0,87.0,349.0,253.0,136.0,9.0,594.0,2.0,6.0,332.0,1603.0,821.0,37.0,4.0,359.0,18.0,11.0,18.0,104.0,22.0,22.0
Emile Smith-Rowe,Arsenal,eng ENG,MF,33,26,24.5,4.0,7.0,1.0,0.0,24.0,986.0,13149.0,525.0,358.0,56.0,31.0,23.0,21.0,8.0,353.0,23.0,1.0,18.0,1200.0,22.0,204.0,549.0,531.0,82.0,1184.0,19.0,49.0,897.0,4832.0,2745.0,125.0,26.0,1139.0,14.0,27.0,17.0,140.0,9.0,16.0
Emiliano Marcondes,Brentford,dk DEN,MF,37,16,18.9,2.0,2.0,2.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,30.0,22.0,0.0,0.0,0.0
Emiliano Martínez,Aston Villa,ar ARG,GK,39,39,39.3,0.0,0.0,1.0,0.0,0.0,1295.0,28998.0,105.0,388.0,798.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1380.0,1192.0,1368.0,15.0,0.0,0.0,998.0,0.0,0.0,655.0,3044.0,1829.0,0.0,0.0,592.0,1.0,7.0,0.0,178.0,0.0,0.0
Emmanuel Longelo,West Ham,eng ENG,DF,1,0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
Eric Bailly,Manchester Utd,ci CIV,DF,21,19,18.9,0.0,1.0,4.0,0.0,5.0,804.0,16092.0,198.0,453.0,148.0,0.0,26.0,17.0,4.0,101.0,29.0,18.0,78.0,968.0,162.0,560.0,451.0,21.0,5.0,951.0,9.0,11.0,620.0,4004.0,2120.0,44.0,1.0,652.0,24.0,11.0,14.0,125.0,40.0,20.0
Eric Dier,Tottenham,eng ENG,DF,38,37,37.6,0.0,0.0,4.0,0.0,16.0,2001.0,38503.0,536.0,938.0,500.0,4.0,94.0,31.0,14.0,211.0,61.0,38.0,196.0,2339.0,405.0,1370.0,1055.0,64.0,22.0,2273.0,3.0,5.0,1451.0,8090.0,4720.0,86.0,2.0,1647.0,27.0,18.0,20.0,325.0,107.0,58.0
Eric García,Manchester City,es ESP,DF,12,9,9.6,0.0,0.0,1.0,0.0,4.0,580.0,11863.0,152.0,303.0,121.0,2.0,11.0,11.0,4.0,70.0,6.0,2.0,21.0,631.0,43.0,189.0,451.0,20.0,5.0,623.0,0.0,0.0,480.0,2509.0,1490.0,64.0,0.0,522.0,8.0,5.0,7.0,62.0,10.0,7.0
Erik Pieters,Burnley,nl NED,"DF,MF",25,17,19.2,0.0,1.0,3.0,0.0,8.0,580.0,7764.0,212.0,222.0,117.0,25.0,41.0,40.0,19.0,213.0,44.0,9.0,42.0,744.0,62.0,245.0,378.0,161.0,9.0,625.0,6.0,8.0,344.0,1629.0,868.0,35.0,12.0,377.0,40.0,30.0,32.0,129.0,20.0,12.0
Ethan Fitzhugh,Leicester City,eng ENG,MF,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ethan Galbraith,Manchester Utd,nir NIR,MF,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ethan Pinnock,Brentford,jm JAM,DF,45,45,44.1,2.0,2.0,0.0,1.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,13.0,27.0,0.0,0.0,0.0
