Name,Team,Nationalaty,Position,Matches Played,Matches Starts,Minutes / Div By 90,Goals,Asissts,Yellows,Reds,Total Shots,Passes Attemted,Passes Total Distance,Short Passes,Medium Passes,Long Passes,Cross Passes,Head Pases,Tackeled,Tackeled Dribbels,Pressure Applying,Blocks,Shots Blocks,Clearence,Touches,Touches Defencive Penalty Area,Touches Defencive 3RD,Touches Mid 3RD,Touches Attacking 3RD,Touches Attacking Penalty Area,Touches Live Game,Dribbels Succes,Dribbels Attempted,Carries,Carries To Distance,Carries Proggresive,Carries Proggresive Foword,Carries Tackeled,Reciving Passes,Fouls Commited,Fouls Drawn,Tackele Won,looseBallRecovered,Aerial Duals Won,Aerial Duals Lost
Issa Diop,West Ham,fr FRA,DF,21,17,17.7,2.0,0.0,3.0,0.0,3.0,563.0,9379.0,184.0,267.0,101.0,1.0,42.0,26.0,6.0,113.0,35.0,24.0,82.0,725.0,114.0,369.0,373.0,11.0,7.0,710.0,5.0,5.0,394.0,2147.0,1007.0,23.0,3.0,449.0,11.0,7.0,19.0,111.0,30.0,20.0
Ivan Toney,Brentford,eng ENG,FW,49,46,45.2,31.0,10.0,9.0,1.0,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,110.0,18.0,0.0,0.0,0.0
Jack Butland,Crystal Palace,eng ENG,GK,2,2,2.0,0.0,0.0,0.0,0.0,0.0,21.0,258.0,2.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,19.0,23.0,0.0,0.0,0.0,12.0,0.0,0.0,8.0,61.0,42.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0
Jack Clarke,Tottenham,eng ENG,FW,3,0,0.6,0.0,0.0,0.0,0.0,2.0,24.0,321.0,9.0,10.0,2.0,2.0,1.0,0.0,0.0,7.0,2.0,0.0,0.0,31.0,1.0,1.0,8.0,23.0,5.0,29.0,0.0,1.0,17.0,93.0,35.0,3.0,2.0,30.0,2.0,0.0,0.0,4.0,0.0,0.0
Jack Cork,Burnley,eng ENG,MF,18,17,16.8,0.0,1.0,2.0,0.0,5.0,499.0,6590.0,243.0,162.0,61.0,10.0,25.0,25.0,9.0,234.0,20.0,6.0,24.0,626.0,27.0,107.0,393.0,158.0,13.0,620.0,3.0,7.0,362.0,1782.0,710.0,33.0,14.0,438.0,25.0,18.0,16.0,154.0,32.0,21.0
Jack Grealish,Aston Villa,eng ENG,"FW,MF",27,25,25.3,7.0,10.0,6.0,0.0,52.0,1100.0,14722.0,515.0,362.0,153.0,66.0,16.0,27.0,4.0,316.0,26.0,3.0,6.0,1423.0,24.0,151.0,612.0,817.0,177.0,1322.0,61.0,93.0,1100.0,8981.0,5758.0,306.0,47.0,1363.0,44.0,127.0,19.0,199.0,24.0,40.0
Jack Harrison,Leeds United,eng ENG,MF,37,34,32.1,8.0,8.0,2.0,0.0,47.0,1162.0,13468.0,506.0,398.0,186.0,119.0,39.0,67.0,19.0,632.0,39.0,3.0,26.0,1556.0,40.0,294.0,561.0,800.0,119.0,1497.0,46.0,78.0,1117.0,6432.0,3767.0,202.0,67.0,1435.0,33.0,34.0,35.0,208.0,30.0,41.0
Jack Jenkins,Leeds United,eng ENG,MF,1,0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Jack Stephens,Southampton,eng ENG,DF,22,20,20.2,0.0,0.0,3.0,0.0,8.0,1016.0,17222.0,317.0,490.0,187.0,1.0,51.0,37.0,17.0,169.0,41.0,13.0,84.0,1217.0,120.0,580.0,661.0,69.0,11.0,1161.0,3.0,4.0,701.0,4264.0,2408.0,63.0,8.0,811.0,11.0,9.0,20.0,175.0,26.0,18.0
Jack Wilshere,West Ham,eng ENG,MF,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0
Jacob Murphy,Newcastle Utd,eng ENG,"DF,MF",31,20,22.0,3.0,4.0,3.0,0.0,44.0,608.0,7545.0,224.0,220.0,128.0,68.0,20.0,49.0,29.0,351.0,41.0,5.0,34.0,846.0,49.0,300.0,339.0,286.0,28.0,724.0,44.0,63.0,546.0,3223.0,2032.0,86.0,38.0,563.0,29.0,35.0,38.0,108.0,5.0,19.0
Jacob Ramsey,Aston Villa,eng ENG,"MF,FW",25,9,9.5,0.0,1.0,2.0,0.0,16.0,220.0,3360.0,98.0,80.0,30.0,9.0,13.0,11.0,0.0,199.0,17.0,6.0,9.0,316.0,18.0,70.0,146.0,126.0,21.0,315.0,9.0,14.0,201.0,1233.0,551.0,20.0,12.0,273.0,22.0,14.0,10.0,54.0,5.0,17.0
Jaden Philogene Bidace,Aston Villa,eng ENG,FW,1,0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,38.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,5.0,1.0,1.0,0.0,4.0,0.0,5.0,0.0,0.0,4.0,21.0,17.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
Jake Cain,Liverpool,eng ENG,MF,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jake Vokins,Southampton,eng ENG,DF,2,2,1.7,0.0,0.0,0.0,0.0,1.0,22.0,371.0,7.0,13.0,1.0,9.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,23.0,1.0,3.0,16.0,7.0,0.0,16.0,0.0,0.0,13.0,110.0,70.0,2.0,0.0,17.0,3.0,1.0,1.0,2.0,0.0,0.0
Jake Walker,Aston Villa,eng ENG,DF,1,1,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0
Jakob Sørensen,Norwich City,dk DEN,DF,34,22,23.8,1.0,1.0,3.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,25.0,37.0,0.0,0.0,0.0
Jakub Moder,Brighton,pl POL,"DF,MF",13,8,8.2,0.0,0.0,0.0,0.0,14.0,268.0,2874.0,135.0,90.0,24.0,16.0,7.0,16.0,4.0,134.0,17.0,1.0,14.0,369.0,18.0,67.0,149.0,177.0,25.0,361.0,9.0,16.0,259.0,1575.0,889.0,50.0,6.0,303.0,14.0,6.0,8.0,47.0,6.0,12.0
Jakub Ojrzynski,Liverpool,pl POL,GK,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jakub Stolarczyk,Leicester City,pl POL,GK,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jamaal Lascelles,Newcastle Utd,eng ENG,DF,21,21,19.6,3.0,1.0,5.0,0.0,16.0,599.0,10618.0,146.0,300.0,141.0,1.0,45.0,19.0,4.0,148.0,39.0,18.0,108.0,806.0,180.0,544.0,246.0,36.0,17.0,790.0,2.0,3.0,404.0,1765.0,687.0,14.0,1.0,474.0,22.0,9.0,12.0,142.0,53.0,20.0
Jamal Baptiste,West Ham,eng ENG,DF,1,0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jamal Lewis,Newcastle Utd,nir NIR,DF,26,22,22.3,0.0,1.0,4.0,0.0,3.0,833.0,11069.0,349.0,303.0,139.0,46.0,29.0,50.0,21.0,336.0,35.0,7.0,35.0,1010.0,70.0,411.0,431.0,241.0,9.0,855.0,14.0,27.0,558.0,2879.0,1372.0,43.0,16.0,585.0,27.0,21.0,29.0,153.0,14.0,18.0
James Garner,Watford,eng ENG,MF,21,13,13.6,0.0,1.0,3.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,20.0,12.0,0.0,0.0,0.0
James Hillson,Arsenal,eng ENG,GK,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
James Justin,Leicester City,eng ENG,DF,31,30,29.9,3.0,1.0,4.0,0.0,14.0,1619.0,21539.0,711.0,651.0,193.0,63.0,83.0,78.0,21.0,395.0,62.0,14.0,81.0,1973.0,78.0,593.0,935.0,563.0,53.0,1754.0,27.0,47.0,1208.0,5453.0,3145.0,140.0,29.0,1344.0,20.0,47.0,40.0,272.0,37.0,54.0
James Maddison,Leicester City,eng ENG,MF,42,30,29.8,11.0,9.0,4.0,0.0,98.0,1307.0,17417.0,561.0,422.0,256.0,60.0,29.0,41.0,10.0,402.0,15.0,1.0,6.0,1656.0,7.0,113.0,793.0,847.0,87.0,1479.0,39.0,69.0,1151.0,5593.0,2789.0,168.0,51.0,1496.0,37.0,102.0,34.0,181.0,4.0,22.0
James McArthur,Crystal Palace,sct SCO,MF,18,17,16.3,0.0,2.0,3.0,0.0,6.0,769.0,11897.0,276.0,327.0,128.0,7.0,40.0,56.0,18.0,378.0,39.0,4.0,25.0,953.0,50.0,276.0,590.0,139.0,19.0,912.0,17.0,22.0,560.0,2906.0,1392.0,56.0,14.0,586.0,34.0,16.0,26.0,207.0,20.0,20.0
James McCarthy,Crystal Palace,ie IRL,MF,17,11,9.9,0.0,0.0,2.0,0.0,2.0,329.0,5343.0,100.0,137.0,79.0,5.0,18.0,18.0,10.0,181.0,20.0,8.0,12.0,401.0,33.0,118.0,247.0,50.0,1.0,388.0,3.0,5.0,199.0,729.0,314.0,15.0,2.0,216.0,12.0,9.0,10.0,112.0,7.0,8.0
James Milner,Liverpool,eng ENG,MF,36,19,19.6,0.0,1.0,6.0,0.0,24.0,1156.0,18496.0,459.0,455.0,194.0,55.0,29.0,39.0,13.0,284.0,47.0,4.0,24.0,1342.0,36.0,250.0,763.0,390.0,32.0,1262.0,10.0,21.0,874.0,3558.0,1866.0,85.0,15.0,1017.0,31.0,21.0,30.0,178.0,31.0,17.0
James Olayinka,Arsenal,eng ENG,MF,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
James Rodríguez,Everton,co COL,"FW,MF",26,24,22.6,6.0,8.0,4.0,0.0,41.0,1111.0,18324.0,415.0,361.0,290.0,48.0,21.0,20.0,8.0,250.0,24.0,0.0,1.0,1308.0,10.0,197.0,765.0,423.0,35.0,1181.0,29.0,47.0,929.0,4391.0,1810.0,98.0,38.0,1127.0,21.0,56.0,14.0,141.0,5.0,15.0
James Tarkowski,Burnley,eng ENG,DF,39,39,39.3,1.0,0.0,7.0,0.0,25.0,1167.0,20747.0,286.0,458.0,401.0,5.0,152.0,74.0,30.0,252.0,70.0,46.0,236.0,1650.0,263.0,884.0,707.0,132.0,72.0,1616.0,11.0,13.0,667.0,3576.0,1805.0,41.0,7.0,829.0,36.0,37.0,50.0,358.0,184.0,62.0
James Tomkins,Crystal Palace,eng ENG,DF,9,7,7.1,0.0,0.0,1.0,0.0,2.0,164.0,2909.0,36.0,72.0,52.0,0.0,14.0,6.0,5.0,39.0,8.0,3.0,52.0,235.0,61.0,160.0,74.0,6.0,6.0,229.0,0.0,0.0,99.0,367.0,207.0,4.0,0.0,120.0,4.0,2.0,4.0,41.0,14.0,10.0
James Trafford,Manchester City,eng ENG,GK,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
James Ward-Prowse,Southampton,eng ENG,MF,44,44,44.0,9.0,7.0,5.0,0.0,48.0,2619.0,37952.0,1040.0,1011.0,498.0,93.0,129.0,84.0,29.0,630.0,71.0,5.0,76.0,2989.0,103.0,676.0,1768.0,693.0,23.0,2637.0,15.0,23.0,1551.0,6986.0,3475.0,120.0,17.0,1966.0,60.0,39.0,61.0,483.0,49.0,64.0
Jamie Bowden,Tottenham,ie IRL,MF,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jamie Shackleton,Leeds United,eng ENG,"MF,DF",15,5,7.1,0.0,0.0,0.0,0.0,0.0,206.0,2900.0,98.0,81.0,15.0,3.0,4.0,8.0,1.0,74.0,7.0,1.0,5.0,244.0,10.0,56.0,118.0,81.0,9.0,224.0,1.0,3.0,145.0,582.0,302.0,17.0,3.0,201.0,7.0,4.0,7.0,36.0,4.0,6.0
Jamie Vardy,Leicester City,eng ENG,FW,42,38,37.9,17.0,9.0,1.0,0.0,86.0,505.0,5054.0,280.0,147.0,40.0,29.0,38.0,16.0,3.0,316.0,17.0,5.0,31.0,789.0,35.0,63.0,299.0,470.0,196.0,742.0,33.0,57.0,448.0,2619.0,1322.0,81.0,19.0,1386.0,30.0,31.0,11.0,97.0,65.0,80.0
Jan Bednarek,Southampton,pl POL,DF,42,42,40.3,1.0,1.0,7.0,1.0,11.0,2005.0,32478.0,675.0,961.0,332.0,0.0,132.0,48.0,23.0,284.0,59.0,28.0,216.0,2414.0,306.0,1336.0,1143.0,56.0,17.0,2328.0,2.0,4.0,1356.0,7025.0,3596.0,78.0,4.0,1510.0,38.0,17.0,34.0,410.0,110.0,51.0
Jan Žambůrek,Brentford,cz CZE,MF,9,3,3.3,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,2.0,0.0,0.0,0.0
Jannik Vestergaard,Southampton,dk DEN,DF,32,31,30.4,3.0,0.0,4.0,1.0,23.0,1712.0,29904.0,542.0,825.0,321.0,2.0,104.0,61.0,31.0,215.0,38.0,19.0,159.0,2025.0,280.0,1082.0,976.0,103.0,45.0,1985.0,12.0,17.0,1198.0,6948.0,3848.0,109.0,5.0,1394.0,26.0,13.0,43.0,309.0,108.0,46.0
Japhet Tanganga,Tottenham,eng ENG,DF,13,11,10.2,0.0,0.0,3.0,0.0,5.0,383.0,5317.0,164.0,159.0,44.0,4.0,34.0,8.0,3.0,102.0,14.0,5.0,32.0,452.0,36.0,171.0,238.0,64.0,4.0,405.0,13.0,16.0,242.0,1115.0,552.0,17.0,5.0,267.0,19.0,11.0,10.0,96.0,23.0,10.0
Jarosław Jach,Crystal Palace,pl POL,DF,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
Jarrad Branthwaite,Everton,eng ENG,DF,1,1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Jarrod Bowen,West Ham,eng ENG,"FW,MF",40,31,29.2,8.0,6.0,0.0,0.0,55.0,734.0,9687.0,280.0,243.0,166.0,56.0,15.0,23.0,5.0,365.0,39.0,1.0,5.0,1065.0,15.0,160.0,431.0,579.0,120.0,993.0,40.0,64.0,768.0,5477.0,2363.0,113.0,66.0,1133.0,19.0,68.0,14.0,175.0,20.0,60.0
Jason Steele,Brighton,eng ENG,GK,4,4,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Javier Manquillo,Newcastle Utd,es ESP,DF,15,12,11.2,0.0,0.0,1.0,0.0,1.0,400.0,4706.0,187.0,133.0,56.0,25.0,15.0,27.0,9.0,123.0,17.0,2.0,21.0,500.0,31.0,144.0,215.0,175.0,7.0,416.0,4.0,14.0,260.0,1314.0,731.0,26.0,8.0,301.0,8.0,8.0,16.0,75.0,17.0,10.0
Jay Rodriguez,Burnley,eng ENG,"FW,MF",35,16,16.9,3.0,4.0,3.0,0.0,36.0,283.0,2682.0,165.0,77.0,18.0,4.0,20.0,28.0,6.0,308.0,27.0,5.0,6.0,470.0,11.0,41.0,214.0,236.0,55.0,467.0,15.0,31.0,279.0,1198.0,508.0,37.0,23.0,681.0,41.0,25.0,16.0,69.0,46.0,85.0
Jayson Molumby,Brighton,ie IRL,MF,3,2,1.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0
Jaïro Riedewald,Crystal Palace,nl NED,MF,34,20,21.2,2.0,0.0,4.0,0.0,8.0,628.0,9123.0,283.0,245.0,76.0,5.0,31.0,33.0,13.0,297.0,46.0,7.0,29.0,807.0,44.0,222.0,474.0,160.0,15.0,798.0,12.0,22.0,480.0,2399.0,1155.0,41.0,11.0,550.0,25.0,9.0,21.0,160.0,14.0,15.0
Jean-Philippe Gbamin,Everton,ci CIV,MF,1,0,0.1,0.0,0.0,0.0,0.0,0.0,9.0,122.0,4.0,3.0,1.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,1.0,16.0,1.0,1.0,9.0,7.0,0.0,16.0,0.0,1.0,10.0,38.0,12.0,2.0,1.0,9.0,0.0,0.0,1.0,3.0,0.0,0.0
Jean-Philippe Mateta,Crystal Palace,fr FRA,FW,7,2,2.5,1.0,0.0,0.0,0.0,4.0,51.0,334.0,30.0,15.0,0.0,1.0,6.0,1.0,1.0,31.0,2.0,1.0,2.0,80.0,3.0,15.0,46.0,23.0,8.0,76.0,1.0,2.0,38.0,141.0,55.0,4.0,6.0,131.0,4.0,1.0,1.0,9.0,13.0,13.0
Jed Steer,Aston Villa,eng ENG,GK,2,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jeff Hendrick,Newcastle Utd,ie IRL,MF,23,18,17.1,2.0,1.0,3.0,1.0,13.0,533.0,7532.0,231.0,194.0,73.0,6.0,25.0,6.0,2.0,173.0,24.0,9.0,28.0,656.0,38.0,181.0,367.0,144.0,17.0,643.0,10.0,18.0,399.0,1634.0,654.0,22.0,15.0,498.0,17.0,13.0,4.0,138.0,15.0,29.0
Jeffrey Schlupp,Crystal Palace,gh GHA,MF,28,16,16.5,2.0,3.0,3.0,0.0,18.0,429.0,4887.0,203.0,159.0,39.0,29.0,24.0,37.0,8.0,247.0,35.0,8.0,15.0,675.0,29.0,133.0,323.0,263.0,54.0,661.0,32.0,57.0,426.0,1989.0,1028.0,59.0,52.0,554.0,35.0,26.0,21.0,116.0,32.0,43.0
Jensen Weir,Brighton,sct SCO,MF,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jeremy Ngakia,Watford,eng ENG,"DF,MF",26,18,18.2,0.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,18.0,40.0,0.0,0.0,0.0
Jerome Sinclair,Watford,eng ENG,FW,2,2,1.7,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0
Jesse Lingard,Manchester Utd,eng ENG,"FW,MF",19,18,17.8,9.0,4.0,3.0,0.0,48.0,669.0,8598.0,343.0,201.0,83.0,25.0,10.0,15.0,5.0,335.0,7.0,1.0,1.0,850.0,5.0,74.0,441.0,427.0,51.0,793.0,21.0,49.0,627.0,3971.0,2523.0,120.0,29.0,866.0,28.0,39.0,12.0,88.0,0.0,6.0
Jesuran Rak Sakyi,Crystal Palace,eng ENG,MF,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jimmy Dunne,Burnley,ie IRL,DF,7,6,6.1,1.0,0.0,1.0,0.0,10.0,146.0,2320.0,37.0,68.0,38.0,1.0,17.0,4.0,2.0,24.0,7.0,4.0,19.0,192.0,29.0,105.0,68.0,21.0,15.0,190.0,1.0,2.0,84.0,396.0,49.0,0.0,0.0,99.0,6.0,9.0,4.0,59.0,23.0,7.0
Joe Gelhardt,Leeds United,eng ENG,FW,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe Gomez,Liverpool,eng ENG,DF,12,10,11.2,0.0,1.0,0.0,0.0,1.0,753.0,15578.0,156.0,403.0,185.0,0.0,50.0,10.0,1.0,66.0,12.0,3.0,48.0,841.0,105.0,403.0,475.0,7.0,0.0,834.0,4.0,5.0,575.0,2654.0,1444.0,37.0,7.0,586.0,11.0,9.0,5.0,166.0,37.0,25.0
Joe Hart,Tottenham,eng ENG,GK,8,8,7.9,0.0,0.0,0.0,0.0,0.0,169.0,4384.0,17.0,40.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.0,151.0,173.0,0.0,0.0,0.0,136.0,0.0,0.0,100.0,777.0,433.0,0.0,0.0,81.0,0.0,0.0,0.0,31.0,0.0,0.0
Joe Rodon,Tottenham,wls WAL,DF,14,9,9.2,0.0,0.0,0.0,0.0,0.0,411.0,7783.0,110.0,219.0,78.0,0.0,25.0,15.0,4.0,78.0,15.0,9.0,51.0,500.0,87.0,301.0,217.0,4.0,1.0,495.0,0.0,0.0,286.0,1194.0,426.0,5.0,0.0,330.0,3.0,9.0,9.0,73.0,24.0,11.0
Joe Willock,Newcastle Utd,eng ENG,MF,31,21,21.4,11.0,3.0,2.0,0.0,33.0,521.0,7078.0,229.0,194.0,68.0,30.0,15.0,46.0,15.0,465.0,47.0,6.0,17.0,800.0,37.0,194.0,341.0,328.0,90.0,796.0,30.0,54.0,573.0,2941.0,1536.0,76.0,42.0,659.0,38.0,31.0,42.0,125.0,22.0,33.0
Joel López,Arsenal,es ESP,DF,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joel Mumbongo,Burnley,se SWE,FW,7,0,1.1,0.0,1.0,1.0,0.0,1.0,6.0,52.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,11.0,0.0,0.0,6.0,5.0,0.0,11.0,0.0,0.0,9.0,20.0,11.0,0.0,2.0,23.0,5.0,1.0,1.0,1.0,0.0,3.0
Joel Valencia,Brentford,ec ECU,MF,1,0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joel Ward,Crystal Palace,eng ENG,DF,26,25,25.1,0.0,1.0,5.0,0.0,2.0,1078.0,13152.0,447.0,395.0,171.0,15.0,77.0,46.0,19.0,356.0,49.0,9.0,115.0,1356.0,126.0,534.0,592.0,284.0,9.0,1095.0,10.0,14.0,578.0,2577.0,1385.0,53.0,8.0,622.0,34.0,14.0,26.0,227.0,59.0,42.0
