Date,Name,Potantial Return,Reason,Status,Team
30/12/2022,Pedro Lomba Neto,No Return Date,Knee Injury,Ruled Out,"Wolverhampton Wanderers
TRACK
7"
31/12/2022,Pedro Lomba Neto,No Return Date,Knee Injury,Ruled Out,"Wolverhampton Wanderers
TRACK
7"
01/01/2022,Peter Etebo,05/03/2022,Thigh Injury,Ruled Out,Watford
02/01/2022,Peter Etebo,05/03/2022,Thigh Injury,Ruled Out,Watford
03/01/2022,Peter Etebo,05/03/2022,Thigh Injury,Ruled Out,Watford
04/01/2022,Peter Etebo,05/03/2022,Thigh Injury,Ruled Out,Watford
26/12/2022,Peter Etebo,05/03/2022,Thigh Injury,Ruled Out,"Watford
TRACK
6"
27/12/2022,Peter Etebo,05/03/2022,Thigh Injury,Ruled Out,"Watford
TRACK
8"
28/12/2022,Peter Etebo,05/03/2022,Thigh Injury,Ruled Out,"Watford
TRACK
8"
29/12/2022,Peter Etebo,05/03/2022,Thigh Injury,Ruled Out,"Watford
TRACK
9"
30/12/2022,Peter Etebo,05/03/2022,Thigh Injury,Ruled Out,"Watford
TRACK
9"
31/12/2022,Peter Etebo,05/03/2022,Thigh Injury,Ruled Out,"Watford
TRACK
9"
01/01/2022,Philip Foden,No Return Date,Illness,Ruled Out,Manchester City
02/01/2022,Philip Foden,No Return Date,Illness,Ruled Out,Manchester City
03/01/2022,Philip Foden,No Return Date,Illness,Ruled Out,Manchester City
04/01/2022,Philip Foden,No Return Date,Illness,Ruled Out,Manchester City
01/01/2022,Pierre-Emerick Aubameyang,No Return Date,Other,Ruled Out,Arsenal
02/01/2022,Pierre-Emerick Aubameyang,No Return Date,Other,Ruled Out,Arsenal
03/01/2022,Pierre-Emerick Aubameyang,No Return Date,Other,Ruled Out,Arsenal
04/01/2022,Pierre-Emerick Aubameyang,No Return Date,Other,Ruled Out,Arsenal
26/12/2022,Pierre-Emerick Aubameyang,26/12/2021,Suspended,25%,"Arsenal
TRACK
7"
27/12/2022,Pierre-Emerick Aubameyang,No Return Date,Suspended,25%,"Arsenal
TRACK
5"
28/12/2022,Pierre-Emerick Aubameyang,No Return Date,Suspended,25%,"Arsenal
TRACK
5"
29/12/2022,Pierre-Emerick Aubameyang,No Return Date,Suspended,25%,"Arsenal
TRACK
5"
30/12/2022,Pierre-Emerick Aubameyang,No Return Date,Suspended,25%,"Arsenal
TRACK
5"
31/12/2022,Pierre-Emerick Aubameyang,No Return Date,Suspended,25%,"Arsenal
TRACK
5"
26/12/2022,Raphael Varane,27/12/2021,Thigh Injury,75%,"Manchester United
TRACK
7"
27/12/2022,Raphael Varane,27/12/2021,Thigh Injury,75%,"Manchester United
TRACK
4"
01/01/2022,Rayan Ait Nouri,09/01/2022,Groin/Hip/Pelvic Injury,Ruled Out,Wolverhampton Wanderers
02/01/2022,Rayan Ait Nouri,09/01/2022,Groin/Hip/Pelvic Injury,Ruled Out,Wolverhampton Wanderers
26/12/2022,Rayan Ait Nouri,No Return Date,Groin/Hip/Pelvic Injury,Ruled Out,"Wolverhampton Wanderers
TRACK
7"
27/12/2022,Rayan Ait Nouri,09/01/2022,Groin/Hip/Pelvic Injury,Ruled Out,"Wolverhampton Wanderers
TRACK
7"
28/12/2022,Rayan Ait Nouri,09/01/2022,Groin/Hip/Pelvic Injury,Ruled Out,"Wolverhampton Wanderers
TRACK
7"
29/12/2022,Rayan Ait Nouri,09/01/2022,Groin/Hip/Pelvic Injury,Ruled Out,"Wolverhampton Wanderers
TRACK
7"
30/12/2022,Rayan Ait Nouri,09/01/2022,Groin/Hip/Pelvic Injury,Ruled Out,"Wolverhampton Wanderers
TRACK
7"
31/12/2022,Rayan Ait Nouri,09/01/2022,Groin/Hip/Pelvic Injury,Ruled Out,"Wolverhampton Wanderers
TRACK
7"
01/01/2022,Reece James,No Return Date,Thigh Injury,Ruled Out,Chelsea
02/01/2022,Reece James,No Return Date,Thigh Injury,Ruled Out,Chelsea
03/01/2022,Reece James,No Return Date,Thigh Injury,Ruled Out,Chelsea
04/01/2022,Reece James,No Return Date,Thigh Injury,Ruled Out,Chelsea
30/12/2022,Reece James,No Return Date,Thigh Injury,Ruled Out,"Chelsea
TRACK
6"
31/12/2022,Reece James,No Return Date,Thigh Injury,Ruled Out,"Chelsea
TRACK
6"
01/01/2022,Ricardo Barbosa Pereira,13/02/2022,Calf/Shin/Heel Injury,Ruled Out,Leicester City
02/01/2022,Ricardo Barbosa Pereira,13/02/2022,Calf/Shin/Heel Injury,Ruled Out,Leicester City
03/01/2022,Ricardo Barbosa Pereira,13/02/2022,Calf/Shin/Heel Injury,Ruled Out,Leicester City
04/01/2022,Ricardo Barbosa Pereira,13/02/2022,Calf/Shin/Heel Injury,Ruled Out,Leicester City
26/12/2022,Ricardo Barbosa Pereira,No Return Date,Knee Injury,Ruled Out,"Leicester City
TRACK
9"
27/12/2022,Ricardo Barbosa Pereira,13/02/2022,Calf/Shin/Heel Injury,Ruled Out,"Leicester City
TRACK
9"
28/12/2022,Ricardo Barbosa Pereira,13/02/2022,Calf/Shin/Heel Injury,Ruled Out,"Leicester City
TRACK
9"
29/12/2022,Ricardo Barbosa Pereira,13/02/2022,Calf/Shin/Heel Injury,Ruled Out,"Leicester City
TRACK
10"
30/12/2022,Ricardo Barbosa Pereira,13/02/2022,Calf/Shin/Heel Injury,Ruled Out,"Leicester City
TRACK
10"
31/12/2022,Ricardo Barbosa Pereira,13/02/2022,Calf/Shin/Heel Injury,Ruled Out,"Leicester City
TRACK
10"
01/01/2022,Richarlison de Andrade,15/01/2022,Calf/Shin/Heel Injury,Ruled Out,Everton
02/01/2022,Richarlison de Andrade,15/01/2022,Calf/Shin/Heel Injury,Ruled Out,Everton
03/01/2022,Richarlison de Andrade,15/01/2022,Calf/Shin/Heel Injury,Ruled Out,Everton
04/01/2022,Richarlison de Andrade,15/01/2022,Calf/Shin/Heel Injury,Ruled Out,Everton
26/12/2022,Richarlison de Andrade,02/01/2022,Calf/Shin/Heel Injury,Ruled Out,"Everton
TRACK
9"
27/12/2022,Richarlison de Andrade,02/01/2022,Calf/Shin/Heel Injury,Ruled Out,"Everton
TRACK
9"
28/12/2022,Richarlison de Andrade,02/01/2022,Calf/Shin/Heel Injury,Ruled Out,"Everton
TRACK
9"
29/12/2022,Richarlison de Andrade,02/01/2022,Calf/Shin/Heel Injury,Ruled Out,"Everton
TRACK
9"
30/12/2022,Richarlison de Andrade,15/01/2022,Calf/Shin/Heel Injury,Ruled Out,"Everton
TRACK
9"
31/12/2022,Richarlison de Andrade,15/01/2022,Calf/Shin/Heel Injury,Ruled Out,"Everton
TRACK
9"
01/01/2022,Rico Henry,16/01/2022,Thigh Injury,Ruled Out,Brentford
02/01/2022,Rico Henry,16/01/2022,Thigh Injury,Ruled Out,Brentford
03/01/2022,Rico Henry,16/01/2022,Thigh Injury,Ruled Out,Brentford
04/01/2022,Rico Henry,16/01/2022,Thigh Injury,Ruled Out,Brentford
26/12/2022,Rico Henry,26/12/2021,Thigh Injury,75%,"Brentford
TRACK
7"
27/12/2022,Rico Henry,29/12/2021,Thigh Injury,25%,"Brentford
TRACK
11"
28/12/2022,Rico Henry,29/12/2021,Thigh Injury,25%,"Brentford
TRACK
11"
29/12/2022,Rico Henry,29/12/2021,Thigh Injury,25%,"Brentford
TRACK
11"
30/12/2022,Rico Henry,16/01/2022,Thigh Injury,Ruled Out,"Brentford
TRACK
11"
31/12/2022,Rico Henry,16/01/2022,Thigh Injury,Ruled Out,"Brentford
TRACK
11"
04/01/2022,Riyad Mahrez,No Return Date,Other,Ruled Out,Manchester City
02/01/2022,Roberto Firmino,No Return Date,Illness,Ruled Out,Liverpool
03/01/2022,Roberto Firmino,No Return Date,Illness,Ruled Out,Liverpool
04/01/2022,Roberto Firmino,No Return Date,Illness,Ruled Out,Liverpool
27/12/2022,Rodrigo Hernandez Cascante,No Return Date,Illness,Ruled Out,"Manchester City
TRACK
6"
28/12/2022,Rodrigo Hernandez Cascante,No Return Date,Illness,Ruled Out,"Manchester City
TRACK
6"
29/12/2022,Rodrigo Hernandez Cascante,No Return Date,Illness,Ruled Out,"Manchester City
TRACK
6"
30/12/2022,Rodrigo Hernandez Cascante,No Return Date,Illness,Ruled Out,"Manchester City
TRACK
5"
31/12/2022,Rodrigo Hernandez Cascante,No Return Date,Illness,Ruled Out,"Manchester City
TRACK
5"
01/01/2022,Rodrigo Moreno Machado,No Return Date,Calf/Shin/Heel Injury,Ruled Out,Leeds United
02/01/2022,Rodrigo Moreno Machado,No Return Date,Calf/Shin/Heel Injury,Ruled Out,Leeds United
03/01/2022,Rodrigo Moreno Machado,No Return Date,Calf/Shin/Heel Injury,Ruled Out,Leeds United
04/01/2022,Rodrigo Moreno Machado,No Return Date,Calf/Shin/Heel Injury,Ruled Out,Leeds United
26/12/2022,Rodrigo Moreno Machado,No Return Date,Calf/Shin/Heel Injury,Ruled Out,"Leeds United
TRACK
9"
27/12/2022,Rodrigo Moreno Machado,No Return Date,Calf/Shin/Heel Injury,Ruled Out,"Leeds United
TRACK
9"
28/12/2022,Rodrigo Moreno Machado,No Return Date,Calf/Shin/Heel Injury,Ruled Out,"Leeds United
TRACK
9"
29/12/2022,Rodrigo Moreno Machado,No Return Date,Calf/Shin/Heel Injury,Ruled Out,"Leeds United
TRACK
9"
30/12/2022,Rodrigo Moreno Machado,No Return Date,Calf/Shin/Heel Injury,Ruled Out,"Leeds United
TRACK
9"
31/12/2022,Rodrigo Moreno Machado,No Return Date,Calf/Shin/Heel Injury,Ruled Out,"Leeds United
TRACK
10"
04/01/2022,Romain Saiss,No Return Date,Other,Ruled Out,Wolverhampton Wanderers
02/01/2022,Romelu Lukaku,No Return Date,Other,Ruled Out,Chelsea
03/01/2022,Romelu Lukaku,No Return Date,Other,Ruled Out,Chelsea
04/01/2022,Romelu Lukaku,No Return Date,Other,Ruled Out,Chelsea
26/12/2022,Romelu Lukaku,26/12/2021,Illness,75%,"Chelsea
TRACK
7"
01/01/2022,Ruben Loftus-Cheek,No Return Date,Ankle/Foot Injury,25%,Chelsea
02/01/2022,Ruben Loftus-Cheek,No Return Date,Ankle/Foot Injury,25%,Chelsea
03/01/2022,Ruben Loftus-Cheek,No Return Date,Ankle/Foot Injury,25%,Chelsea
04/01/2022,Ruben Loftus-Cheek,No Return Date,Ankle/Foot Injury,25%,Chelsea
26/12/2022,Ruben Loftus-Cheek,26/12/2021,Ankle/Foot Injury,25%,"Chelsea
TRACK
7"
27/12/2022,Ruben Loftus-Cheek,29/12/2021,Ankle/Foot Injury,25%,"Chelsea
TRACK
6"
28/12/2022,Ruben Loftus-Cheek,29/12/2021,Ankle/Foot Injury,25%,"Chelsea
TRACK
6"
29/12/2022,Ruben Loftus-Cheek,No Return Date,Ankle/Foot Injury,25%,"Chelsea
TRACK
6"
30/12/2022,Ruben Loftus-Cheek,No Return Date,Ankle/Foot Injury,25%,"Chelsea
TRACK
6"
31/12/2022,Ruben Loftus-Cheek,No Return Date,Ankle/Foot Injury,25%,"Chelsea
TRACK
6"
01/01/2022,Ryan Bertrand,08/01/2022,Knee Injury,50%,Leicester City
02/01/2022,Ryan Bertrand,08/01/2022,Knee Injury,50%,Leicester City
03/01/2022,Ryan Bertrand,08/01/2022,Knee Injury,50%,Leicester City
04/01/2022,Ryan Bertrand,08/01/2022,Knee Injury,50%,Leicester City
27/12/2022,Ryan Bertrand,No Return Date,Knee Injury,Ruled Out,"Leicester City
TRACK
9"
28/12/2022,Ryan Bertrand,No Return Date,Knee Injury,Ruled Out,"Leicester City
TRACK
9"
29/12/2022,Ryan Bertrand,No Return Date,Knee Injury,Ruled Out,"Leicester City
TRACK
10"
30/12/2022,Ryan Bertrand,08/01/2022,Knee Injury,50%,"Leicester City
TRACK
10"
31/12/2022,Ryan Bertrand,08/01/2022,Knee Injury,50%,"Leicester City
TRACK
10"
01/01/2022,Ryan Fraser,No Return Date,Thigh Injury,25%,Newcastle United
02/01/2022,Ryan Fraser,No Return Date,Thigh Injury,25%,Newcastle United
03/01/2022,Ryan Fraser,No Return Date,Thigh Injury,25%,Newcastle United
04/01/2022,Ryan Fraser,No Return Date,Thigh Injury,25%,Newcastle United
29/12/2022,Ryan Fraser,No Return Date,Thigh Injury,25%,"Newcastle United
TRACK
13"
30/12/2022,Ryan Fraser,No Return Date,Thigh Injury,25%,"Newcastle United
TRACK
12"
31/12/2022,Ryan Fraser,No Return Date,Thigh Injury,25%,"Newcastle United
TRACK
12"
01/01/2022,Ryan Sessegnon,09/01/2022,Thigh Injury,Ruled Out,Tottenham Hotspur
02/01/2022,Ryan Sessegnon,09/01/2022,Thigh Injury,Ruled Out,Tottenham Hotspur
03/01/2022,Ryan Sessegnon,09/01/2022,Thigh Injury,Ruled Out,Tottenham Hotspur
04/01/2022,Ryan Sessegnon,09/01/2022,Thigh Injury,Ruled Out,Tottenham Hotspur
26/12/2022,Ryan Sessegnon,09/01/2022,Thigh Injury,Ruled Out,"Tottenham Hotspur
TRACK
4"
27/12/2022,Ryan Sessegnon,09/01/2022,Thigh Injury,Ruled Out,"Tottenham Hotspur
TRACK
4"
28/12/2022,Ryan Sessegnon,09/01/2022,Thigh Injury,Ruled Out,"Tottenham Hotspur
TRACK
4"
29/12/2022,Ryan Sessegnon,09/01/2022,Thigh Injury,Ruled Out,"Tottenham Hotspur
TRACK
4"
30/12/2022,Ryan Sessegnon,09/01/2022,Thigh Injury,Ruled Out,"Tottenham Hotspur
TRACK
4"
31/12/2022,Ryan Sessegnon,09/01/2022,Thigh Injury,Ruled Out,"Tottenham Hotspur
TRACK
4"
03/01/2022,Sadio Mane,No Return Date,Other,Ruled Out,Liverpool
04/01/2022,Sadio Mane,No Return Date,Other,Ruled Out,Liverpool
04/01/2022,Scott McTominay,22/01/2022,Suspended,Ruled Out,Manchester United
01/01/2022,Sead Kolasinac,22/01/2022,Ankle/Foot Injury,Ruled Out,Arsenal
02/01/2022,Sead Kolasinac,22/01/2022,Ankle/Foot Injury,Ruled Out,Arsenal
03/01/2022,Sead Kolasinac,22/01/2022,Ankle/Foot Injury,Ruled Out,Arsenal
04/01/2022,Sead Kolasinac,22/01/2022,Ankle/Foot Injury,Ruled Out,Arsenal
26/12/2022,Sead Kolasinac,22/01/2022,Ankle/Foot Injury,Ruled Out,"Arsenal
TRACK
7"
27/12/2022,Sead Kolasinac,22/01/2022,Ankle/Foot Injury,Ruled Out,"Arsenal
TRACK
5"
28/12/2022,Sead Kolasinac,22/01/2022,Ankle/Foot Injury,Ruled Out,"Arsenal
TRACK
5"
29/12/2022,Sead Kolasinac,22/01/2022,Ankle/Foot Injury,Ruled Out,"Arsenal
TRACK
5"
30/12/2022,Sead Kolasinac,22/01/2022,Ankle/Foot Injury,Ruled Out,"Arsenal
TRACK
5"
31/12/2022,Sead Kolasinac,22/01/2022,Ankle/Foot Injury,Ruled Out,"Arsenal
TRACK
5"
04/01/2022,Sergi Canos Tenes,No Return Date,Thigh Injury,25%,Brentford
27/12/2022,Shane Duffy,No Return Date,Illness,25%,"Brighton and Hove Albion
TRACK
8"
28/12/2022,Shane Duffy,No Return Date,Illness,25%,"Brighton and Hove Albion
TRACK
8"
29/12/2022,Shane Duffy,29/12/2021,Illness,50%,"Brighton and Hove Albion
TRACK
7"
26/12/2022,Steven Alzate,01/01/2022,Ankle/Foot Injury,Ruled Out,"Brighton and Hove Albion
TRACK
8"
01/01/2022,Steven Bergwijn,16/01/2022,Calf/Shin/Heel Injury,Ruled Out,Tottenham Hotspur
02/01/2022,Steven Bergwijn,16/01/2022,Calf/Shin/Heel Injury,Ruled Out,Tottenham Hotspur
03/01/2022,Steven Bergwijn,16/01/2022,Calf/Shin/Heel Injury,Ruled Out,Tottenham Hotspur
04/01/2022,Steven Bergwijn,16/01/2022,Calf/Shin/Heel Injury,Ruled Out,Tottenham Hotspur
29/12/2022,Steven Bergwijn,16/01/2022,Calf/Shin/Heel Injury,Ruled Out,"Tottenham Hotspur
TRACK
4"
30/12/2022,Steven Bergwijn,16/01/2022,Calf/Shin/Heel Injury,Ruled Out,"Tottenham Hotspur
TRACK
4"
31/12/2022,Steven Bergwijn,16/01/2022,Calf/Shin/Heel Injury,Ruled Out,"Tottenham Hotspur
TRACK
4"
26/12/2022,Takehiro Tomiyasu,26/12/2021,Calf/Shin/Heel Injury,25%,"Arsenal
TRACK
7"
27/12/2022,Takehiro Tomiyasu,No Return Date,Illness,Ruled Out,"Arsenal
TRACK
5"
28/12/2022,Takehiro Tomiyasu,No Return Date,Illness,Ruled Out,"Arsenal
TRACK
5"
29/12/2022,Takehiro Tomiyasu,No Return Date,Illness,Ruled Out,"Arsenal
TRACK
5"
30/12/2022,Takehiro Tomiyasu,No Return Date,Illness,Ruled Out,"Arsenal
TRACK
5"
31/12/2022,Takehiro Tomiyasu,No Return Date,Illness,Ruled Out,"Arsenal
TRACK
5"
01/01/2022,Takumi Minamino,09/01/2022,Other,50%,Liverpool
02/01/2022,Takumi Minamino,09/01/2022,Other,50%,Liverpool
03/01/2022,Takumi Minamino,09/01/2022,Other,50%,Liverpool
04/01/2022,Takumi Minamino,09/01/2022,Other,50%,Liverpool
29/12/2022,Takumi Minamino,No Return Date,Other,50%,"Liverpool
TRACK
6"
30/12/2022,Takumi Minamino,02/01/2022,Other,50%,"Liverpool
TRACK
7"
31/12/2022,Takumi Minamino,No Return Date,Other,Ruled Out,"Liverpool
TRACK
7"
01/01/2022,Teemu Pukki,No Return Date,Illness,Ruled Out,Norwich City
02/01/2022,Teemu Pukki,No Return Date,Illness,Ruled Out,Norwich City
03/01/2022,Teemu Pukki,No Return Date,Illness,Ruled Out,Norwich City
04/01/2022,Teemu Pukki,No Return Date,Illness,Ruled Out,Norwich City
29/12/2022,Teemu Pukki,No Return Date,Other,25%,"Norwich City
TRACK
11"
30/12/2022,Teemu Pukki,No Return Date,Other,25%,"Norwich City
TRACK
11"
31/12/2022,Teemu Pukki,No Return Date,Illness,Ruled Out,"Norwich City
TRACK
11"
01/01/2022,Thiago Alcantara,No Return Date,Groin/Hip/Pelvic Injury,Ruled Out,Liverpool
02/01/2022,Thiago Alcantara,No Return Date,Groin/Hip/Pelvic Injury,Ruled Out,Liverpool
03/01/2022,Thiago Alcantara,No Return Date,Groin/Hip/Pelvic Injury,Ruled Out,Liverpool
04/01/2022,Thiago Alcantara,No Return Date,Groin/Hip/Pelvic Injury,Ruled Out,Liverpool
26/12/2022,Thiago Alcantara,No Return Date,Illness,Ruled Out,"Liverpool
TRACK
8"
27/12/2022,Thiago Alcantara,28/12/2021,Illness,100%,"Liverpool
TRACK
8"
29/12/2022,Thiago Alcantara,No Return Date,Other,50%,"Liverpool
TRACK
6"
30/12/2022,Thiago Alcantara,02/01/2022,Other,50%,"Liverpool
TRACK
7"
31/12/2022,Thiago Alcantara,No Return Date,Groin/Hip/Pelvic Injury,Ruled Out,"Liverpool
TRACK
7"
01/01/2022,Thiago Silva,02/01/2022,Thigh Injury,75%,Chelsea
02/01/2022,Thiago Silva,02/01/2022,Thigh Injury,75%,Chelsea
27/12/2022,Thiago Silva,No Return Date,Thigh Injury,Ruled Out,"Chelsea
TRACK
6"
28/12/2022,Thiago Silva,No Return Date,Thigh Injury,Ruled Out,"Chelsea
TRACK
6"
29/12/2022,Thiago Silva,No Return Date,Thigh Injury,Ruled Out,"Chelsea
TRACK
6"
30/12/2022,Thiago Silva,No Return Date,Thigh Injury,Ruled Out,"Chelsea
TRACK
6"
31/12/2022,Thiago Silva,No Return Date,Thigh Injury,Ruled Out,"Chelsea
TRACK
6"
04/01/2022,Thomas Partey,No Return Date,Other,Ruled Out,Arsenal
01/01/2022,Tim Krul,09/01/2022,Illness,75%,Norwich City
02/01/2022,Tim Krul,09/01/2022,Illness,75%,Norwich City
03/01/2022,Tim Krul,09/01/2022,Illness,75%,Norwich City
04/01/2022,Tim Krul,09/01/2022,Illness,75%,Norwich City
26/12/2022,Tim Krul,No Return Date,Illness,Ruled Out,"Norwich City
TRACK
7"
27/12/2022,Tim Krul,No Return Date,Illness,Ruled Out,"Norwich City
TRACK
7"
28/12/2022,Tim Krul,No Return Date,Illness,Ruled Out,"Norwich City
TRACK
7"
29/12/2022,Tim Krul,No Return Date,Illness,Ruled Out,"Norwich City
TRACK
11"
30/12/2022,Tim Krul,No Return Date,Illness,Ruled Out,"Norwich City
TRACK
11"
31/12/2022,Tim Krul,01/01/2022,Illness,50%,"Norwich City
TRACK
11"
01/01/2022,Timo Werner,No Return Date,Illness,Ruled Out,Chelsea
02/01/2022,Timo Werner,No Return Date,Illness,Ruled Out,Chelsea
03/01/2022,Timo Werner,No Return Date,Illness,Ruled Out,Chelsea
04/01/2022,Timo Werner,No Return Date,Illness,Ruled Out,Chelsea
26/12/2022,Timo Werner,26/12/2021,Illness,25%,"Chelsea
TRACK
7"
27/12/2022,Timo Werner,29/12/2021,Illness,25%,"Chelsea
TRACK
6"
28/12/2022,Timo Werner,29/12/2021,Illness,25%,"Chelsea
TRACK
6"
29/12/2022,Timo Werner,29/12/2021,Illness,25%,"Chelsea
TRACK
6"
30/12/2022,Timo Werner,02/01/2022,Illness,25%,"Chelsea
TRACK
6"
31/12/2022,Timo Werner,02/01/2022,Illness,25%,"Chelsea
TRACK
6"
01/01/2022,Todd Cantwell,No Return Date,Illness,Ruled Out,Norwich City
02/01/2022,Todd Cantwell,No Return Date,Illness,Ruled Out,Norwich City
03/01/2022,Todd Cantwell,No Return Date,Illness,Ruled Out,Norwich City
04/01/2022,Todd Cantwell,No Return Date,Illness,Ruled Out,Norwich City
29/12/2022,Todd Cantwell,No Return Date,Illness,Ruled Out,"Norwich City
TRACK
11"
30/12/2022,Todd Cantwell,No Return Date,Illness,Ruled Out,"Norwich City
TRACK
11"
31/12/2022,Todd Cantwell,No Return Date,Illness,Ruled Out,"Norwich City
TRACK
11"
28/12/2022,Tom Cleverley,No Return Date,Thigh Injury,Ruled Out,"Watford
TRACK
8"
29/12/2022,Tom Cleverley,No Return Date,Thigh Injury,Ruled Out,"Watford
TRACK
9"
30/12/2022,Tom Cleverley,No Return Date,Thigh Injury,Ruled Out,"Watford
TRACK
9"
31/12/2022,Tom Cleverley,01/01/2022,Thigh Injury,100%,"Watford
TRACK
9"
01/01/2022,Tom Davies,02/01/2022,Knee Injury,50%,Everton
02/01/2022,Tom Davies,02/01/2022,Knee Injury,50%,Everton
03/01/2022,Tom Davies,08/01/2022,Knee Injury,25%,Everton
04/01/2022,Tom Davies,08/01/2022,Knee Injury,25%,Everton
26/12/2022,Tom Davies,30/12/2021,Knee Injury,25%,"Everton
TRACK
9"
27/12/2022,Tom Davies,30/12/2021,Knee Injury,25%,"Everton
TRACK
9"
28/12/2022,Tom Davies,30/12/2021,Knee Injury,25%,"Everton
TRACK
9"
29/12/2022,Tom Davies,30/12/2021,Knee Injury,25%,"Everton
TRACK
9"
30/12/2022,Tom Davies,02/01/2022,Knee Injury,25%,"Everton
TRACK
9"
31/12/2022,Tom Davies,02/01/2022,Knee Injury,25%,"Everton
TRACK
9"
03/01/2022,Trevoh Chalobah,No Return Date,Thigh Injury,25%,Chelsea
04/01/2022,Trevoh Chalobah,No Return Date,Thigh Injury,25%,Chelsea
04/01/2022,Tyler Roberts,22/01/2022,Suspended,Ruled Out,Leeds United
01/01/2022,Tyrone Mings,10/01/2022,Suspended,Ruled Out,Aston Villa
02/01/2022,Tyrone Mings,10/01/2022,Suspended,Ruled Out,Aston Villa
03/01/2022,Tyrone Mings,10/01/2022,Suspended,100%,Aston Villa
04/01/2022,Tyrone Mings,10/01/2022,Suspended,100%,Aston Villa
27/12/2022,Tyrone Mings,10/01/2022,Suspended,Ruled Out,"Aston Villa
TRACK
4"
28/12/2022,Tyrone Mings,10/01/2022,Suspended,Ruled Out,"Aston Villa
TRACK
4"
29/12/2022,Tyrone Mings,10/01/2022,Suspended,Ruled Out,"Aston Villa
TRACK
4"
30/12/2022,Tyrone Mings,10/01/2022,Suspended,Ruled Out,"Aston Villa
TRACK
4"
31/12/2022,Tyrone Mings,10/01/2022,Suspended,Ruled Out,"Aston Villa
TRACK
4"
01/01/2022,Valentino Livramento,No Return Date,Knee Injury,25%,Southampton
02/01/2022,Valentino Livramento,No Return Date,Knee Injury,25%,Southampton
03/01/2022,Valentino Livramento,No Return Date,Knee Injury,25%,Southampton
04/01/2022,Valentino Livramento,No Return Date,Knee Injury,25%,Southampton
29/12/2022,Valentino Livramento,No Return Date,Knee Injury,25%,"Southampton
TRACK
9"
30/12/2022,Valentino Livramento,No Return Date,Knee Injury,25%,"Southampton
TRACK
9"
31/12/2022,Valentino Livramento,No Return Date,Knee Injury,25%,"Southampton
TRACK
9"
27/12/2022,Vicente Guaita,No Return Date,Other,Ruled Out,"Crystal Palace
TRACK
8"
01/01/2022,Victor Lindelof,No Return Date,Illness,Ruled Out,Manchester United
02/01/2022,Victor Lindelof,No Return Date,Illness,Ruled Out,Manchester United
03/01/2022,Victor Lindelof,No Return Date,Illness,Ruled Out,Manchester United
04/01/2022,Victor Lindelof,10/01/2022,Illness,75%,Manchester United
26/12/2022,Victor Lindelof,27/12/2021,Chest/Abdominal Injury,100%,"Manchester United
TRACK
7"
28/12/2022,Victor Lindelof,No Return Date,Illness,Ruled Out,"Manchester United
TRACK
4"
29/12/2022,Victor Lindelof,No Return Date,Illness,Ruled Out,"Manchester United
TRACK
4"
30/12/2022,Victor Lindelof,No Return Date,Illness,Ruled Out,"Manchester United
TRACK
4"
31/12/2022,Victor Lindelof,No Return Date,Illness,Ruled Out,"Manchester United
TRACK
4"
26/12/2022,Virgil van Dijk,No Return Date,Illness,Ruled Out,"Liverpool
TRACK
8"
27/12/2022,Virgil van Dijk,28/12/2021,Illness,100%,"Liverpool
TRACK
8"
01/01/2022,Vitaly Janelt,02/01/2022,Illness,50%,Brentford
27/12/2022,Vitaly Janelt,No Return Date,Illness,Ruled Out,"Brentford
TRACK
11"
28/12/2022,Vitaly Janelt,No Return Date,Illness,Ruled Out,"Brentford
TRACK
11"
29/12/2022,Vitaly Janelt,No Return Date,Illness,Ruled Out,"Brentford
TRACK
11"
30/12/2022,Vitaly Janelt,No Return Date,Illness,Ruled Out,"Brentford
TRACK
11"
31/12/2022,Vitaly Janelt,No Return Date,Illness,Ruled Out,"Brentford
TRACK
11"
26/12/2022,Vontae Daley-Campbell,26/12/2021,Illness,50%,"Leicester City
TRACK
9"
01/01/2022,Wesley Fofana,10/02/2022,Ankle/Foot Injury,Ruled Out,Leicester City
02/01/2022,Wesley Fofana,10/02/2022,Ankle/Foot Injury,Ruled Out,Leicester City
03/01/2022,Wesley Fofana,10/02/2022,Ankle/Foot Injury,Ruled Out,Leicester City
04/01/2022,Wesley Fofana,10/02/2022,Ankle/Foot Injury,Ruled Out,Leicester City
26/12/2022,Wesley Fofana,01/01/2022,Ankle/Foot Injury,Ruled Out,"Leicester City
TRACK
9"
27/12/2022,Wesley Fofana,01/01/2022,Ankle/Foot Injury,Ruled Out,"Leicester City
TRACK
9"
28/12/2022,Wesley Fofana,01/01/2022,Ankle/Foot Injury,Ruled Out,"Leicester City
TRACK
9"
29/12/2022,Wesley Fofana,01/01/2022,Ankle/Foot Injury,Ruled Out,"Leicester City
TRACK
10"
30/12/2022,Wesley Fofana,10/02/2022,Ankle/Foot Injury,Ruled Out,"Leicester City
TRACK
10"
31/12/2022,Wesley Fofana,10/02/2022,Ankle/Foot Injury,Ruled Out,"Leicester City
TRACK
10"
02/01/2022,Wilfried Zaha,No Return Date,Illness,Ruled Out,Crystal Palace
03/01/2022,Wilfried Zaha,No Return Date,Illness,Ruled Out,Crystal Palace
04/01/2022,Wilfried Zaha,No Return Date,Illness,Ruled Out,Crystal Palace
