Name,Team,Nationalaty,age,CrsINJURY,Matches Played_x,Minutes / Div By 90_x,Goals_x,Asissts_x,Yellows_x,Reds_x,Total Shots_x,Passes Attemted_x,Passes Total Distance_x,Short Passes_x,Medium Passes_x,Long Passes_x,Cross Passes_x,Head Pases_x,Tackeled_x,Tackeled Dribbels_x,Pressure Applying_x,Blocks_x,Shots Blocks_x,Clearence_x,Touches_x,Touches Defencive Penalty Area_x,Touches Defencive 3RD_x,Touches Mid 3RD_x,Touches Attacking 3RD_x,Touches Attacking Penalty Area_x,Touches Live Game_x,Dribbels Succes_x,Dribbels Attempted_x,Carries_x,Carries To Distance_x,Carries Proggresive_x,Carries Proggresive Foword_x,Carries Tackeled_x,Reciving Passes_x,Fouls Commited_x,Fouls Drawn_x,Tackele Won_x,looseBallRecovered_x,Aerial Duals Won_x,Aerial Duals Lost_x,Matches Played_y,Minutes / Div By 90_y,Goals_y,Asissts_y,Yellows_y,Reds_y,Total Shots_y,Passes Attemted_y,Passes Total Distance_y,Short Passes_y,Medium Passes_y,Long Passes_y,Cross Passes_y,Head Pases_y,Tackeled_y,Tackeled Dribbels_y,Pressure Applying_y,Blocks_y,Shots Blocks_y,Clearence_y,Touches_y,Touches Defencive Penalty Area_y,Touches Defencive 3RD_y,Touches Mid 3RD_y,Touches Attacking 3RD_y,Touches Attacking Penalty Area_y,Touches Live Game_y,Dribbels Succes_y,Dribbels Attempted_y,Carries_y,Carries To Distance_y,Carries Proggresive_y,Carries Proggresive Foword_y,Carries Tackeled_y,Reciving Passes_y,Fouls Commited_y,Fouls Drawn_y,Tackele Won_y,looseBallRecovered_y,Aerial Duals Won_y,Aerial Duals Lost_y,Position_AMF,Position_DF,Position_DMF,Position_FW,Position_MF,Christmas-played-games,Number of Inj,inj22,Freq Inj,inj days 20-21,inj days 19-20,inj days 18-19,Sus days 22,sus days 20-21,sus days 19-20,sus days 18-19,Career Suspension days,Career INJ days,Suspended,Knock,Hamstring,Ankle/Foot Injury,Knee Injury,Thigh Muscle Strain,Groin/Pelvis Injury,Illness,Virus,Calf/Shin Injury,Groin Strain,Back Injury,Hip/Thigh Injury,Calf Muscle Strain,Thigh Muscle Rupture,Shoulder Injury,Head Injury,Foot Injury,ACL Knee Ligament Injury,Ankle Ligaments,MCL Knee Ligament Injury,Concussion,Sprained Ankle,Rib Injury,Toe Injury,Achilles tendonitis,Thumb / Wrist Injury
Aymeric Laporte,Manchester City,0,27,0,17,15.7,1,0,6,1,21,1351,27628,360,721,258,2,49,17,8,81,14,3,43,1459,126,579,939,77,26,1431,1,3,1069,6795,4762,165,1,1200,8,7,10,130,31,19,27,25.0,2,0,5,0,15,1577,30494,462,816,285,0,39,15,4,94,19,9,62,1695,126,637,1126,78,11,1663,4,4,1273,7404,4851,177,2,1394,20,13,8,166,49,19,0,1,0,0,0,3,19.0,0.11333333333333333,23.0,0.11232876712328767,0.7534246575342466,0.043835616438356165,0.07333333333333333,0.0,0.0,0.0,0.0224159402241594,0.14047322540473225,13.0,8.0,2.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ayoze Pérez,Leicester City,0,28,0,11,4.9,1,3,0,1,11,175,2109,94,58,13,6,7,7,0,89,9,0,2,246,3,36,122,107,23,241,4,12,162,680,332,24,7,227,4,5,5,28,6,11,36,20.9,3,2,3,0,44,524,5662,293,148,45,21,12,34,9,365,33,1,6,777,9,90,379,364,66,755,30,60,551,2734,1656,97,32,758,46,43,22,100,11,42,1,0,0,0,0,2,4.0,0.10666666666666667,13.0,0.07671232876712329,0.03287671232876712,0.0,0.17333333333333334,0.0,0.0,0.0,0.0073059360730593605,0.012785388127853882,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bali Mumba,Norwich City,1,20,0,3,2.3,0,0,0,0,0,10,99,6,2,2,0,1,1,0,12,2,0,5,19,8,12,4,3,0,19,0,1,9,53,19,1,0,9,0,1,1,2,0,1,6,3.0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,5,0,0,0,0,1,0,0,0,1,1.0,0.10666666666666667,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010958904109589041,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ben Davies,Tottenham,0,28,0,14,13.1,0,1,2,0,5,296,4366,92,148,42,8,22,12,2,69,5,3,14,347,28,130,180,61,11,329,0,1,216,1119,593,35,1,250,13,7,11,45,7,8,35,29.3,1,2,2,0,9,1421,20323,554,584,237,48,65,37,13,297,38,7,106,1654,116,551,844,369,27,1404,11,19,908,4388,2655,103,8,1027,35,24,25,225,63,38,0,1,0,0,0,3,10.0,0.0,5.0,0.1917808219178082,0.2493150684931507,0.07123287671232877,0.0,0.0,0.0,0.0,0.001141552511415525,0.06917808219178082,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ben Gibson,Norwich City,1,28,0,14,13.7,0,0,3,1,6,730,14845,153,364,201,0,39,10,3,68,29,15,81,882,161,529,373,37,14,854,1,3,541,2923,1928,50,3,613,7,5,8,91,37,13,29,28.2,0,1,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,14,11,0,0,0,0,1,0,0,0,1,3.0,0.0,16.0,0.0,0.5150684931506849,0.24383561643835616,0.05333333333333334,0.0,0.0,0.0,0.007762557077625571,0.06324200913242009,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ben Godfrey,Everton,1,23,0,15,14.5,0,0,3,0,12,436,6132,142,204,75,9,31,34,9,177,36,14,50,605,83,286,249,104,16,547,2,4,293,1686,823,27,6,315,12,7,15,95,25,25,39,38.3,0,2,5,0,21,1302,21710,428,621,206,10,59,56,25,370,85,39,135,1668,230,899,757,146,21,1552,8,14,928,6135,3461,80,15,1024,25,22,39,238,71,36,0,1,0,0,0,1,6.0,0.23333333333333334,16.0,0.030136986301369864,0.12054794520547946,0.0,0.0,0.0,0.057534246575342465,0.0,0.00821917808219178,0.03522504892367906,2.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ben Johnson,West Ham,1,21,0,14,12.8,1,0,0,0,3,522,7316,183,207,106,26,19,21,9,104,28,5,25,626,52,222,297,145,6,525,6,13,348,1859,809,29,6,368,6,0,15,77,10,8,20,11.4,1,0,2,0,5,219,2655,94,66,40,35,7,9,5,81,10,2,14,277,20,78,127,96,4,253,6,9,164,992,620,29,8,183,12,9,12,44,5,6,0,1,0,0,0,3,2.0,0.13333333333333333,13.0,0.0,0.0,0.019178082191780823,0.0,0.0,0.0,0.0,0.0,0.014794520547945205,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ben Mee,Burnley,1,32,0,13,13.0,2,0,3,0,10,389,6838,91,157,129,1,40,17,7,63,23,13,73,521,78,270,243,24,16,505,1,1,241,1159,468,9,3,248,9,8,8,125,57,21,31,31.3,2,0,3,0,23,1044,18309,270,401,349,1,103,38,8,162,61,43,241,1441,250,742,685,65,44,1408,3,5,629,2592,1056,16,3,703,24,21,26,338,128,57,0,1,0,0,0,1,8.0,0.06666666666666667,23.0,0.0136986301369863,0.0,0.0,0.0,0.0,0.0,0.0,0.0029109589041095892,0.039897260273972605,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ben White,Arsenal,1,24,0,18,17.4,0,0,1,0,3,802,15112,198,426,161,1,36,20,7,103,28,13,53,955,139,506,491,34,5,935,3,10,638,3763,2120,35,6,646,14,17,14,140,33,18,39,38.4,0,0,5,1,13,1766,30785,540,816,375,25,72,56,24,409,69,25,78,2064,201,939,999,270,28,1990,24,41,1376,7068,3793,108,15,1465,41,14,36,302,52,46,0,1,0,0,0,2,1.0,0.1,23.0,0.0,0.0,0.0,0.0,0.010958904109589041,0.0,0.0,0.0013698630136986301,0.005136986301369863,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bernardo Silva,Manchester City,0,27,0,23,20.2,7,2,4,0,26,1165,16095,622,392,95,48,18,35,16,364,28,1,15,1374,30,179,661,644,120,1334,34,59,1035,5945,3296,198,22,1234,22,23,20,139,11,16,45,36.8,5,9,8,0,46,1963,29174,939,738,190,41,38,47,17,607,33,3,13,2257,22,264,1155,1062,154,2167,55,87,1718,11417,6482,349,43,2115,42,48,29,185,15,35,0,0,0,0,1,3,6.0,0.02,23.0,0.052054794520547946,0.0,0.04657534246575343,0.0,0.0,0.030136986301369864,0.0,0.00572851805728518,0.015442092154420922,3.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Billy Gilmour,Norwich City,0,20,0,12,10.9,0,1,2,0,8,625,11088,196,232,176,11,20,22,7,197,9,2,20,709,26,181,407,168,5,645,5,12,423,2400,1073,44,6,522,20,10,15,82,7,8,11,7.8,0,0,0,0,4,306,5265,113,141,47,5,3,4,1,86,5,2,1,340,3,58,217,82,1,334,3,7,264,1027,433,16,3,289,8,8,3,36,3,2,0,0,0,0,1,1,3.0,0.03333333333333333,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13013698630136986,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boubakary Soumaré,Leicester City,0,22,0,22,15.6,0,1,2,0,6,686,10142,289,294,81,5,28,26,6,270,17,4,17,828,35,174,520,184,8,820,16,22,577,2828,1111,53,18,661,25,27,17,112,21,14,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1.0,0.0,5.0,0.0,0.019178082191780823,0.0,0.0,0.0,0.03287671232876712,0.0,0.005479452054794521,0.0031963470319634705,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brandon Williams,Norwich City,1,21,0,12,11.1,0,0,4,0,1,526,8073,206,254,54,9,12,26,11,133,23,3,17,670,49,208,305,209,21,595,6,19,423,2154,1196,49,13,437,13,21,14,73,12,7,14,7.4,0,0,4,0,2,220,3351,111,80,23,5,7,2,0,29,8,1,8,263,19,118,124,41,2,235,4,9,180,949,495,14,7,178,15,9,9,27,2,2,0,1,0,0,0,1,2.0,0.0,19.0,0.06027397260273973,0.010958904109589041,0.0,0.0,0.0,0.0,0.0,0.0,0.014246575342465753,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bruno Fernandes,Manchester Utd,0,27,0,22,19.6,5,9,4,0,47,1087,15654,429,372,237,50,25,38,16,353,18,0,25,1312,40,202,590,608,65,1219,13,23,825,3972,2315,109,32,1172,28,38,27,131,13,17,58,50.8,28,18,7,0,165,3097,43717,1270,994,645,153,79,76,21,1029,55,3,40,3692,59,452,1612,1831,185,3395,35,75,2257,10188,5723,302,64,3335,67,98,54,341,23,60,0,0,0,0,1,3,1.0,0.006666666666666667,23.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.0012453300124533001,0.00024906600249066,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bryan Gil Salvatierra,Tottenham,0,20,0,11,5.5,0,0,1,0,1,33,425,22,5,4,3,0,3,2,27,2,0,0,48,2,9,11,30,2,47,2,3,37,252,154,7,1,36,1,7,6,10,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,6.0,0.3,23.0,0.08493150684931507,0.038356164383561646,0.0,0.0,0.019178082191780823,0.0,0.0,0.004794520547945206,0.06164383561643835,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bryan Mbeumo,Brentford,0,22,1,17,15.4,4,1,2,0,38,347,3704,171,96,47,22,20,14,3,220,16,3,9,530,8,49,205,311,60,510,16,34,317,1564,864,45,27,696,13,18,10,79,16,52,46,36.0,8,11,4,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,60,22,0,0,0,0,0,0,1,0,3,2.0,0.02,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0045662100456621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bukayo Saka,Arsenal,1,20,0,20,15.8,4,4,2,0,43,548,6358,268,178,56,41,6,12,2,177,16,0,6,744,10,90,303,416,86,713,27,48,574,3409,2258,120,31,754,8,41,6,95,13,26,46,39.9,7,7,2,0,73,1453,17270,705,479,188,122,34,44,6,491,46,3,36,1941,61,289,744,1042,193,1811,57,105,1427,7459,4559,259,75,1794,39,97,30,208,18,49,1,0,0,0,0,2,8.0,0.02,27.0,0.0821917808219178,0.03287671232876712,0.0,0.0,0.0,0.0,0.0,0.0,0.030821917808219176,0.0,0.0,0.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Callum Hudson Odoi,Chelsea,1,21,0,17,13.1,2,2,1,0,21,410,5587,203,145,44,35,5,14,2,148,15,0,4,521,6,41,179,341,55,502,22,34,417,2682,1710,100,20,503,13,22,8,59,4,12,37,20.6,5,5,0,0,41,814,11022,425,256,105,73,7,30,9,195,25,1,11,980,12,110,349,590,87,941,22,39,728,4690,3020,190,19,935,21,15,20,92,9,13,0,0,0,0,1,3,8.0,0.04666666666666667,17.0,0.043835616438356165,0.3972602739726027,0.08767123287671233,0.0,0.0,0.0,0.0,0.0,0.19397260273972602,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Callum Wilson,Newcastle Utd,1,29,1,14,12.7,6,0,4,0,25,149,1537,71,49,11,5,16,7,1,151,8,4,12,304,13,33,132,160,55,287,13,22,175,641,353,19,24,521,25,17,5,35,27,57,28,24.5,12,5,2,0,51,366,3521,198,105,14,13,22,13,3,335,18,3,12,636,13,56,290,338,105,607,29,49,440,2308,1373,71,53,1097,50,50,10,87,39,127,0,0,0,1,0,1,14.0,0.32,17.0,0.3013698630136986,0.03287671232876712,0.1917808219178082,0.0,0.0,0.0273972602739726,0.0,0.003582718651211802,0.1517386722866175,2.0,0.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cameron Archer,Aston Villa,1,20,0,5,2.3,4,0,0,0,9,5,91,1,4,0,1,0,0,0,4,0,0,1,12,0,1,2,9,3,12,1,2,7,15,0,0,1,9,6,1,0,2,1,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carney Chukwuemeka,Aston Villa,1,17,0,6,2.5,0,1,0,0,2,35,451,16,14,2,0,1,1,1,35,2,0,0,51,0,7,27,19,7,51,2,5,43,161,81,4,2,51,3,4,1,11,1,6,2,0.2,0,0,0,0,1,8,88,3,2,2,0,0,2,1,14,1,0,0,12,0,2,4,6,2,12,0,0,8,33,16,1,0,21,2,0,2,0,1,4,1,0,0,0,0,2,1.0,0.11333333333333333,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04657534246575343,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charlie Taylor,Burnley,1,28,0,15,14.4,0,1,1,0,3,660,8507,261,219,153,35,39,27,16,111,56,11,50,857,84,302,378,234,6,713,11,23,415,2956,1248,56,10,402,9,20,10,136,28,16,32,30.0,0,1,1,0,4,1298,16840,491,455,302,87,78,46,22,226,67,19,96,1587,130,521,780,404,12,1335,27,46,826,5659,2493,112,13,897,12,46,28,250,46,26,0,1,0,0,0,1,8.0,0.0,27.0,0.2,0.0821917808219178,0.0,0.0,0.0,0.0,0.0,0.0,0.03881278538812785,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Che Adams,Southampton,0,25,0,14,10.7,4,1,0,0,23,189,1797,99,49,17,4,13,8,1,139,15,4,9,321,17,45,137,155,44,315,4,12,199,776,365,16,20,437,18,25,6,57,22,50,42,33.0,9,5,1,0,62,633,7359,302,184,73,15,36,30,6,430,26,4,16,976,22,98,444,492,110,965,25,44,630,2627,1169,67,52,1474,34,72,20,119,47,141,0,0,0,1,0,2,4.0,0.16,16.0,0.07671232876712329,0.0,0.0,0.0,0.0,0.0,0.0,0.01004566210045662,0.015829528158295282,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cheikhou Kouyaté,Crystal Palace,0,32,0,16,13.7,0,1,0,0,5,464,6631,197,201,46,2,28,37,8,223,39,11,35,639,60,243,352,68,6,628,8,12,362,1494,630,16,11,328,26,19,23,160,41,20,37,35.2,1,0,4,0,7,1217,19698,390,497,295,4,73,70,26,350,62,28,162,1565,241,908,646,71,28,1511,6,9,783,3715,1592,28,11,876,43,20,36,310,94,51,0,0,0,0,1,3,18.0,0.0,23.0,0.00821917808219178,0.0410958904109589,0.09863013698630137,0.0,0.0,0.0,0.0,0.0008561643835616438,0.053082191780821915,1.0,6.0,2.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Chris Wood,Burnley,0,30,0,18,14.8,3,0,1,0,28,262,2437,159,73,14,6,40,9,3,171,14,5,6,390,10,24,170,205,42,382,5,9,172,525,219,14,14,665,13,8,6,40,89,87,37,32.7,12,4,0,0,72,658,5847,381,187,23,4,98,17,6,354,27,4,19,967,23,70,403,528,138,946,13,26,480,1496,648,32,54,1732,46,36,11,101,168,215,0,0,0,1,0,1,14.0,0.0,27.0,0.0821917808219178,0.1917808219178082,0.019178082191780823,0.0,0.0,0.0,0.0,0.0,0.04481409001956947,0.0,1.0,3.0,1.0,0.0,4.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Christian Benteke,Crystal Palace,0,31,0,18,11.3,4,1,3,0,37,256,2657,132,85,23,1,28,7,2,99,8,4,25,387,33,56,178,167,74,370,7,14,191,918,424,23,9,541,14,14,2,37,71,51,31,20.9,10,1,3,1,71,573,5051,326,171,30,6,60,13,0,240,17,6,37,848,47,85,428,360,127,829,16,29,357,1293,594,41,27,1206,38,26,9,79,212,150,0,0,0,1,0,3,17.0,0.0,22.0,0.0684931506849315,0.13424657534246576,0.39452054794520547,0.0,0.005479452054794521,0.038356164383561646,0.0,0.009315068493150684,0.10319634703196347,4.0,1.0,1.0,2.0,5.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Christian Nørgaard,Brentford,0,27,0,18,16.2,1,1,4,0,17,765,11177,307,314,116,5,61,65,24,314,25,4,19,934,47,255,572,143,30,887,5,10,467,1988,1019,41,11,557,39,16,50,198,31,28,21,16.3,1,1,2,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,15,24,0,0,0,0,0,0,0,1,3,1.0,0.013333333333333334,7.0,0.0,0.0,0.0,0.02,0.0,0.038356164383561646,0.0,0.004234122042341221,0.00049813200498132,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christian Pulisic,Chelsea,0,23,0,13,7.3,2,1,0,0,12,171,1796,101,47,7,9,0,3,0,103,5,0,5,248,3,23,86,155,39,240,6,15,178,1028,477,34,8,288,7,17,2,24,6,19,43,27.3,6,4,4,0,69,868,10432,480,273,61,39,32,29,7,413,35,4,10,1267,12,129,600,654,155,1252,63,117,984,5915,3559,206,62,1277,24,75,21,165,25,63,1,0,0,0,0,3,11.0,0.78,13.0,0.25205479452054796,0.46301369863013697,0.14520547945205478,0.0,0.0,0.0,0.0,0.0,0.16868884540117418,0.0,1.0,2.0,1.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christos Tzolis,Norwich City,0,19,0,9,4.0,2,2,0,0,13,63,751,26,20,11,14,3,4,2,40,1,0,1,89,3,13,32,49,14,88,0,2,67,386,240,11,2,96,3,7,1,10,2,11,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2.0,0.19333333333333333,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026484018264840183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cody Drameh,Leeds United,1,20,0,4,2.4,0,0,1,0,0,77,924,44,23,4,2,3,6,2,29,2,0,2,94,3,37,43,22,2,68,2,4,45,281,162,9,1,46,2,0,4,9,0,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cole Palmer,Manchester City,1,19,0,10,3.7,2,0,0,0,12,73,840,41,20,7,7,2,5,1,46,3,0,1,107,2,14,42,57,17,107,2,6,83,393,200,9,7,98,4,1,6,13,2,1,2,1.1,0,0,0,0,2,5,62,3,2,0,1,0,0,0,3,0,0,0,5,0,0,1,5,0,5,0,0,4,8,2,0,0,7,2,0,0,1,0,0,1,0,0,0,0,3,1.0,0.0,29.0,0.052054794520547946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017351598173515982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Conor Coady,Wolves,1,28,0,20,20.2,1,0,1,0,5,739,17084,105,384,240,2,26,15,7,96,30,23,77,886,211,573,342,14,8,862,1,1,536,2647,1333,16,1,608,9,3,12,104,18,17,40,39.7,1,0,6,0,8,1789,40617,303,846,618,1,77,31,14,203,59,39,163,2073,420,1352,805,17,12,2019,7,9,1281,6008,2639,29,3,1462,28,14,23,270,40,29,0,1,0,0,0,1,1.0,0.0,29.0,0.052054794520547946,0.0,0.0,0.0,0.0,0.0,0.0,0.0036529680365296802,0.0043378995433789955,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Conor Gallagher,Crystal Palace,1,21,1,17,16.3,6,3,5,0,34,602,8747,237,221,116,45,21,42,8,371,24,6,17,825,30,152,400,330,56,753,30,39,545,2644,1149,63,30,579,39,32,27,146,16,16,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1.0,0.0,23.0,0.0,0.0,0.0,0.0,0.03561643835616438,0.0,0.0,0.007123287671232876,0.0032876712328767125,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
