Name,Team,Nationalaty,age,Matches Played_x,Matches Starts_x,Minutes / Div By 90_x,Goals_x,Asissts_x,Yellows_x,Reds_x,Total Shots_x,Passes Attemted_x,Passes Total Distance_x,Short Passes_x,Medium Passes_x,Long Passes_x,Cross Passes_x,Head Pases_x,Tackeled_x,Tackeled Dribbels_x,Pressure Applying_x,Blocks_x,Shots Blocks_x,Clearence_x,Touches_x,Touches Defencive Penalty Area_x,Touches Defencive 3RD_x,Touches Mid 3RD_x,Touches Attacking 3RD_x,Touches Attacking Penalty Area_x,Touches Live Game_x,Dribbels Succes_x,Dribbels Attempted_x,Carries_x,Carries To Distance_x,Carries Proggresive_x,Carries Proggresive Foword_x,Carries Tackeled_x,Reciving Passes_x,Fouls Commited_x,Fouls Drawn_x,Tackele Won_x,looseBallRecovered_x,Aerial Duals Won_x,Aerial Duals Lost_x,Matches Played_y,Matches Starts_y,Minutes / Div By 90_y,Goals_y,Asissts_y,Yellows_y,Reds_y,Total Shots_y,Passes Attemted_y,Passes Total Distance_y,Short Passes_y,Medium Passes_y,Long Passes_y,Cross Passes_y,Head Pases_y,Tackeled_y,Tackeled Dribbels_y,Pressure Applying_y,Blocks_y,Shots Blocks_y,Clearence_y,Touches_y,Touches Defencive Penalty Area_y,Touches Defencive 3RD_y,Touches Mid 3RD_y,Touches Attacking 3RD_y,Touches Attacking Penalty Area_y,Touches Live Game_y,Dribbels Succes_y,Dribbels Attempted_y,Carries_y,Carries To Distance_y,Carries Proggresive_y,Carries Proggresive Foword_y,Carries Tackeled_y,Reciving Passes_y,Fouls Commited_y,Fouls Drawn_y,Tackele Won_y,looseBallRecovered_y,Aerial Duals Won_y,Aerial Duals Lost_y,Position_AMF,Position_DF,Position_DMF,Position_FW,Position_GK,Position_MF,Christmas-played-games
Stuart McKinstry,Leeds United,0,19,2,0,0.6,0,0,0,0,0,3,29,1,1,1,0,0,0,0,1,0,0,0,4,0,1,4,0,0,4,0,0,4,31,28,0,0,5,0,1,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Séamus Coleman,Everton,0,33,13,13,13.0,0,0,2,0,4,630,8376,237,262,113,24,35,37,19,161,23,4,30,778,54,253,365,199,26,622,9,19,419,2139,1067,48,16,408,7,10,20,122,18,13,31,22,23.5,0,3,0,0,15,767,11163,329,293,119,45,20,39,17,242,39,9,38,979,79,336,454,257,30,885,20,39,619,3562,1731,70,30,654,20,26,31,153,13,13,0,1,0,0,0,0,1
Takehiro Tomiyasu,Arsenal,0,23,15,15,14.4,0,1,1,0,9,868,12347,367,360,115,21,65,25,13,157,33,2,38,1041,51,323,522,253,15,905,6,11,554,2528,1427,56,14,630,14,10,11,164,48,43,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
Takumi Minamino,Liverpool,0,26,13,5,5.9,5,1,1,0,13,112,1602,63,31,13,1,5,8,1,73,2,0,0,143,1,21,86,43,8,141,1,4,102,486,238,13,3,143,11,7,4,24,5,6,27,16,16.6,6,2,2,0,31,468,5341,240,159,43,16,20,11,3,289,13,1,16,616,19,92,331,225,41,609,15,25,411,1928,864,43,19,607,29,21,8,101,10,21,1,0,0,0,0,0,2
Tanguy Ndombele,Tottenham,0,24,13,9,8.8,2,1,2,0,11,256,3499,126,91,24,4,3,13,1,85,2,1,3,343,4,44,211,113,13,335,13,24,259,1258,776,51,18,302,7,12,10,37,2,3,44,34,30.0,5,4,4,0,25,1414,19414,706,498,130,11,42,65,17,513,41,4,19,1762,35,306,1159,434,47,1726,81,114,1337,6513,3582,195,57,1456,44,102,48,238,14,21,0,0,0,0,0,1,3
Tariq Lamptey,Brighton,1,21,10,6,6.0,0,1,1,0,5,268,3070,137,92,19,24,6,12,4,72,9,2,4,349,12,66,130,174,21,319,11,26,250,1376,923,50,11,312,12,19,6,38,3,9,11,11,9.8,1,1,4,1,6,500,6346,234,188,56,30,16,17,7,124,15,1,17,635,18,169,278,249,33,544,17,34,417,2572,1683,85,15,466,21,32,10,83,5,12,0,0,1,0,0,0,3
Tariqe Fosu,Brentford,0,26,2,1,1.0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,47,26,27.1,4,3,5,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,62,30,0,0,0,1,0,0,0,0,0,3
Taylor Richards,Brighton,1,21,4,2,2.0,0,0,0,0,5,26,428,8,14,3,0,0,0,0,10,0,0,0,31,0,3,14,16,0,31,0,1,26,123,59,3,1,29,3,8,4,4,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
Teemu Pukki,Norwich City,0,31,18,17,16.5,5,0,2,0,30,253,2862,131,87,14,11,15,10,1,318,11,1,2,393,3,28,176,210,81,351,11,28,236,1009,534,29,22,596,20,16,5,61,10,56,42,39,38.3,26,4,1,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,30,12,0,0,0,0,0,0,1,0,0,1
Theo Walcott,Southampton,1,32,9,4,4.1,0,0,0,0,6,65,604,33,23,3,3,3,4,2,61,4,0,1,95,1,19,33,49,16,95,1,2,59,321,137,7,2,102,3,6,3,18,3,4,25,22,20.3,3,3,0,0,36,425,4403,223,134,35,37,18,29,11,345,23,1,6,672,12,99,316,323,69,668,20,49,459,2483,1613,80,41,704,18,35,18,115,8,29,1,0,0,0,0,0,2
Thiago Alcántara,Liverpool,0,30,14,9,8.8,2,1,1,0,18,753,14086,255,328,155,1,23,31,6,146,9,1,10,845,24,165,539,200,21,837,3,9,611,2637,1362,73,5,660,13,11,24,124,22,10,30,23,24.5,1,0,5,0,26,1850,34667,625,806,369,7,61,81,22,518,31,2,25,2108,40,393,1348,517,22,2067,29,43,1493,6533,3570,175,19,1664,60,44,53,270,36,30,0,0,0,0,0,1,2
Thiago Silva,Chelsea,0,37,20,16,17.8,2,1,2,0,16,1418,28001,400,726,271,0,59,19,7,98,35,20,78,1598,213,692,949,69,25,1563,4,5,1081,6152,3872,139,3,1195,8,9,12,183,48,19,34,33,30.4,2,0,5,1,16,2217,44713,596,1146,450,1,80,27,11,130,35,16,137,2467,329,1192,1383,68,21,2416,2,3,1703,9623,6150,184,3,1881,18,21,17,288,68,22,0,1,0,0,0,0,3
Thomas Partey,Arsenal,0,28,15,14,13.5,1,0,2,0,26,653,10888,257,264,119,1,23,28,10,166,21,3,24,799,44,237,465,157,11,783,9,15,525,2662,1422,49,10,569,24,12,23,120,15,13,33,24,23.4,0,3,7,0,33,1484,25743,545,629,270,2,30,65,23,357,40,8,38,1743,69,462,1113,298,14,1714,33,46,1293,6664,3814,172,28,1274,37,28,43,278,34,25,0,0,0,0,0,1,2
Tim Krul,Norwich City,0,33,17,17,17.0,0,0,1,0,0,646,14470,54,187,402,0,0,0,0,5,1,0,0,697,590,690,10,0,0,507,0,0,300,1358,753,0,0,322,0,0,0,90,0,0,37,37,36.4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,0,0,0,0,0,1,0,1
Timo Werner,Chelsea,0,25,14,10,9.5,5,2,1,0,31,188,1766,105,54,9,17,7,3,0,142,5,0,2,285,1,16,111,181,67,277,7,17,221,1280,746,36,18,353,6,12,2,48,5,11,52,44,42.4,12,12,3,0,116,1067,12122,575,345,61,64,54,33,11,511,31,1,6,1520,7,118,632,881,261,1477,37,92,1040,6550,4012,194,62,1889,46,52,22,183,15,61,0,0,0,1,0,0,3
Timothy Castagne,Leicester City,0,26,19,16,17.6,0,0,1,0,2,993,12996,493,360,101,26,68,46,20,254,39,6,41,1184,59,370,555,319,25,1035,13,17,689,2918,1562,70,15,830,10,14,18,135,30,14,34,32,31.5,2,4,1,0,8,1579,21628,729,656,145,46,92,65,22,370,57,5,67,1848,77,531,903,510,42,1664,15,30,1106,4891,2697,134,17,1327,27,19,40,234,42,45,0,1,0,0,0,0,2
Todd Cantwell,Norwich City,1,23,8,5,4.9,0,0,2,0,4,154,2078,70,60,16,3,8,15,4,106,2,0,3,215,5,50,109,70,7,210,5,11,159,608,289,15,12,205,6,12,11,32,4,5,34,31,29.8,6,7,5,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,90,31,0,0,0,1,0,0,0,0,0,1
Tom Cleverley,Watford,1,32,13,9,8.2,0,2,1,0,5,307,3921,121,104,68,14,20,17,4,144,10,5,7,372,15,65,162,155,5,321,0,1,175,599,257,9,8,268,17,8,12,67,8,21,34,32,28.9,4,2,6,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,34,34,0,0,0,0,0,0,0,0,1,2
Tom Davies,Everton,1,23,7,3,3.5,1,1,0,0,7,59,730,22,23,6,1,0,4,1,40,3,0,3,87,2,13,44,31,8,86,0,0,47,190,73,3,1,72,4,4,4,11,4,2,30,20,19.6,0,1,3,0,8,684,10963,264,284,107,6,46,33,10,272,21,8,30,857,57,297,505,110,5,847,16,22,537,2711,1348,52,15,638,40,36,32,130,9,16,0,0,0,0,0,1,1
Tomáš Souček,West Ham,0,26,24,22,22.6,2,1,2,0,34,914,14542,369,373,139,9,64,44,13,281,30,6,67,1163,92,320,646,265,54,1154,7,13,639,2989,1415,55,9,871,34,14,26,203,69,78,41,40,40.3,10,1,7,1,67,1539,21845,667,598,216,13,151,83,25,603,56,21,145,2020,174,595,1101,430,102,1997,16,26,947,4799,2040,84,24,1426,91,53,51,463,228,134,0,0,0,0,0,1,3
Trent Alexander Arnold,Liverpool,1,23,19,19,18.6,2,10,2,0,31,1670,27342,572,589,468,74,32,28,17,160,24,2,30,1847,40,351,914,672,49,1530,13,22,1110,4333,2442,110,13,1265,11,9,18,178,12,12,45,43,42.6,2,9,4,0,58,3567,57631,1075,1413,976,213,87,67,38,387,52,4,83,3941,108,957,1820,1400,101,3352,44,77,2477,10600,6362,259,22,2746,28,15,42,437,10,35,0,1,0,0,0,0,2
Trevoh Chalobah,Chelsea,1,22,17,14,14.3,3,0,1,0,9,628,10472,248,276,95,1,31,19,10,89,12,6,31,729,37,255,414,108,9,710,9,11,506,2285,1158,42,7,530,16,8,12,96,23,18,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3
Tyler Morton,Liverpool,1,19,7,5,4.7,0,0,2,0,0,125,2266,46,52,23,0,5,3,1,51,2,0,2,142,4,39,95,14,1,140,1,2,90,307,105,4,0,98,6,3,2,27,7,6,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
Tyler Onyango,Everton,1,18,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
Tyler Roberts,Leeds United,0,22,21,9,11.1,1,1,5,0,37,256,2950,126,76,32,15,8,13,8,130,8,1,8,368,9,63,177,160,41,356,7,19,268,1520,692,36,12,356,14,27,9,54,10,23,28,15,15.9,1,2,3,0,26,467,5289,228,145,55,9,17,18,4,261,20,3,14,639,19,77,344,267,48,634,17,27,416,2396,1232,67,19,639,29,36,9,100,20,24,1,0,0,0,0,0,1
Tyrick Mitchell,Crystal Palace,1,22,18,17,17.1,0,1,0,0,1,936,11657,367,385,135,23,35,51,22,310,30,2,37,1122,58,399,503,279,19,919,8,14,625,2555,1267,42,24,649,13,8,28,137,16,20,20,19,19.2,1,1,1,0,2,779,8911,322,308,92,22,15,69,19,404,51,8,67,1025,78,407,435,222,10,835,15,22,505,1993,922,31,14,509,9,11,31,123,16,13,0,1,0,0,0,0,3
Tyrone Mings,Aston Villa,1,28,16,15,15.4,1,1,4,0,12,656,11477,160,324,163,2,50,11,4,96,40,18,87,844,174,501,313,72,34,809,4,5,420,2334,1108,21,2,501,17,12,6,150,48,25,37,37,36.5,2,2,6,1,20,1585,29862,324,768,462,4,95,33,14,252,84,47,230,2007,384,1216,832,84,37,1954,8,13,1082,7161,3397,54,7,1214,22,23,21,370,109,35,0,1,0,0,0,0,2
Valentino Livramento,Southampton,1,19,18,17,17.4,1,0,2,0,8,757,9371,360,284,88,39,41,38,18,239,32,6,35,983,58,291,469,314,33,836,22,37,567,4117,2422,94,22,551,16,31,23,155,18,26,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
Vicente Guaita,Crystal Palace,0,34,16,16,16.0,0,0,1,0,0,500,10597,102,157,236,0,1,0,0,1,0,0,0,539,494,538,1,0,0,413,0,0,265,1037,525,0,0,252,0,1,0,71,0,0,37,37,37.0,0,0,2,0,0,1080,22645,84,195,797,0,0,0,0,4,0,0,1,1168,1027,1167,3,0,0,750,0,0,435,2203,1319,0,0,393,0,8,0,168,0,1,0,0,0,0,1,0,3
Victor Lindelöf,Manchester Utd,0,27,18,17,17.1,0,2,2,0,2,835,16012,228,432,163,0,41,10,6,83,27,12,78,982,158,586,435,34,4,962,0,1,586,3714,1819,36,2,645,11,7,7,160,35,13,45,45,44.7,1,2,4,0,7,2468,45550,733,1312,381,1,80,31,15,251,58,23,179,2795,454,1566,1316,108,13,2729,2,5,1818,12568,6816,147,8,2064,44,15,20,338,90,48,0,1,0,0,0,0,3
Virgil van Dijk,Liverpool,0,30,19,19,19.0,1,1,2,0,19,1396,29356,362,700,321,0,59,15,7,59,22,12,96,1575,185,761,847,46,22,1524,1,2,1003,4127,2227,62,1,1149,5,6,9,212,71,26,8,8,6.6,1,0,1,0,6,329,7078,65,186,77,0,10,3,0,14,3,2,12,353,25,146,213,9,5,350,0,0,246,890,413,13,0,289,4,3,2,48,16,7,0,1,0,0,0,0,2
Vitaly Janelt,Brentford,0,23,15,14,12.9,1,0,3,0,9,464,6586,170,191,85,18,24,30,10,193,26,4,16,584,34,184,299,129,15,539,6,7,307,1588,799,28,6,394,23,21,23,104,16,13,44,39,36.3,3,3,9,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,52,45,0,0,0,0,0,0,0,0,1,3
Vladimír Coufal,West Ham,0,29,18,13,14.4,0,3,3,1,9,754,8985,290,303,130,45,47,21,6,166,29,2,35,869,52,265,347,318,20,729,7,9,462,2675,1340,50,6,538,20,12,10,141,14,21,36,36,36.3,0,7,3,0,15,1693,20585,654,661,292,108,101,77,44,457,74,5,122,2065,156,623,894,640,47,1714,18,27,1012,5191,2418,108,18,1164,34,39,42,322,50,42,0,1,0,0,0,0,3
Wilfred Ndidi,Leicester City,0,25,19,18,18.4,1,0,5,1,15,821,12071,359,339,89,3,36,67,17,391,28,3,40,1030,62,328,602,138,15,1015,6,10,613,2808,1098,39,13,662,32,22,51,192,43,29,36,34,32.4,1,4,7,0,23,1530,25267,610,638,233,5,80,117,34,556,71,14,87,1921,128,676,1132,207,16,1905,12,22,1199,5390,1972,50,23,1276,72,28,85,340,56,41,0,0,0,0,0,1,2
Wilfried Zaha,Crystal Palace,0,29,17,16,16.1,5,1,3,0,27,481,5951,227,169,49,33,5,22,6,298,10,0,2,766,6,79,362,401,73,750,34,73,650,3278,1991,114,73,837,24,67,18,111,13,23,31,29,29.3,11,2,6,0,59,778,8928,426,218,69,51,12,34,9,568,21,0,2,1250,2,100,559,712,157,1228,59,124,1035,5388,3250,182,103,1526,42,99,25,140,10,39,0,0,0,1,0,0,3
Will Hughes,Crystal Palace,1,26,3,2,1.9,0,1,0,0,0,95,1305,38,37,16,1,5,5,0,33,2,1,2,111,5,32,63,24,1,102,2,2,69,389,229,7,3,78,4,4,3,19,1,3,31,22,22.6,2,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,34,31,0,0,0,0,0,0,0,0,1,3
William Smallbone,Southampton,0,21,2,1,1.3,0,0,0,0,3,15,113,5,6,2,7,1,2,0,18,1,0,1,28,2,6,10,12,4,27,0,1,14,67,38,2,0,18,1,1,1,6,2,3,3,2,1.9,0,0,0,0,1,78,1113,31,34,11,2,2,6,1,43,5,0,2,95,1,14,51,38,3,95,1,1,61,302,133,7,2,79,4,2,4,12,3,4,0,0,0,0,0,1,2
William Troost Ekong,Watford,0,28,16,15,15.3,0,0,3,0,3,530,11028,72,262,189,1,34,16,6,96,27,13,82,670,141,440,249,16,4,655,1,2,339,2113,1361,22,0,400,17,1,10,108,32,13,33,32,30.5,1,0,2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,10,19,0,0,0,0,1,0,0,0,0,2
Willy Caballero,Southampton,0,40,2,2,2.0,0,0,1,0,0,59,1548,4,14,41,0,0,0,0,0,0,0,1,68,54,68,0,0,0,50,0,0,37,222,113,0,0,34,0,0,0,6,0,0,2,2,2.0,0,0,0,0,0,26,496,8,13,5,0,0,0,0,0,0,0,0,26,21,26,1,0,0,19,0,0,12,77,20,0,0,15,0,0,0,4,0,0,0,0,0,0,1,0,2
Yan Valery,Southampton,0,22,3,3,3.7,0,0,0,0,1,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,0,0,0,4,2,2.1,0,0,0,0,4,64,883,27,28,6,9,2,3,0,32,5,0,5,94,4,35,35,28,2,78,1,4,50,287,161,8,6,58,3,2,2,13,1,3,0,1,0,0,0,0,2
Yerry Mina,Everton,0,27,7,6,5.4,0,0,1,0,2,176,3052,48,82,34,2,13,10,4,42,10,6,33,239,62,151,91,8,6,235,0,0,123,699,312,5,0,132,2,2,6,36,21,6,29,27,26.5,3,0,3,0,20,1227,23055,313,664,214,0,43,25,7,148,38,26,130,1461,248,919,633,35,25,1434,0,1,941,6165,3827,73,3,1071,25,14,14,168,68,27,0,1,0,0,0,0,1
Yoane Wissa,Brentford,0,25,11,4,4.6,5,0,0,0,16,42,341,26,12,1,6,4,2,0,30,1,0,1,67,0,11,31,33,10,66,3,3,41,210,117,7,6,93,5,7,6,15,3,7,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
Youri Tielemans,Leicester City,0,24,20,19,18.7,5,3,2,0,35,1042,15665,408,418,190,17,27,30,15,237,32,10,22,1220,50,259,682,347,26,1149,15,20,837,3210,1818,78,14,969,26,36,26,146,13,19,51,49,49.3,9,6,9,0,64,2909,44471,1015,1194,607,63,71,85,28,590,65,13,33,3327,61,688,1958,859,44,3134,48,65,2127,8275,4669,182,58,2527,73,82,66,487,43,37,0,0,0,0,0,1,2
Yves Bissouma,Brighton,0,25,13,12,11.8,0,1,5,0,9,607,10222,258,251,85,2,17,38,11,182,16,0,20,736,43,213,422,163,12,724,20,25,522,3182,1520,56,11,528,15,13,25,121,9,7,39,37,37.0,2,0,9,1,48,1676,29183,583,757,293,8,50,114,26,540,56,8,67,2098,108,587,1221,458,14,2067,50,76,1469,8941,4093,157,31,1462,68,44,74,364,38,22,0,0,0,0,0,1,3
Zack Steffen,Manchester City,0,26,5,5,5.3,0,0,0,0,0,61,1062,24,22,15,0,1,0,0,0,0,0,0,70,60,69,1,0,0,58,0,0,34,97,48,0,0,36,0,1,0,9,0,0,12,12,12.0,0,0,0,0,0,53,947,17,19,17,0,0,0,0,0,0,0,0,55,52,55,0,0,0,41,0,0,30,103,38,0,0,31,1,2,1,6,0,0,0,0,0,0,1,0,3
Álvaro Fernández,Brentford,0,23,11,11,11.0,0,0,0,0,0,290,5770,39,95,155,0,0,0,0,0,0,0,0,311,254,307,6,0,0,258,0,0,168,745,455,0,0,174,1,0,0,40,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
Çağlar Söyüncü,Leicester City,0,25,26,25,24.9,1,0,4,0,6,1381,23330,443,680,229,7,61,38,16,191,40,17,100,1605,205,831,811,73,12,1569,5,6,1032,5814,2864,71,5,1104,30,15,23,237,80,34,32,27,27.5,1,0,4,0,12,1512,25603,513,767,207,8,69,34,11,182,28,12,137,1759,188,860,965,81,24,1702,7,10,1125,7712,4333,112,5,1266,25,18,26,214,73,44,0,1,0,0,0,0,2
İlkay Gündoğan,Manchester City,0,31,19,16,16.2,3,5,1,0,43,865,12863,396,311,126,27,21,16,6,130,9,2,6,983,17,102,514,432,71,911,12,19,669,3329,1557,88,14,872,14,14,7,88,10,3,46,39,37.5,17,4,3,0,68,2625,41019,1266,993,300,39,36,36,11,347,20,4,17,2899,35,354,1750,1027,114,2828,48,67,2114,10579,5454,270,25,2627,32,43,27,259,20,26,0,0,0,0,0,1,3
Łukasz Fabiański,West Ham,0,36,18,18,18.0,0,0,0,0,0,469,11540,23,112,332,0,2,0,0,0,0,0,0,500,466,500,0,0,0,332,0,0,192,877,438,0,0,193,0,3,0,59,0,0,37,37,37.2,0,0,2,0,0,1002,24399,55,190,755,0,2,0,0,11,3,0,1,1067,967,1065,2,0,0,703,0,0,455,2806,1535,0,0,364,1,6,0,164,0,0,0,0,0,0,1,0,3
