Name,Number of Inj,inj22,Freq Inj,inj days 20-21,inj days 19-20,inj days 18-19,Sus days 22,sus days 20-21,sus days 19-20,sus days 18-19,Career Suspension days,Career INJ days,Suspended,Knock,Hamstring,Ankle/Foot Injury,Knee Injury,Thigh Muscle Strain,Groin/Pelvis Injury,Illness,Virus,Calf/Shin Injury,Groin Strain,Back Injury,Hip/Thigh Injury,Calf Muscle Strain,Thigh Muscle Rupture,Shoulder Injury,Head Injury,Foot Injury,ACL Knee Ligament Injury,Ankle Ligaments,MCL Knee Ligament Injury,Concussion,Sprained Ankle,Rib Injury,Toe Injury,Achilles tendonitis,Thumb / Wrist Injury
Aaron Connolly,6,21,26,97,13,0,0,0,0,0,0,131,0,0,0,1,0,1,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Aaron Cresswell,26,6,23,33,35,87,0,0,0,0,29,365,2,7,3,1,2,2,2,0,0,1,1,3,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
Aaron Lennon,21,19,17,0,19,175,0,0,0,0,0,721,0,3,5,1,1,1,0,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aaron Ramsdale,2,0,23,0,11,0,0,0,0,0,0,11,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aaron Wan Bissaka,9,5,23,10,39,43,0,0,0,11,11,97,2,3,1,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Abdoulaye Doucouré,6,39,5,57,0,26,0,15,4,0,25,357,3,1,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Adam Armstrong,1,0,12,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Adam Forshaw,4,46,23,44,0,0,0,0,0,0,10,366,2,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Adam Idah,1,0,7,0,34,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adam Lallana,26,11,15,67,0,144,0,0,0,0,0,650,0,7,0,0,2,3,1,0,0,1,8,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0
Adam Masina,4,1,23,0,13,0,0,0,0,0,0,98,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adam Webster,7,55,16,64,30,0,0,0,0,0,5,149,2,0,0,1,0,1,2,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Adama Traoré,11,0,5,5,30,2,0,0,0,0,118,185,6,2,2,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Ademola Lookman,8,16,5,9,13,47,0,0,0,0,0,181,0,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adrián San Miguel del Castillo,3,0,5,0,1,0,0,0,0,0,35,71,2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ainsley Maitland Niles,8,4,23,11,0,100,0,0,2,7,9,139,2,2,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Albert Sambi Lokonga,1,9,29,0,0,0,0,0,7,0,7,9,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alex Iwobi,9,21,27,0,40,25,0,0,0,0,0,138,0,1,0,1,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alex Král,1,14,29,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alex McCarthy,8,0,17,16,9,52,0,0,0,0,0,528,0,2,2,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Alex Oxlade Chamberlain,20,0,17,121,21,5,0,0,0,0,0,1001,0,4,5,2,5,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Alex Telles,2,0,5,26,0,0,0,0,0,0,0,90,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alexandre Lacazette,14,0,17,20,48,19,0,0,0,0,28,274,5,0,4,1,1,2,1,0,0,0,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Alexis Mac Allister,3,2,7,38,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alisson,5,0,12,39,146,0,0,0,4,0,4,185,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Allan,4,11,16,72,0,0,0,0,0,0,0,83,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Allan Saint Maximin,24,0,27,112,89,33,0,0,0,0,7,368,1,2,2,3,0,6,1,1,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alphonse Areola,5,0,1,0,0,15,0,0,0,0,0,72,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amad Diallo Traoré,1,47,27,0,0,0,0,0,0,0,0,47,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andreas Christensen,18,3,23,20,39,15,0,0,0,0,0,109,0,5,4,0,1,0,2,1,0,0,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0
Andrew Omobamidele,2,7,7,0,0,0,0,0,0,0,0,29,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrew Robertson,14,21,5,4,11,8,17,0,0,0,23,135,3,3,2,3,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0
Andriy Yarmolenko,6,9,2,89,77,222,0,0,0,0,0,397,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Andros Townsend,16,0,5,0,65,0,0,0,0,0,0,333,0,3,3,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0
André Gomes,20,72,17,36,163,95,0,0,0,20,139,506,5,4,6,1,2,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Angelo Ogbonna,12,12,22,91,12,0,0,0,0,0,0,316,0,0,1,1,4,0,1,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Anthony Martial,24,13,23,10,60,69,0,28,0,0,28,399,1,7,3,2,3,3,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Antonio Rüdiger,10,8,22,6,110,60,0,0,0,0,0,214,0,2,0,0,3,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anwar El Ghazi,9,13,15,0,9,0,0,0,0,0,7,99,1,0,0,1,1,1,0,1,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Armando Broja,2,7,3,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arthur Masuaku,12,0,22,119,24,40,0,0,6,0,56,534,3,1,0,3,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashley Barnes,9,0,16,73,28,0,0,0,0,0,75,525,4,2,1,0,0,0,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Ashley Westwood,11,13,16,12,24,5,12,0,7,0,29,142,4,1,1,1,0,1,2,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
Ashley Young,22,10,5,0,0,5,0,0,8,15,40,643,6,5,2,5,3,0,2,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1
Asmir Begović,5,0,5,0,0,13,0,0,0,0,0,84,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Axel Tuanzebe,4,9,5,0,110,0,0,0,0,0,0,242,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aymeric Laporte,19,17,23,41,275,16,11,0,0,0,90,564,13,8,2,0,2,0,1,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Ayoze Pérez,4,16,13,28,12,0,26,0,0,0,32,56,2,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bali Mumba,1,16,22,0,0,0,0,0,0,0,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben Chilwell,15,0,5,3,29,25,0,0,0,0,0,253,0,1,0,4,3,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben Davies,10,0,5,70,91,26,0,0,0,0,5,303,1,0,0,2,0,0,1,0,0,0,1,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0
Ben Foster,8,22,5,0,0,0,0,0,0,0,0,566,0,0,0,2,1,0,2,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Ben Gibson,3,0,16,0,188,89,8,0,0,0,34,277,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben Godfrey,6,35,16,11,44,0,0,0,21,0,21,90,2,0,1,0,1,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Ben Johnson,2,20,13,0,0,7,0,0,0,0,0,27,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben Mee,8,10,23,5,0,0,0,0,0,0,17,233,2,2,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Ben White,1,15,23,0,0,0,0,4,0,0,4,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Benjamin Mendy,16,0,20,39,43,176,270,0,0,0,335,760,9,3,2,0,4,1,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Bernardo Silva,6,3,23,19,0,17,0,0,11,0,23,62,3,3,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bernd Leno,2,7,20,0,0,0,0,4,0,0,4,74,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bertrand Traoré,9,108,27,31,0,0,0,0,0,0,7,234,1,1,0,0,1,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Billy Gilmour,3,5,5,0,0,0,0,0,0,0,0,190,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Boubakary Soumaré,1,0,5,0,7,0,0,0,12,0,12,7,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brandon Williams,2,0,19,22,4,0,0,0,0,0,0,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Bruno André Cavaco Jordão,1,0,5,0,9,0,0,0,0,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bruno Fernandes,1,1,23,0,0,0,5,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bryan Gil Salvatierra,6,45,23,31,14,0,0,7,0,0,7,90,1,2,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Bryan Mbeumo,2,3,13,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Bukayo Saka,8,3,27,30,12,0,0,0,0,0,0,45,0,0,0,1,1,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Callum Hudson Odoi,8,7,17,16,145,32,0,0,0,0,0,354,0,1,2,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Callum Wilson,14,48,17,110,12,70,0,0,10,0,17,720,2,0,6,0,1,1,0,0,0,1,0,0,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0
Calum Chambers,12,0,23,5,0,22,0,0,5,0,25,536,3,4,0,2,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Caoimhín Kelleher,1,0,23,83,0,0,0,0,0,0,0,83,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carney Chukwuemeka,1,17,16,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cenk Tosun,6,0,22,35,40,0,0,0,0,0,0,440,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Charlie Cresswell,1,0,24,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Charlie Goode,1,0,26,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Charlie Taylor,8,0,27,73,30,0,0,0,0,0,0,170,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Che Adams,4,24,16,28,0,0,0,0,0,0,33,52,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Cheikhou Kouyaté,18,0,23,3,15,36,0,0,0,0,5,310,1,6,2,4,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Chris Wood,14,0,27,30,70,7,0,0,0,0,0,229,0,1,3,1,0,4,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Christian Benteke,17,0,22,25,49,144,0,2,14,0,51,565,4,1,1,2,5,1,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Christian Kabasele,9,51,23,0,11,22,0,0,25,14,45,362,4,4,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Christian Nørgaard,1,2,7,0,0,0,3,0,14,0,17,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christian Pulisic,11,117,13,92,169,53,0,0,0,0,0,431,0,1,2,1,0,1,2,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Christoph Zimmermann,5,0,5,0,130,0,0,0,0,0,0,290,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christos Tzolis,2,29,13,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ciaran Clark,20,0,5,43,32,91,3,0,0,0,23,620,5,3,0,5,5,1,0,1,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Cole Palmer,1,0,29,19,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Connor Roberts,2,42,16,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conor Coady,1,0,29,19,0,0,0,0,0,0,16,19,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conor Gallagher,1,0,23,0,0,0,0,13,0,0,13,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Craig Cathcart,11,0,22,0,31,0,0,0,0,0,0,484,0,1,0,0,4,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Craig Dawson,7,0,19,0,19,0,0,7,0,0,24,141,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0
Cristian Romero,4,19,22,0,0,0,0,0,0,0,0,66,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cristiano Ronaldo,12,0,22,0,0,0,0,0,0,0,72,142,4,3,2,1,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Curtis Jones,4,25,19,14,0,0,0,0,0,0,0,96,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Cédric Soares,11,0,5,31,202,16,0,0,0,0,0,352,0,1,1,2,1,0,0,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
César Azpilicueta,4,3,17,42,2,0,0,0,0,0,24,54,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Dale Stephens,10,0,23,48,26,34,0,0,8,24,54,365,6,3,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Dan Burn,6,21,26,24,36,0,0,0,0,0,26,222,4,1,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0
Dan Gosling,13,37,22,0,0,72,0,0,0,0,16,975,1,1,1,0,6,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Dane Scarlett,2,17,5,0,0,0,0,0,0,0,0,42,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel Amartey,5,16,5,75,0,0,0,0,0,0,0,759,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel Bachmann,2,12,17,0,28,0,0,0,0,0,0,40,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel James,6,0,23,22,13,0,0,0,0,0,0,55,0,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel Podence,5,12,15,88,0,0,0,0,0,0,0,210,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Danny Ings,15,34,17,106,0,105,0,0,0,0,0,713,0,4,5,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Danny Rose,29,0,5,0,37,79,0,0,7,0,139,796,4,4,5,5,5,0,0,1,0,0,1,1,0,3,0,0,0,0,1,0,0,0,0,1,0,0,1
Danny Ward,3,0,23,0,0,3,0,0,0,0,0,44,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Danny Welbeck,27,109,22,54,103,203,0,0,0,0,0,1471,0,2,5,2,10,1,0,1,0,0,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Darren Randolph,4,0,15,99,0,0,0,0,0,0,3,109,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David Edward Martin,1,0,27,0,25,0,0,0,0,0,0,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David Raya,1,0,22,0,0,0,0,0,0,0,0,70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David de Gea,7,0,22,34,3,0,0,0,0,0,0,70,0,1,1,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Davinson Sánchez,4,11,23,0,5,71,0,0,0,0,14,87,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dean Henderson,1,0,20,15,0,0,0,0,0,0,17,15,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Declan Rice,3,9,22,42,0,13,2,0,0,0,2,64,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dele Alli,15,0,17,18,49,96,0,0,2,0,29,207,3,3,4,1,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Demarai Gray,7,5,2,10,13,29,0,0,0,0,0,97,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Diego Llorente,12,34,16,126,36,112,0,0,19,0,160,331,10,1,2,1,1,1,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Dimitris Giannoulis,1,10,7,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diogo Dalot,6,0,23,0,127,50,0,0,0,0,0,258,0,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diogo Jota,10,5,23,85,45,55,0,0,0,0,0,190,0,5,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Divock Origi,14,1,5,61,12,24,0,0,0,0,0,210,0,3,1,4,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dominic Calvert Lewin,9,33,5,42,0,29,0,0,0,0,0,307,0,1,1,2,0,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Donny van de Beek,4,0,23,45,30,0,0,0,0,0,0,141,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Douglas Luiz,6,41,17,0,0,63,0,6,0,8,14,109,2,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dwight Gayle,15,8,17,97,156,0,0,0,0,0,91,518,2,0,4,1,1,3,0,2,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Dwight McNeil,5,0,23,21,21,0,0,0,0,0,0,42,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eberechi Eze,4,0,13,4,0,0,0,0,0,0,0,173,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eddie Nketiah,1,33,5,0,0,0,0,0,11,0,11,33,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ederson,6,1,23,16,28,0,0,0,2,0,2,47,1,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Edinson Cavani,23,73,23,53,83,75,0,10,0,0,23,375,3,5,0,1,1,5,0,2,1,3,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Edouard Mendy,3,0,18,3,19,0,0,0,0,0,0,64,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elliott Anderson,2,6,16,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emerson,2,15,23,14,0,0,0,6,10,0,16,29,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emi Buendía,5,10,5,0,12,0,0,0,0,13,414,78,4,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emil Krafth,6,3,5,6,149,0,0,0,0,0,0,210,0,1,0,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emile Smith Rowe,12,6,16,62,18,150,0,0,0,0,0,236,0,2,2,1,0,0,2,0,0,0,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Emiliano Martínez,1,0,16,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emmanuel Dennis,3,6,5,40,0,0,7,0,7,14,28,46,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enock Mwepu,3,41,23,0,0,0,0,0,0,0,0,41,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eric Bailly,24,28,23,81,5,132,0,0,0,0,21,620,3,9,1,0,4,1,0,0,1,0,2,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0
Eric Dier,13,0,27,12,18,111,0,0,12,0,25,167,2,0,1,0,1,2,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Erik Pieters,18,0,23,55,1,0,0,0,0,0,28,427,2,3,2,1,0,2,0,1,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Ethan Pinnock,2,5,5,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ezri Konsa,4,12,27,12,17,0,18,0,0,6,24,41,2,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fabian Delph,33,70,23,137,94,75,0,0,7,19,85,1335,10,9,4,2,5,2,2,3,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
Fabian Schär,16,6,23,111,57,23,0,17,0,4,49,280,5,4,2,0,2,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Fabinho,11,30,23,53,50,22,0,0,0,0,64,181,10,3,2,1,2,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Federico Fernández,13,0,13,88,0,35,0,0,0,0,13,267,2,2,1,1,0,1,0,0,1,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Fernandinho,15,0,23,41,9,94,0,0,10,0,75,204,7,11,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fernando Marçal,17,35,12,167,53,36,0,0,21,11,41,462,6,2,1,0,0,2,3,0,1,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Ferrán Torres,3,0,17,11,4,0,0,0,0,8,8,95,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Filip Benković,2,0,16,35,0,0,0,0,0,0,0,53,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Francisco Sierralta,2,32,17,0,0,0,0,0,0,0,0,71,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
